apt_seq	area_type	area_type_source	floor_band	jeonse_level	jeonse_per_m2_adj	jeonse_n_trades	jeonse_months_since	is_move_in_period	jeonse_over_sale_ratio_gt1	est_price_per_m2	est_low	est_high	est_confidence
11500-10188	66.000000	RENT	MID	RENT_CELL	628.442474	4.000000	2.000000	1.000000	False	1233.281571	1092.917429	1569.189728	LOW
11500-112	75.000000	RENT	UNKNOWN	RENT_CELL	359.680899	5.000000	19.000000	0.000000	False	578.259017	512.445311	735.759076	MEDIUM
11500-116	42.000000	RENT	UNKNOWN	RENT_CELL	316.012444	3.000000	27.000000	0.000000	False	526.870794	466.905764	670.374274	LOW
11500-116	57.000000	SALE	UNKNOWN	RENT_COMPLEX	277.356628	5.000000	27.000000	0.000000	False	534.264664	473.458111	679.782007	LOW
11500-116	93.000000	BOTH	UNKNOWN	RENT_CELL	250.679916	2.000000	37.000000	0.000000	False	570.624404	505.679620	726.045028	LOW
11500-117	57.000000	RENT	UNKNOWN	RENT_CELL	240.898536	1.000000	58.000000	0.000000	False	478.808024	424.313188	609.220677	LOW
11500-117	81.000000	BOTH	UNKNOWN	RENT_CELL	220.914977	5.000000	3.000000	0.000000	False	503.515495	446.208614	640.657707	LOW
11500-1216	78.000000	BOTH	UNKNOWN	RENT_CELL	232.286196	2.000000	5.000000	0.000000	False	490.639378	434.797973	624.274529	LOW
11500-1216	81.000000	BOTH	UNKNOWN	RENT_CELL	242.991845	1.000000	10.000000	0.000000	False	490.301415	434.498475	623.844515	LOW
11500-122	66.000000	RENT	UNKNOWN	RENT_CELL	232.458130	2.000000	41.000000	0.000000	False	450.292494	399.043111	572.938388	LOW
11500-122	69.000000	RENT	UNKNOWN	RENT_CELL	222.053900	1.000000	22.000000	0.000000	False	459.922107	407.576743	585.190813	LOW
11500-123	63.000000	RENT	MID	RENT_CELL	205.849037	2.000000	33.000000	0.000000	False	503.100818	445.841133	640.130084	LOW
11500-123	69.000000	SALE	MID	RENT_COMPLEX	205.849037	2.000000	33.000000	0.000000	False	508.834106	450.921895	647.424944	LOW
11500-125	60.000000	BOTH	HIGH	RENT_CELL	188.506595	1.000000	16.000000	0.000000	False	467.915322	414.660222	595.361135	LOW
11500-127	60.000000	BOTH	UNKNOWN	RENT_CELL	299.294243	5.000000	24.000000	0.000000	False	493.359229	437.208268	627.735184	LOW
11500-132	57.000000	BOTH	HIGH	RENT_CELL	310.360547	1.000000	11.000000	0.000000	False	504.022124	446.657582	641.302326	LOW
11500-132	69.000000	RENT	HIGH	RENT_CELL	234.536389	1.000000	16.000000	0.000000	False	538.315390	477.047809	684.936027	LOW
11500-136	66.000000	RENT	UNKNOWN	RENT_CELL	226.502797	3.000000	19.000000	0.000000	False	483.190874	428.197209	614.797280	LOW
11500-1575	45.000000	RENT	HIGH	RENT_CELL	311.634475	1.000000	22.000000	0.000000	False	465.841500	412.822430	592.722468	LOW
11500-1575	45.000000	RENT	MID	RENT_CELL	311.634475	1.000000	22.000000	0.000000	False	460.905108	408.447866	586.441554	LOW
11500-175	105.000000	RENT	HIGH	RENT_CELL	255.706505	1.000000	7.000000	0.000000	False	559.693579	495.992871	712.136981	LOW
11500-175	105.000000	RENT	LOW	RENT_CELL	255.706505	1.000000	7.000000	0.000000	False	546.060271	483.911218	694.790377	LOW
11500-184	63.000000	BOTH	LOW	RENT_CELL	135.371675	1.000000	47.000000	0.000000	False	830.751604	736.200823	1057.022917	LOW
11500-184	63.000000	BOTH	MID	RENT_CELL	135.371675	1.000000	47.000000	0.000000	False	812.335600	719.880809	1033.590957	LOW
11500-184	81.000000	SALE	LOW	RENT_COMPLEX	135.371675	1.000000	47.000000	0.000000	False	760.488735	673.934819	967.622592	LOW
11500-184	81.000000	SALE	MID	RENT_COMPLEX	135.371675	1.000000	47.000000	0.000000	False	743.309257	658.710598	945.763950	LOW
11500-200	69.000000	SALE	HIGH	RENT_COMPLEX	290.108561	1.000000	26.000000	0.000000	False	601.960903	533.449601	765.916631	LOW
11500-200	84.000000	BOTH	HIGH	RENT_CELL	290.108561	1.000000	26.000000	0.000000	False	606.992474	537.908511	772.318647	LOW
11500-200	84.000000	BOTH	MID	RENT_CELL	290.108561	1.000000	26.000000	0.000000	False	599.818400	531.550944	763.190576	LOW
11500-243	72.000000	RENT	UNKNOWN	RENT_CELL	305.903520	2.000000	50.000000	0.000000	False	521.952678	462.547396	664.116614	LOW
11500-244	78.000000	RENT	UNKNOWN	RENT_CELL	291.970150	1.000000	18.000000	0.000000	False	533.880831	473.117963	679.293631	LOW
11500-246	78.000000	SALE	UNKNOWN	RENT_COMPLEX	327.742617	4.000000	25.000000	0.000000	False	503.755145	446.420988	640.962630	LOW
11500-246	87.000000	RENT	UNKNOWN	RENT_CELL	339.328100	1.000000	25.000000	0.000000	False	508.058325	450.234408	646.437864	LOW
11500-246	99.000000	RENT	UNKNOWN	RENT_CELL	316.157135	3.000000	57.000000	0.000000	False	486.827171	431.419647	619.423993	LOW
11500-249	63.000000	RENT	UNKNOWN	RENT_CELL	253.881846	1.000000	19.000000	0.000000	False	543.846207	481.949145	691.973270	LOW
11500-249	69.000000	BOTH	UNKNOWN	RENT_CELL	261.133405	2.000000	38.000000	0.000000	False	560.069077	496.325632	712.614753	LOW
11500-253	84.000000	RENT	LOW	RENT_CELL	258.727885	1.000000	18.000000	0.000000	False	548.260386	485.860930	697.589737	LOW
11500-253	84.000000	RENT	MID	RENT_CELL	258.727885	1.000000	18.000000	0.000000	False	566.547107	502.066375	720.857201	LOW
11500-255	84.000000	BOTH	LOW	RENT_CELL	300.618285	1.000000	22.000000	0.000000	False	607.498667	538.357093	772.962713	LOW
11500-255	84.000000	BOTH	MID	RENT_CELL	300.618285	1.000000	22.000000	0.000000	False	603.608996	534.910119	768.013614	LOW
11500-264	66.000000	RENT	UNKNOWN	RENT_CELL	234.707196	1.000000	32.000000	0.000000	False	551.811955	489.008282	702.108644	LOW
11500-271	81.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	636.732460	564.263684	810.158895	LOW
11500-273	81.000000	RENT	UNKNOWN	RENT_CELL	312.222925	3.000000	25.000000	0.000000	False	614.806431	544.833134	782.260887	LOW
11500-274	78.000000	RENT	HIGH	RENT_CELL	282.065092	1.000000	17.000000	0.000000	False	646.059383	572.529077	822.026187	LOW
11500-274	78.000000	RENT	LOW	RENT_CELL	282.065092	1.000000	17.000000	0.000000	False	651.415397	577.275504	828.841015	LOW
11500-274	78.000000	RENT	MID	RENT_CELL	282.065092	1.000000	17.000000	0.000000	False	658.801286	583.820779	838.238595	LOW
11500-275	48.000000	RENT	UNKNOWN	RENT_CELL	261.679288	1.000000	42.000000	0.000000	False	483.915159	428.839061	615.718838	LOW
11500-275	75.000000	BOTH	UNKNOWN	RENT_CELL	225.946169	2.000000	15.000000	0.000000	False	512.092594	453.809522	651.570944	LOW
11500-275	81.000000	RENT	UNKNOWN	RENT_CELL	243.940775	1.000000	19.000000	0.000000	False	510.026241	451.978349	648.941781	LOW
11500-277	57.000000	RENT	UNKNOWN	RENT_CELL	195.533177	3.000000	10.000000	0.000000	False	574.189853	508.839273	730.581597	LOW
11500-285	87.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	674.582666	597.806024	858.318339	LOW
11500-285	111.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	693.190416	614.295960	881.994270	LOW
11500-286	69.000000	RENT	HIGH	RENT_CELL	367.740627	4.000000	12.000000	0.000000	False	609.179819	539.846907	775.101759	LOW
11500-286	69.000000	RENT	MID	RENT_CELL	367.740627	4.000000	12.000000	0.000000	False	600.289916	531.968795	763.790518	LOW
11500-286	72.000000	RENT	HIGH	RENT_CELL	48.374347	1.000000	12.000000	0.000000	False	610.811773	541.293123	777.178207	LOW
11500-286	84.000000	RENT	HIGH	RENT_CELL	121.504499	2.000000	8.000000	0.000000	False	608.348024	539.109781	774.043408	LOW
11500-291	84.000000	BOTH	HIGH	RENT_CELL	386.013471	6.000000	15.000000	0.000000	False	633.619009	561.504586	806.197435	LOW
11500-291	84.000000	BOTH	LOW	RENT_CELL	386.013471	6.000000	15.000000	0.000000	False	631.192958	559.354653	803.110603	LOW
11500-291	84.000000	BOTH	MID	RENT_CELL	386.013471	6.000000	15.000000	0.000000	False	635.503892	563.174944	808.595704	LOW
11500-300	84.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	605.126536	536.254942	769.944484	LOW
11500-302	102.000000	RENT	UNKNOWN	RENT_CELL	283.108610	1.000000	23.000000	0.000000	False	489.955666	434.192077	623.404595	LOW
11500-304	66.000000	BOTH	HIGH	RENT_CELL	189.084523	1.000000	14.000000	0.000000	False	485.723421	430.441519	618.019616	LOW
11500-304	66.000000	BOTH	MID	RENT_CELL	189.084523	1.000000	14.000000	0.000000	False	483.683044	428.633364	615.423503	LOW
11500-305	63.000000	BOTH	UNKNOWN	RENT_CELL	199.016909	1.000000	9.000000	0.000000	False	446.291797	395.497747	567.848024	LOW
11500-306	57.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	471.138510	417.516568	599.462222	LOW
11500-307	60.000000	SALE	UNKNOWN	SALE_CELL				0.000000	False	455.413525	403.581299	579.454231	LOW
11500-308	51.000000	SALE	UNKNOWN	RENT_COMPLEX	265.450955	2.000000	25.000000	0.000000	False	412.998973	365.994097	525.487253	LOW
11500-308	60.000000	BOTH	UNKNOWN	RENT_CELL	265.450955	2.000000	25.000000	0.000000	False	438.638681	388.715659	558.110433	LOW
11500-309	60.000000	BOTH	UNKNOWN	RENT_CELL	286.487741	2.000000	38.000000	0.000000	False	429.040031	380.209466	545.897405	LOW
11500-311	78.000000	BOTH	HIGH	RENT_CELL	211.867450	4.000000	4.000000	0.000000	False	548.056218	485.679999	697.329959	LOW
11500-311	78.000000	BOTH	LOW	RENT_CELL	211.867450	4.000000	4.000000	0.000000	False	540.229188	478.743791	687.371086	LOW
11500-311	78.000000	BOTH	MID	RENT_CELL	211.867450	4.000000	4.000000	0.000000	False	546.649398	484.433294	695.539964	LOW
11500-314	60.000000	RENT	UNKNOWN	RENT_CELL	253.856241	2.000000	55.000000	0.000000	False	527.503109	467.466112	671.178812	LOW
11500-316	63.000000	RENT	UNKNOWN	RENT_CELL	380.309250	2.000000	33.000000	0.000000	False	548.070681	485.692816	697.348361	LOW
11500-316	66.000000	RENT	UNKNOWN	RENT_COMPLEX	380.309250	2.000000	33.000000	0.000000	False	531.594076	471.091472	676.384034	LOW
11500-32	60.000000	SALE	LOW	RENT_COMPLEX	365.588610	1.000000	19.000000	0.000000	False	595.721329	527.920176	757.977588	LOW
11500-32	117.000000	RENT	HIGH	RENT_CELL	365.588610	1.000000	19.000000	0.000000	False	602.613003	534.027483	766.746343	LOW
11500-32	117.000000	RENT	LOW	RENT_CELL	365.588610	1.000000	19.000000	0.000000	False	587.028758	520.216937	746.917427	LOW
11500-32	117.000000	RENT	MID	RENT_CELL	365.588610	1.000000	19.000000	0.000000	False	594.874110	527.169381	756.899612	LOW
11500-320	84.000000	BOTH	HIGH	RENT_CELL	226.111462	3.000000	0.000000	0.000000	False	528.622999	468.458544	672.603726	LOW
11500-320	84.000000	BOTH	LOW	RENT_CELL	226.111462	3.000000	0.000000	0.000000	False	534.543886	473.705553	680.137281	LOW
11500-320	84.000000	BOTH	MID	RENT_CELL	226.111462	3.000000	0.000000	0.000000	False	528.193326	468.077774	672.057024	LOW
11500-324	69.000000	BOTH	UNKNOWN	RENT_CELL	305.359762	2.000000	5.000000	0.000000	False	539.466558	478.067959	686.400738	LOW
11500-325	21.000000	RENT	UNKNOWN	RENT_CELL	234.846387	2.000000	3.000000	0.000000	False	531.757486	471.236284	676.591951	LOW
11500-325	24.000000	RENT	UNKNOWN	RENT_CELL	270.443796	1.000000	16.000000	0.000000	False	522.515073	463.045783	664.832188	LOW
11500-325	30.000000	RENT	UNKNOWN	RENT_CELL	304.697558	3.000000	0.000000	0.000000	False	512.864564	454.493632	652.553175	LOW
11500-325	75.000000	SALE	UNKNOWN	RENT_COMPLEX	270.443796	7.000000	0.000000	0.000000	False	564.287325	500.063786	717.981923	LOW
11500-325	84.000000	RENT	UNKNOWN	RENT_CELL	267.610674	1.000000	9.000000	0.000000	False	568.712737	503.985527	723.612682	LOW
11500-33	78.000000	BOTH	UNKNOWN	RENT_CELL	305.915729	2.000000	14.000000	0.000000	False	522.348200	462.897901	664.619863	LOW
11500-33	126.000000	RENT	UNKNOWN	RENT_CELL	231.001235	3.000000	29.000000	0.000000	False	506.484771	448.839946	644.435722	LOW
11500-330	84.000000	RENT	UNKNOWN	RENT_CELL	374.178524	1.000000	11.000000	0.000000	False	531.086254	470.641447	675.737896	LOW
11500-335	54.000000	RENT	UNKNOWN	RENT_CELL	206.462493	1.000000	23.000000	0.000000	False	488.937662	433.289936	622.109318	LOW
11500-335	60.000000	BOTH	UNKNOWN	RENT_CELL	289.130272	1.000000	37.000000	0.000000	False	514.652812	456.078353	654.828488	LOW
11500-335	75.000000	RENT	UNKNOWN	RENT_COMPLEX	272.841614	3.000000	23.000000	0.000000	False	504.913680	447.447666	642.436714	LOW
11500-335	81.000000	RENT	UNKNOWN	RENT_CELL	272.841614	1.000000	49.000000	0.000000	False	504.845376	447.387136	642.349806	LOW
11500-337	84.000000	RENT	HIGH	RENT_CELL	374.891391	4.000000	13.000000	0.000000	False	566.553261	502.071828	720.865030	LOW
11500-337	84.000000	RENT	LOW	RENT_CELL	374.891391	4.000000	13.000000	0.000000	False	552.180416	489.334808	702.577462	LOW
11500-338	99.000000	RENT	HIGH	RENT_CELL	271.606005	4.000000	4.000000	0.000000	False	585.758020	519.090825	745.300578	LOW
11500-340	51.000000	RENT	HIGH	RENT_CELL	436.018901	1.000000	38.000000	0.000000	False	617.955220	547.623548	786.267310	LOW
11500-340	63.000000	RENT	MID	RENT_CELL	335.682108	2.000000	5.000000	0.000000	False	592.891597	525.412505	754.377123	LOW
11500-341	81.000000	SALE	HIGH	RENT_COMPLEX	211.192981	2.000000	18.000000	0.000000	False	580.605349	514.524598	738.744477	LOW
11500-341	87.000000	BOTH	LOW	RENT_CELL	293.227904	1.000000	18.000000	0.000000	False	584.726889	518.177051	743.988598	LOW
11500-341	102.000000	RENT	LOW	RENT_CELL	129.158058	1.000000	18.000000	0.000000	False	574.624770	509.224690	731.134971	LOW
11500-345	63.000000	BOTH	UNKNOWN	RENT_CELL	335.990346	1.000000	48.000000	0.000000	False	499.733421	442.856991	635.845511	LOW
11500-345	84.000000	RENT	UNKNOWN	RENT_CELL	215.561618	1.000000	17.000000	0.000000	False	501.863662	444.744782	638.555965	LOW
11500-346	63.000000	BOTH	UNKNOWN	RENT_CELL	400.902804	16.000000	4.000000	0.000000	False	600.788116	532.410293	764.424412	LOW
11500-3483	78.000000	RENT	UNKNOWN	RENT_CELL	245.348694	6.000000	2.000000	0.000000	False	514.592812	456.025182	654.752146	LOW
11500-351	84.000000	BOTH	HIGH	RENT_CELL	259.003128	2.000000	18.000000	0.000000	False	773.753725	685.690074	984.500560	LOW
11500-351	84.000000	BOTH	MID	RENT_CELL	259.003128	2.000000	18.000000	0.000000	False	770.834908	683.103458	980.786746	LOW
11500-357	60.000000	RENT	LOW	RENT_CELL	474.295841	2.000000	58.000000	0.000000	False	633.248836	561.176543	805.726438	LOW
11500-357	69.000000	RENT	HIGH	RENT_CELL	309.663564	3.000000	29.000000	0.000000	False	564.412368	500.174598	718.141024	LOW
11500-357	72.000000	BOTH	HIGH	RENT_CELL	414.906963	3.000000	2.000000	0.000000	False	589.559937	522.460033	750.138021	LOW
11500-357	72.000000	BOTH	MID	RENT_CELL	414.906963	3.000000	2.000000	0.000000	False	592.824867	525.353370	754.292218	LOW
11500-357	75.000000	RENT	LOW	RENT_CELL	341.062276	1.000000	19.000000	0.000000	False	534.723468	473.864697	680.365776	LOW
11500-362	84.000000	RENT	UNKNOWN	RENT_CELL	289.976061	3.000000	13.000000	0.000000	False	499.539225	442.684897	635.598422	LOW
11500-364	51.000000	RENT	HIGH	RENT_CELL	338.635117	1.000000	14.000000	0.000000	False	553.601031	490.593738	704.385009	LOW
11500-364	63.000000	RENT	HIGH	RENT_CELL	376.391560	1.000000	1.000000	0.000000	False	584.706821	518.159267	743.963065	LOW
11500-364	63.000000	RENT	MID	RENT_CELL	376.391560	1.000000	1.000000	0.000000	False	582.140091	515.884666	740.697235	LOW
11500-368	99.000000	RENT	UNKNOWN	RENT_CELL	295.616496	1.000000	16.000000	0.000000	False	566.053057	501.628554	720.228586	LOW
11500-368	105.000000	RENT	UNKNOWN	RENT_CELL	244.630476	2.000000	32.000000	0.000000	False	561.062725	497.206190	713.879041	LOW
11500-369	72.000000	SALE	UNKNOWN	RENT_COMPLEX	375.721678	1.000000	17.000000	0.000000	False	601.023653	532.619023	764.724103	LOW
11500-369	84.000000	BOTH	UNKNOWN	RENT_CELL	375.721678	1.000000	17.000000	0.000000	False	604.140178	535.380845	768.689473	LOW
11500-377	57.000000	BOTH	HIGH	RENT_CELL	306.072174	1.000000	17.000000	0.000000	False	590.480474	523.275800	751.309284	LOW
11500-377	66.000000	RENT	HIGH	RENT_CELL	368.404230	1.000000	35.000000	0.000000	False	575.590538	510.080541	732.363785	LOW
11500-377	75.000000	RENT	HIGH	RENT_CELL	320.153932	3.000000	21.000000	0.000000	False	585.939437	519.251595	745.531408	LOW
11500-377	75.000000	RENT	LOW	RENT_CELL	320.153932	3.000000	21.000000	0.000000	False	561.330521	497.443507	714.219776	LOW
11500-377	75.000000	RENT	MID	RENT_CELL	320.153932	3.000000	21.000000	0.000000	False	573.819246	508.510845	730.110047	LOW
11500-386	75.000000	RENT	UNKNOWN	RENT_CELL	278.388904	2.000000	28.000000	0.000000	False	629.212498	557.599596	800.590726	LOW
11500-386	81.000000	RENT	UNKNOWN	RENT_CELL	323.873690	1.000000	17.000000	0.000000	False	591.933031	524.563037	753.157473	LOW
11500-4231	33.000000	RENT	HIGH	RENT_CELL	70.095442	61.000000	0.000000	0.000000	False	1011.887100	896.720646	1287.494178	MEDIUM
11500-4231	33.000000	RENT	LOW	RENT_CELL	70.095442	61.000000	0.000000	0.000000	False	1020.010105	903.919143	1297.829641	MEDIUM
11500-4231	33.000000	RENT	MID	RENT_CELL	70.095442	61.000000	0.000000	0.000000	False	1019.072519	903.088268	1296.636686	MEDIUM
11500-4231	39.000000	RENT	HIGH	RENT_CELL	67.427678	72.000000	2.000000	0.000000	False	1058.082431	937.658323	1346.271703	MEDIUM
11500-4231	39.000000	RENT	LOW	RENT_CELL	67.427678	72.000000	2.000000	0.000000	False	1059.037776	938.504936	1347.487255	MEDIUM
11500-4231	39.000000	RENT	MID	RENT_CELL	67.427678	72.000000	2.000000	0.000000	False	1061.259994	940.474236	1350.314737	MEDIUM
11500-4231	48.000000	RENT	HIGH	RENT_CELL	68.469377	22.000000	2.000000	0.000000	False	1031.313290	913.935873	1312.211468	MEDIUM
11500-4231	48.000000	RENT	LOW	RENT_CELL	68.469377	22.000000	2.000000	0.000000	False	1032.244465	914.761068	1313.396267	MEDIUM
11500-4231	48.000000	RENT	MID	RENT_CELL	68.469377	22.000000	2.000000	0.000000	False	1034.410462	916.680544	1316.152214	MEDIUM
11500-427	60.000000	RENT	UNKNOWN	RENT_CELL	289.868958	2.000000	8.000000	0.000000	False	505.343448	447.828521	642.983537	LOW
11500-431	57.000000	RENT	UNKNOWN	RENT_CELL	235.710444	2.000000	38.000000	0.000000	False	426.398962	377.868986	542.536989	LOW
11500-4419	66.000000	RENT	UNKNOWN	RENT_CELL	351.642789	1.000000	44.000000	0.000000	False	590.801962	523.560699	751.718335	LOW
11500-4419	72.000000	RENT	UNKNOWN	RENT_CELL	421.511991	1.000000	18.000000	0.000000	False	614.074158	544.184203	781.329165	LOW
11500-4419	84.000000	BOTH	UNKNOWN	RENT_CELL	343.917195	3.000000	33.000000	0.000000	False	601.922654	533.415706	765.867964	LOW
11500-463	84.000000	RENT	HIGH	RENT_CELL	373.330420	6.000000	1.000000	0.000000	False	619.485525	548.979684	788.214423	LOW
11500-47	60.000000	BOTH	HIGH	RENT_CELL	571.384970	5.000000	1.000000	0.000000	False	840.778088	745.086157	1069.780308	MEDIUM
11500-47	60.000000	BOTH	LOW	RENT_CELL	571.384970	5.000000	1.000000	0.000000	False	820.303801	726.942121	1043.729452	MEDIUM
11500-47	60.000000	BOTH	MID	RENT_CELL	571.384970	5.000000	1.000000	0.000000	False	848.367637	751.811913	1079.437018	MEDIUM
11500-47	84.000000	BOTH	HIGH	RENT_CELL	399.279119	9.000000	4.000000	0.000000	False	656.630431	581.896996	835.476464	MEDIUM
11500-47	84.000000	BOTH	LOW	RENT_CELL	399.279119	9.000000	4.000000	0.000000	False	637.024630	564.522601	810.530643	MEDIUM
11500-47	84.000000	BOTH	MID	RENT_CELL	399.279119	9.000000	4.000000	0.000000	False	660.289175	585.139326	840.131739	MEDIUM
11500-471	36.000000	BOTH	HIGH	RENT_CELL	297.935920	3.000000	24.000000	0.000000	False	453.274501	401.685725	576.732603	LOW
11500-471	45.000000	BOTH	HIGH	RENT_CELL	207.092124	1.000000	6.000000	0.000000	False	472.827355	419.013200	601.611056	LOW
11500-471	51.000000	RENT	HIGH	RENT_CELL	239.512581	1.000000	53.000000	0.000000	False	472.201465	418.458544	600.814692	LOW
11500-471	60.000000	RENT	MID	RENT_CELL	226.647181	1.000000	18.000000	0.000000	False	494.130198	437.891491	628.716142	LOW
11500-473	69.000000	RENT	HIGH	RENT_CELL	274.109215	1.000000	7.000000	0.000000	False	552.073326	489.239906	702.441205	LOW
11500-473	69.000000	RENT	MID	RENT_CELL	274.109215	1.000000	7.000000	0.000000	False	550.434871	487.787930	700.356485	LOW
11500-480	69.000000	RENT	HIGH	RENT_CELL	367.764474	3.000000	3.000000	0.000000	False	653.863661	579.445123	831.956112	LOW
11500-480	81.000000	RENT	LOW	RENT_CELL	390.272789	1.000000	7.000000	0.000000	False	646.417223	572.846190	822.481491	LOW
11500-480	84.000000	RENT	HIGH	RENT_CELL	338.788776	1.000000	22.000000	0.000000	False	617.601702	547.310265	785.817504	MEDIUM
11500-480	84.000000	RENT	LOW	RENT_CELL	338.788776	1.000000	22.000000	0.000000	False	606.390870	537.375378	771.553185	MEDIUM
11500-480	84.000000	RENT	MID	RENT_CELL	338.788776	1.000000	22.000000	0.000000	False	624.654912	553.560725	794.791793	MEDIUM
11500-485	60.000000	BOTH	UNKNOWN	RENT_CELL	210.836658	3.000000	22.000000	0.000000	False	437.587739	387.784329	556.773248	LOW
11500-487	39.000000	SALE	UNKNOWN	RENT_COMPLEX	285.389497	6.000000	0.000000	0.000000	False	421.163070	373.229010	535.875001	LOW
11500-487	42.000000	RENT	UNKNOWN	RENT_CELL	246.588523	1.000000	39.000000	0.000000	False	422.661223	374.556652	537.781205	LOW
11500-487	45.000000	RENT	UNKNOWN	RENT_CELL	287.334881	1.000000	22.000000	0.000000	False	428.195986	379.461485	544.823468	LOW
11500-487	60.000000	RENT	UNKNOWN	RENT_CELL	406.996300	1.000000	0.000000	0.000000	False	493.680153	437.492667	628.143519	LOW
11500-487	72.000000	BOTH	UNKNOWN	RENT_CELL	283.444113	3.000000	3.000000	0.000000	False	468.842152	415.481567	596.540406	LOW
11500-490	57.000000	RENT	UNKNOWN	RENT_CELL	287.346422	1.000000	13.000000	0.000000	False	400.878604	355.253191	510.065667	LOW
11500-491	57.000000	RENT	UNKNOWN	RENT_CELL	198.037688	1.000000	37.000000	0.000000	False	479.220051	424.678320	609.744926	LOW
11500-491	60.000000	RENT	UNKNOWN	RENT_CELL	220.321166	1.000000	23.000000	0.000000	False	499.722446	442.847265	635.831546	LOW
11500-491	63.000000	RENT	UNKNOWN	RENT_CELL	273.732215	1.000000	45.000000	0.000000	False	479.180536	424.643302	609.694649	LOW
11500-493	33.000000	RENT	HIGH	RENT_CELL	293.696334	2.000000	33.000000	0.000000	False	458.688298	406.483359	583.620953	LOW
11500-493	33.000000	RENT	MID	RENT_CELL	293.696334	2.000000	33.000000	0.000000	False	452.798306	401.263728	576.126708	LOW
11500-493	39.000000	RENT	MID	RENT_CELL	228.409456	2.000000	9.000000	0.000000	False	447.333392	396.420794	569.173317	LOW
11500-493	45.000000	RENT	MID	RENT_CELL	184.821178	1.000000	22.000000	0.000000	False	445.723300	394.993953	567.124685	LOW
11500-493	54.000000	RENT	HIGH	RENT_CELL	271.261094	2.000000	31.000000	0.000000	False	469.196521	415.795603	596.991294	LOW
11500-493	60.000000	BOTH	LOW	RENT_CELL	189.215574	1.000000	37.000000	0.000000	False	469.229581	415.824901	597.033359	LOW
11500-493	60.000000	BOTH	MID	RENT_CELL	189.215574	1.000000	37.000000	0.000000	False	481.736052	426.907966	612.946209	LOW
11500-5079	39.000000	RENT	HIGH	RENT_CELL	65.814673	65.000000	3.000000	0.000000	False	853.533782	756.390080	1086.010263	MEDIUM
11500-5079	39.000000	RENT	LOW	RENT_CELL	65.814673	65.000000	3.000000	0.000000	False	841.704225	745.906887	1070.958696	MEDIUM
11500-5079	39.000000	RENT	MID	RENT_CELL	65.814673	65.000000	3.000000	0.000000	False	852.302572	755.298998	1084.443709	MEDIUM
11500-5080	24.000000	RENT	HIGH	RENT_CELL	70.788067	89.000000	1.000000	0.000000	False	842.498712	746.610951	1071.969578	LOW
11500-5080	24.000000	RENT	LOW	RENT_CELL	70.788067	89.000000	1.000000	0.000000	False	842.258603	746.398169	1071.664070	LOW
11500-5080	24.000000	RENT	MID	RENT_CELL	70.788067	89.000000	1.000000	0.000000	False	855.156300	757.827934	1088.074705	LOW
11500-5080	39.000000	RENT	HIGH	RENT_CELL	73.425389	25.000000	1.000000	0.000000	False	833.344473	738.498588	1060.322004	MEDIUM
11500-5080	39.000000	RENT	LOW	RENT_CELL	73.425389	25.000000	1.000000	0.000000	False	829.304950	734.918817	1055.182239	MEDIUM
11500-5080	39.000000	RENT	MID	RENT_CELL	73.425389	25.000000	1.000000	0.000000	False	842.986589	747.043301	1072.590337	MEDIUM
11500-5110	93.000000	SALE	UNKNOWN	RENT_COMPLEX	213.890790	1.000000	28.000000	0.000000	False	564.780395	500.500738	718.609290	LOW
11500-5110	96.000000	RENT	UNKNOWN	RENT_CELL	213.890790	1.000000	28.000000	0.000000	False	561.327153	497.440523	714.215491	LOW
11500-5135	78.000000	SALE	UNKNOWN	RENT_COMPLEX	286.093567	2.000000	10.000000	0.000000	False	549.556276	487.009331	699.238587	LOW
11500-5135	84.000000	RENT	UNKNOWN	RENT_CELL	286.093567	2.000000	10.000000	0.000000	False	550.369091	487.729636	700.272788	LOW
11500-5136	81.000000	BOTH	UNKNOWN	RENT_CELL	257.001851	1.000000	50.000000	0.000000	False	546.144139	483.985541	694.897088	LOW
11500-5136	84.000000	RENT	UNKNOWN	RENT_CELL	329.707519	1.000000	37.000000	0.000000	False	540.105661	478.634323	687.213914	LOW
11500-5202	84.000000	BOTH	HIGH	RENT_CELL	338.647277	3.000000	33.000000	0.000000	False	671.572274	595.138256	854.488009	LOW
11500-5202	84.000000	BOTH	LOW	RENT_CELL	338.647277	3.000000	33.000000	0.000000	False	652.966854	578.650384	830.815042	LOW
11500-5202	84.000000	BOTH	MID	RENT_CELL	338.647277	3.000000	33.000000	0.000000	False	666.656529	590.781989	848.233365	LOW
11500-5220	63.000000	BOTH	LOW	RENT_CELL	260.068128	1.000000	57.000000	0.000000	False	514.248306	455.719885	654.313806	LOW
11500-5229	84.000000	RENT	MID	RENT_CELL	434.857998	4.000000	2.000000	0.000000	False	770.558825	682.858797	980.435467	LOW
11500-5250	60.000000	BOTH	UNKNOWN	RENT_CELL	184.761417	1.000000	9.000000	0.000000	False	464.878494	411.969026	591.497168	LOW
