osm_id	shop_type	name	lon	lat
4655146003	supermarket	동아원할인마트	127.1444256	37.4995261
4658579275	supermarket	코끼리마트	127.0838209	37.5029468
4689913945	supermarket	롯데슈퍼	127.0659561	37.5083767
4690152052	supermarket	GS25 편의점 문정시영점	127.1356398	37.4911546
4700492989	supermarket	롯데슈퍼마켓	127.1499041	37.4735063
4704557388	supermarket	예스마트	127.1332155	37.4375475
4714450494	supermarket	롯데마트	127.1253466	37.5030291
5082912681	supermarket	롯데마이슈퍼(LOTTE my supermarket)	127.0626966	37.4997999
5785433609	supermarket	롯데마트	127.1053253	37.5139796
5785433612	department_store	무인양품	127.1053952	37.5138594
5792179139	supermarket	홍마트	127.1078557	37.4735075
5793196996	supermarket	롯데슈퍼 MARKET999 자곡점	127.1038404	37.4744978
6348740585	department_store	현대시티몰 가든파이브점	127.1242637	37.4772749
6515126718	supermarket	유마트	127.1444242	37.4900969
6524105372	department_store	NC백화점	127.1258367	37.477496
6655147986	supermarket	롯데프리미엄아울렛	127.0844453	37.4838721
6655147987	supermarket		127.0794505	37.482743
7445026000	supermarket	세계로마트 잠실점	127.0855281	37.509479
7445026001	supermarket	세계로마트 잠실점	127.0858258	37.5095248
7476077060	supermarket	알파마트	127.0859586	37.5093088
7484188537	supermarket	이마트24 대웅제약점	127.065393	37.5143507
7529107334	department_store	롯데에비뉴엘 월드타워점	127.1015293	37.5129378
7539994376	supermarket	해성마트	127.0843157	37.5056981
8356551605	supermarket	E-Mart	127.0798605	37.4939805
8357407054	supermarket	노브랜드	127.0625231	37.4945114
8479332666	supermarket	두꺼비 왕 식자재마트	127.132876	37.4765329
8479544996	supermarket	E-Mart	127.148402	37.4796282
8506179495	supermarket	우리생협 위례본점	127.1366057	37.4662451
