aptSeq	apt_name	umd_name	jibun	build_year	n_trades	name_key	osm_id	name	osm_build_year	osm_n_dong
11680-474	대우유로카운티	청담동	50-5	2004.0	5	대우유로카운티				
11680-4756	라테라스청담	청담동	76-12	2018.0	1	라테라스청담				
11680-476	대우로얄카운티2	청담동	116-5	2002.0	1	대우로얄카운티2				
11680-4763	이지마루역삼	역삼동	678-27	2018.0	2	이지마루역삼				
11680-4780	래미안 개포 루체하임	일원동	741	2018.0	21	래미안개포루체하임				
11680-481	한보미도맨션2	대치동	511	1985.0	13	한보미도맨션2	548803573.0		1985.0	11.0
11680-485	진흥아마란스	신사동	626-1	2005.0	1	진흥아마란스				
11680-4863	강남웅진베어스빌	역삼동	838-10	2019.0	1	강남웅진베어스빌				
11680-4871	BRUNNEN청담	청담동	114-9	2019.0	1	brunnen청담				
11680-490	역삼예명	역삼동	664-5	2001.0	1	역삼예명				
11680-4909	PH129	청담동	129	2020.0	1	ph129				
11680-4911	논현아이파크	논현동	225-6	2020.0	3	논현아이파크				
11680-4914	에비뉴나인티	청담동	90-13	2020.0	2	에비뉴나인티				
11680-493	역삼우정에쉐르2	역삼동	707-18	2004.0	3	역삼우정에쉐르2				
11680-494	우정에쉐르멤버스	역삼동	708-31	2004.0	1	우정에쉐르멤버스				
11680-4957	시티프라디움더강남201동	역삼동	901	2021.0	3	시티프라디움더강남201동				
11680-4958	시티프라디움더강남101동	역삼동	900	2021.0	5	시티프라디움더강남101동				
11680-496	브라운스톤역삼	역삼동	747-5	2004.0	4	브라운스톤역삼				
11680-498	상지리츠빌(2호라인)	역삼동	761	2004.0	1	상지리츠빌2호라인	976267586.0			
11680-4994	펜트힐루논현	논현동	211-21	2021.0	5	펜트힐루논현				
11680-500	경일역삼	역삼동	775-14	2002.0	1	경일역삼				
11680-5015	개포더샵트리에	개포동	651-1	2021.0	9	개포더샵트리에	362626347.0		2021.0	2.0
11680-5027	한양립스	삼성동	142-16	2022.0	1	한양립스				
11680-503	강남역우정에쉐르	역삼동	823-7	2004.0	1	강남역우정에쉐르				
11680-504	역삼동우정에쉐르1	역삼동	826-29	2004.0	5	역삼동우정에쉐르1				
11680-505	개포자이	개포동	12-2	2004.0	4	개포자이				
11680-5056	강남센트럴아이파크	역삼동	902	2022.0	22	강남센트럴아이파크	475032127.0		2018.0	4.0
11680-5083	대치더클래스	대치동	1031	2022.0	3	대치더클래스				
11680-509	대우멤버스카운티201	삼성동	33-20	2004.0	1	대우멤버스카운티201				
11680-5100	개포자이르네	개포동	1283	2022.0	5	개포자이르네				
11680-5114	펜트힐캐스케이드	논현동	106	2023.0	2	펜트힐캐스케이드				
11680-513	삼성리치빌1	삼성동	52-9	2003.0	1	삼성리치빌1				
11680-519	삼성동대성유니드	삼성동	129	2004.0	1	삼성동대성유니드				
11680-522	LG선릉에클라트(B)	삼성동	142-3	2004.0	12	lg선릉에클라트b				
11680-525	미켈란147	삼성동	147-2	2004.0	5	미켈란147				
11680-526	아름빌(889-74)	대치동	889-74	2003.0	2	아름빌88974				
11680-5268	디에이치퍼스티어아이파크	개포동	660-4	2023.0	3	디에이치퍼스티어아이파크				
11680-527	대치동우정에쉐르2(890-42)	대치동	890-42	2004.0	2	대치동우정에쉐르289042				
11680-528	선릉역대우아이빌(890-49)	대치동	890-49	2004.0	3	선릉역대우아이빌89049				
11680-529	테헤란로대우아이빌(891-6)	대치동	891-6	2004.0	10	테헤란로대우아이빌8916				
11680-5291	도곡월드메르디앙아파트	도곡동	973	2023.0	2	도곡월드메르디앙	1043288113.0		2002.0	2.0
11680-530	대우아이빌명문가(891-23)	대치동	891-23	2004.0	7	대우아이빌명문가89123				
11680-531	대우아이빌멤버스(891-26)	대치동	891-26	2003.0	8	대우아이빌멤버스89126				
11680-532	포스코더샵	대치동	902	2004.0	5	포스코더샵	473504133.0		2004.0	4.0
11680-534	동민맥스빌B동	대치동	938-13	2004.0	1	동민맥스빌b동				
11680-549	압구정하이츠파크	신사동	632	2004.0	2	압구정하이츠파크				
11680-551	마일스디오빌	논현동	58-2	2004.0	9	마일스디오빌				
11680-553	케이씨빌	논현동	104-23	2004.0	1	케이씨빌				
11680-556	제이빌	논현동	108-2	2004.0	1	제이빌				
11680-558	두산위브1단지	논현동	252-1	2004.0	3	두산위브1단지	804841182.0		2004.0	2.0
11680-559	두산위브2단지	논현동	258	2004.0	4	두산위브2단지	804841179.0		2004.0	2.0
11680-560	대우디오빌	도곡동	952	2004.0	8	대우디오빌				
11680-566	아카데미스위트1	도곡동	467-7	2004.0	14	아카데미스위트1				
11680-567	현대아이리스1	도곡동	944-5	2004.0	2	현대아이리스1				
11680-568	뉴현대	신사동	550-5	2004.0	1	뉴현대				
11680-574	청담대우멤버스카운티9차	청담동	110-7	2004.0	1	청담대우멤버스카운티9차				
11680-576	청담대우멤버스카운티12차	청담동	110-11	2004.0	1	청담대우멤버스카운티12차				
11680-581	리치타운	개포동	1204-5	2004.0	1	리치타운				
11680-582	힐타워	논현동	53-1	2001.0	1	힐타워				
11680-584	토미	신사동	593-32	2004.0	1	토미				
11680-592	우성아파트	청담동	11-25	2005.0	3	우성				
11680-594	역삼엔스위트102동	역삼동	656-31	2005.0	1	역삼엔스위트102동				
11680-598	삼성월드타워	삼성동	3-1	1997.0	1	삼성월드타워				
11680-599	우림루미아트	삼성동	75-3	2005.0	1	우림루미아트				
11680-61	청담힐(에이동)진도(비동)	청담동	113	1997.0	1	청담힐에이동진도비동				
11680-62	진흥아파트	청담동	65	1984.0	8	진흥				
11680-65	청담건영	청담동	108	1994.0	7	청담건영				
11680-663	에벤에셀빌라트	역삼동	685-19	2001.0	1	에벤에셀빌라트				
11680-664	우림루미아트2	역삼동	706-10	2003.0	3	우림루미아트2				
11680-665	우림루미아트1	역삼동	706-11	2003.0	1	우림루미아트1				
11680-666	진넥스빌2	역삼동	706-24	2003.0	3	진넥스빌2				
11680-6668	역삼센트럴아파트	역삼동	905	2025.0	5	역삼센트럴				
11680-668	대우디오빌플러스	역삼동	824-25	2004.0	8	대우디오빌플러스				
11680-67	청담로얄카운티	청담동	117-3	1999.0	1	청담로얄카운티				
11680-670	새롬(1164-12)	개포동	1164-12	2000.0	2	새롬116412				
11680-671	새롬(1164-13)	개포동	1164-13	2000.0	3	새롬116413				
11680-672	새롬(1164-14)	개포동	1164-14	2000.0	1	새롬116414				
11680-674	포이현대빌라트	개포동	1165	1997.0	1	포이현대빌라트				
11680-682	대치한신휴플러스	대치동	907-2	2005.0	3	대치한신휴플러스				
11680-685	동양	대치동	920-32	1999.0	1	동양				
11680-687	청원	대치동	934-1	2005.0	1	청원				
11680-689	대치하나빌	대치동	1015-6	2003.0	2	대치하나빌				
11680-699	논현동한화꿈에그린	논현동	205-2	2005.0	6	논현동한화꿈에그린				
11680-705	그랜빌캐슬	도곡동	190-3	2003.0	4	그랜빌캐슬				
11680-708	대명비발디	도곡동	944-6	2003.0	2	대명비발디				
11680-713	하야트빌	신사동	551-5	2005.0	1	하야트빌				
11680-717	논현동프라임	논현동	192-3	2004.0	1	논현동프라임				
11680-84	현대빌라(43-1)	청담동	43-1	1992.0	1	현대빌라431				
11680-9	신성아파트101동	신사동	622	1996.0	4	신성101동				
11680-97	청담매스터빌	청담동	141-1	1994.0	2	청담매스터빌				
11680-98	청담대림이-편한세상	청담동	30-33	2002.0	13	청담대림이편한세상				
11680-99	이니그마빌2	청담동	90-10	2002.0	1	이니그마빌2				
