apt_seq	area_type	floor_band	n_trades_24m	last_deal_ym	last_price_manwon	last_price_per_m2	mean_price_per_m2_24m	price_source
11410-4769	84.0	MID	29	202607.0	154500.0	1818.2288920689914	1530.7439468838254	CELL_LAST
11410-4769	117.0	HIGH	1	202503.0	150000.0	1272.5765688111844	1272.5765688111844	CELL_LAST
11410-4769	117.0	LOW	0				1613.260401768567	COMPLEX_MEAN
11410-4769	117.0	MID	1	202506.0	143700.0	1227.2359264990725	1227.2359264990725	CELL_LAST
11410-48	84.0	HIGH	2	202606.0	120000.0	1423.8253440911249	1352.6340768865684	CELL_LAST
11410-48	84.0	LOW	2	202504.0	90000.0	1067.8690080683436	1067.8690080683436	CELL_LAST
11410-48	84.0	MID	3	202601.0	110000.0	1305.173232083531	1232.0044296788483	CELL_LAST
11410-48	114.0	HIGH	0				1163.8098854729246	COMPLEX_MEAN
11410-48	114.0	LOW	2	202510.0	113000.0	989.7521240255759	988.9646450373159	CELL_LAST
11410-48	114.0	MID	1	202512.0	127500.0	1123.1501057082453	1123.1501057082453	CELL_LAST
11410-4813	51.0	HIGH	0				1202.950564394146	COMPLEX_MEAN
11410-4813	51.0	LOW	0				1202.950564394146	COMPLEX_MEAN
11410-4813	51.0	MID	1	202509.0	68400.0	1357.142857142857	1357.142857142857	CELL_LAST
11410-4813	60.0	HIGH	3	202605.0	85000.0	1424.2627345844503	1340.0316628217313	CELL_LAST
11410-4813	60.0	LOW	13	202607.0	89000.0	1494.793416190796	1306.2538879451608	CELL_LAST
11410-4813	60.0	MID	11	202607.0	88000.0	1468.3797764058068	1298.9175728118703	CELL_LAST
11410-4813	84.0	HIGH	6	202603.0	101000.0	1188.5149446928688	1089.291875248349	CELL_LAST
11410-4813	84.0	LOW	10	202604.0	98000.0	1155.933003066761	1094.6348034242747	CELL_LAST
11410-4813	84.0	MID	15	202607.0	107800.0	1268.5337726523887	1138.905540277363	CELL_LAST
11410-4813	117.0	HIGH	0				1202.950564394146	COMPLEX_MEAN
11410-4813	117.0	LOW	1	202505.0	114300.0	964.7197839297771	964.7197839297771	CELL_LAST
11410-4813	117.0	MID	0				1202.950564394146	COMPLEX_MEAN
11410-4818	60.0	HIGH	8	202602.0	130000.0	2174.2766348887776	1910.8800306234757	CELL_LAST
11410-4818	60.0	LOW	32	202605.0	131000.0	2191.001839772537	1904.8333413559947	CELL_LAST
11410-4818	60.0	MID	13	202602.0	128000.0	2140.8262251212577	1970.3919084838667	CELL_LAST
11410-4818	72.0	HIGH	6	202602.0	130000.0	1784.6111606836434	1744.5091473389848	CELL_LAST
11410-4818	72.0	LOW	9	202608.0	145500.0	1993.9974509723309	1706.3537467795957	CELL_LAST
11410-4818	72.0	MID	5	202608.0	144500.0	1983.663943990665	1740.883966513391	CELL_LAST
11410-4818	84.0	HIGH	4	202604.0	153000.0	1800.4660029654735	1647.485231471675	CELL_LAST
11410-4818	84.0	LOW	18	202605.0	139000.0	1635.717479818306	1524.3644340308094	CELL_LAST
11410-4818	84.0	MID	12	202607.0	152800.0	1798.1124526347996	1549.768320138959	CELL_LAST
11410-4824	60.0	HIGH	4	202605.0	135000.0	2250.750250083361	1933.9779926642213	CELL_LAST
11410-4824	60.0	LOW	9	202606.0	133500.0	2225.741913971324	2006.224296987885	CELL_LAST
11410-4824	60.0	MID	10	202604.0	130000.0	2167.3891297099035	1954.8182727575859	CELL_LAST
11410-4824	84.0	HIGH	6	202605.0	157000.0	1850.7603442178474	1703.0406992243904	CELL_LAST
11410-4824	84.0	LOW	19	202605.0	153000.0	1801.0594467333726	1556.6740332939232	CELL_LAST
11410-4824	84.0	MID	17	202606.0	144000.0	1695.1147733961152	1620.354908888674	CELL_LAST
11410-4824	114.0	HIGH	0				1733.55688692557	COMPLEX_MEAN
11410-4824	114.0	LOW	0				1733.55688692557	COMPLEX_MEAN
11410-4824	114.0	MID	0				1733.55688692557	COMPLEX_MEAN
11410-4846	39.0	HIGH	0				2282.2563261318196	COMPLEX_MEAN
11410-4846	39.0	LOW	0				2282.2563261318196	COMPLEX_MEAN
11410-4846	39.0	MID	2	202512.0	109000.0	2870.7629908609656	2857.594353288209	CELL_LAST
11410-4846	42.0	HIGH	0				2282.2563261318196	COMPLEX_MEAN
11410-4846	42.0	LOW	0				2282.2563261318196	COMPLEX_MEAN
11410-4846	42.0	MID	1	202510.0	114000.0	2709.511812520797	2709.511812520797	CELL_LAST
11410-4846	54.0	HIGH	3	202510.0	150000.0	2838.4952947209663	2327.5661416711923	CELL_LAST
11410-4846	54.0	LOW	2	202509.0	140000.0	2649.262275072902	2355.951094618402	CELL_LAST
11410-4846	54.0	MID	3	202605.0	149000.0	2819.57199275616	2583.0307181960793	CELL_LAST
11410-4846	57.0	HIGH	2	202603.0	145500.0	2599.5790647232657	2684.445047935881	CELL_LAST
11410-4846	57.0	LOW	3	202606.0	170000.0	3037.308872872544	2543.001742581522	CELL_LAST
11410-4846	57.0	MID	5	202603.0	170000.0	3037.308872872544	2397.687357291149	CELL_LAST
11410-4846	60.0	HIGH	11	202607.0	184000.0	3074.8457563786337	2634.5837503516927	CELL_LAST
11410-4846	60.0	LOW	6	202607.0	181000.0	3024.7124016550692	2350.6972992604774	CELL_LAST
11410-4846	60.0	MID	19	202605.0	179000.0	2991.2901651726925	2386.4356380955796	CELL_LAST
11410-4846	84.0	HIGH	9	202607.0	197000.0	2318.424412891381	2070.3636108085616	CELL_LAST
11410-4846	84.0	LOW	12	202602.0	200000.0	2355.285378152844	2033.0528280409364	CELL_LAST
11410-4846	84.0	MID	16	202605.0	181000.0	2130.522142716734	2010.0916189870022	CELL_LAST
11410-4846	120.0	HIGH	0				2282.2563261318196	COMPLEX_MEAN
11410-4846	120.0	LOW	2	202604.0	211500.0	1763.1170909818436	1660.9980159722568	CELL_LAST
11410-4846	120.0	MID	1	202503.0	190000.0	1583.8876940262426	1583.8876940262426	CELL_LAST
11410-4847	15.0	HIGH	0				1521.0233029381966	COMPLEX_MEAN
11410-4847	15.0	LOW	3	202604.0	23900.0	1513.4245187436677	1536.6430260047282	CELL_LAST
11410-4847	15.0	MID	2	202505.0	25000.0	1583.080040526849	1497.5937183383992	CELL_LAST
11410-4856	57.0	UNKNOWN	2	202509.0	72500.0	1273.8047758015746	1269.41234554019	CELL_LAST
11410-4856	60.0	UNKNOWN	34	202608.0	86800.0	1452.717233946052	1275.5085716322205	CELL_LAST
11410-4894	39.0	HIGH	5	202607.0	97500.0	2475.8760792280345	2134.078212290503	CELL_LAST
11410-4894	39.0	LOW	0				1815.825643133371	COMPLEX_MEAN
11410-4894	39.0	MID	0				1815.825643133371	COMPLEX_MEAN
11410-4894	48.0	HIGH	7	202606.0	115000.0	2385.3972204936736	2044.626188994577	CELL_LAST
11410-4894	48.0	LOW	0				1815.825643133371	COMPLEX_MEAN
11410-4894	48.0	MID	0				1815.825643133371	COMPLEX_MEAN
11410-4894	60.0	HIGH	6	202604.0	143000.0	2384.9232821881255	1966.2767714269182	CELL_LAST
11410-4894	60.0	LOW	20	202607.0	131000.0	2183.69728288048	1928.3075262996924	CELL_LAST
11410-4894	60.0	MID	19	202605.0	140000.0	2333.7222870478413	2017.6663645831482	CELL_LAST
11410-4894	84.0	HIGH	20	202607.0	169500.0	1995.2913478516773	1706.8275456150677	CELL_LAST
11410-4894	84.0	LOW	21	202608.0	169000.0	1989.4055326662742	1664.9009221110457	CELL_LAST
11410-4894	84.0	MID	27	202608.0	169000.0	1989.4055326662742	1688.2390092033354	CELL_LAST
11410-4894	114.0	HIGH	1	202601.0	176000.0	1531.1004784688994	1531.1004784688994	CELL_LAST
11410-4894	114.0	LOW	2	202604.0	167100.0	1453.675511091779	1464.1148325358852	CELL_LAST
11410-4894	114.0	MID	1	202510.0	163000.0	1418.0078294910832	1418.0078294910832	CELL_LAST
11410-49	60.0	HIGH	12	202608.0	85000.0	1418.0847514180848	1162.6904682460238	CELL_LAST
11410-49	60.0	LOW	17	202608.0	88500.0	1476.4764764764766	1107.9707158138533	CELL_LAST
11410-49	60.0	MID	24	202606.0	80000.0	1334.6680013346681	1127.6206762317875	CELL_LAST
11410-49	84.0	HIGH	15	202607.0	97500.0	1147.1937875044123	965.6037965250814	CELL_LAST
11410-49	84.0	LOW	14	202605.0	90000.0	1058.9481115425344	941.707427764611	CELL_LAST
11410-49	84.0	MID	17	202607.0	97500.0	1147.1937875044123	941.0795733754145	CELL_LAST
11410-4902	39.0	UNKNOWN	0				964.7233547547831	COMPLEX_MEAN
11410-4902	57.0	UNKNOWN	0				964.7233547547831	COMPLEX_MEAN
11410-4902	66.0	UNKNOWN	1	202504.0	69000.0	1026.0223048327136	1026.0223048327136	CELL_LAST
11410-4902	69.0	UNKNOWN	4	202507.0	67500.0	969.1313711414214	972.7207465900933	CELL_LAST
11410-4902	81.0	UNKNOWN	0				964.7233547547831	COMPLEX_MEAN
11410-4902	84.0	UNKNOWN	2	202512.0	78000.0	918.0790960451978	918.0790960451978	CELL_LAST
11410-4920	15.0	HIGH	0				1701.7490987945177	COMPLEX_MEAN
11410-4920	15.0	LOW	0				1701.7490987945177	COMPLEX_MEAN
11410-4920	15.0	MID	0				1701.7490987945177	COMPLEX_MEAN
11410-4920	60.0	HIGH	7	202605.0	130000.0	2172.841156954345	1956.5869442620733	CELL_LAST
11410-4920	60.0	LOW	5	202606.0	128000.0	2139.4128314627396	1813.4951965300356	CELL_LAST
11410-4920	60.0	MID	6	202606.0	134000.0	2234.182322615927	2041.9207153780644	CELL_LAST
11410-4920	75.0	HIGH	3	202601.0	133000.0	1789.0050172847477	1672.42824924113	CELL_LAST
11410-4920	75.0	LOW	1	202605.0	137000.0	1842.809679458725	1842.809679458725	CELL_LAST
11410-4920	75.0	MID	3	202512.0	128000.0	1721.7491895672758	1638.800335382394	CELL_LAST
11410-4920	84.0	HIGH	14	202607.0	150000.0	1764.9114426268472	1578.7553071307298	CELL_LAST
11410-4920	84.0	LOW	5	202603.0	140000.0	1647.2506797850574	1410.5172249473762	CELL_LAST
11410-4920	84.0	MID	7	202606.0	142000.0	1670.7828323534154	1548.919899410133	CELL_LAST
11410-4932	48.0	HIGH	3	202512.0	112000.0	2262.626262626263	1845.117845117845	CELL_LAST
11410-4932	48.0	LOW	4	202601.0	112000.0	2262.626262626263	2000.0	CELL_LAST
11410-4932	48.0	MID	6	202604.0	125000.0	2525.252525252525	2136.3636363636365	CELL_LAST
11410-4932	54.0	HIGH	2	202511.0	118000.0	2135.7466063348415	2036.1990950226245	CELL_LAST
11410-4932	54.0	LOW	10	202607.0	137000.0	2479.6380090497737	2023.5294117647059	CELL_LAST
11410-4932	54.0	MID	6	202608.0	144000.0	2606.334841628959	2263.95173453997	CELL_LAST
11410-4932	60.0	HIGH	19	202608.0	165000.0	2752.7527527527527	2266.009772313043	CELL_LAST
11410-4932	60.0	LOW	16	202604.0	149000.0	2485.8191524858194	2147.276034231408	CELL_LAST
11410-4932	60.0	MID	15	202607.0	162000.0	2702.702702702703	2298.3130958011475	CELL_LAST
11410-4932	75.0	HIGH	3	202608.0	175000.0	2318.1878394489336	2172.473175255001	CELL_LAST
11410-4932	75.0	LOW	5	202608.0	170000.0	2260.6382978723404	2043.4621465996624	CELL_LAST
11410-4932	75.0	MID	7	202605.0	169500.0	2245.3305073519673	2050.2443810871305	CELL_LAST
11410-4932	84.0	HIGH	2	202602.0	185000.0	2177.751618599176	2086.1692901186043	CELL_LAST
11410-4932	84.0	LOW	6	202607.0	187500.0	2207.180694526192	1718.5416753531733	CELL_LAST
11410-4932	84.0	MID	4	202601.0	179000.0	2107.121836374338	1700.8655292780172	CELL_LAST
11410-4942	15.0	HIGH	0				1584.6151762913285	COMPLEX_MEAN
11410-4942	15.0	LOW	0				1584.6151762913285	COMPLEX_MEAN
11410-4942	15.0	MID	1	202608.0	24000.0	1637.1077762619373	1637.1077762619373	CELL_LAST
11410-4942	21.0	HIGH	2	202412.0	32678.0	1648.7386478304743	1640.5146316851665	CELL_LAST
11410-4942	21.0	LOW	3	202412.0	32352.0	1632.2906155398587	1617.6925664312141	CELL_LAST
11410-4942	21.0	MID	5	202412.0	32678.0	1648.7386478304743	1636.6902119071644	CELL_LAST
11410-4942	30.0	HIGH	2	202412.0	47608.0	1594.3737441393168	1586.1018084393838	CELL_LAST
11410-4942	30.0	LOW	10	202412.0	46942.0	1572.0696584058942	1547.7561955793703	CELL_LAST
11410-4942	30.0	MID	12	202412.0	47607.0	1594.3402545210986	1571.4249832551911	CELL_LAST
11410-4947	60.0	HIGH	7	202607.0	104000.0	1737.9679144385025	1637.8257704906507	CELL_LAST
11410-4947	60.0	LOW	7	202607.0	100000.0	1671.1229946524063	1476.3177998472115	CELL_LAST
11410-4947	60.0	MID	17	202608.0	101500.0	1696.1898395721923	1605.3125741151887	CELL_LAST
11410-4947	72.0	HIGH	8	202607.0	113200.0	1555.1586756422585	1446.7103821768305	CELL_LAST
11410-4947	72.0	LOW	7	202607.0	106000.0	1452.6517747019323	1386.5496152582161	CELL_LAST
11410-4947	72.0	MID	13	202608.0	108000.0	1483.7202912487978	1469.4573705871542	CELL_LAST
11410-4947	84.0	HIGH	3	202605.0	118500.0	1401.8691588785045	1141.606530225955	CELL_LAST
11410-4947	84.0	LOW	2	202605.0	124600.0	1474.032887732166	1393.5880752395599	CELL_LAST
11410-4947	84.0	MID	1	202410.0	111750.0	1322.0158523601087	1322.0158523601087	CELL_LAST
11410-4982	39.0	HIGH	0				1686.2597712719173	COMPLEX_MEAN
11410-4982	39.0	LOW	0				1686.2597712719173	COMPLEX_MEAN
11410-4982	39.0	MID	3	202605.0	89500.0	2238.4513418202737	1842.4497077924786	CELL_LAST
11410-4982	60.0	HIGH	10	202605.0	119500.0	1992.1314973493816	1735.914153557424	CELL_LAST
11410-4982	60.0	LOW	15	202608.0	119000.0	1983.630877965028	1704.7314114495305	CELL_LAST
11410-4982	60.0	MID	16	202608.0	127000.0	2116.9842142988114	1729.7650820452284	CELL_LAST
11410-4982	84.0	HIGH	2	202601.0	135000.0	1588.3474127585478	1491.2817375344143	CELL_LAST
11410-4982	84.0	LOW	3	202601.0	130000.0	1529.5197308045274	1458.926512459703	CELL_LAST
11410-4982	84.0	MID	6	202603.0	145000.0	1706.0027766665883	1541.8735440148719	CELL_LAST
11410-5	84.0	UNKNOWN	6	202606.0	83000.0	985.2801519468187	873.89205444761	CELL_LAST
11410-5006	15.0	HIGH	6	202412.0	24960.0	1516.4034021871203	1516.4034021871203	CELL_LAST
11410-5006	15.0	LOW	0				1473.5055619848026	COMPLEX_MEAN
11410-5006	15.0	MID	1	202412.0	24960.0	1516.4034021871203	1516.4034021871203	CELL_LAST
11410-5006	18.0	HIGH	21	202412.0	25536.0	1517.2905525846704	1527.0162820423	CELL_LAST
11410-5006	18.0	LOW	0				1473.5055619848026	COMPLEX_MEAN
11410-5006	18.0	MID	9	202412.0	25536.0	1517.2905525846704	1527.0162820423002	CELL_LAST
11410-5006	21.0	HIGH	14	202412.0	29326.0	1409.9038461538462	1409.9038461538462	CELL_LAST
11410-5006	21.0	LOW	0				1473.5055619848026	COMPLEX_MEAN
11410-5006	21.0	MID	6	202412.0	29326.0	1409.9038461538462	1409.9038461538464	CELL_LAST
11410-5006	24.0	HIGH	6	202412.0	32044.0	1382.9952524816572	1382.9952524816572	CELL_LAST
11410-5006	24.0	LOW	0				1473.5055619848026	COMPLEX_MEAN
11410-5006	24.0	MID	1	202412.0	32044.0	1382.9952524816572	1382.9952524816572	CELL_LAST
11410-5010	75.0	UNKNOWN	2	202508.0	54500.0	737.2636021752659	687.6843159005439	CELL_LAST
11410-5010	81.0	UNKNOWN	6	202604.0	51328.0	638.328566098744	617.7745607966809	CELL_LAST
11410-5010	84.0	UNKNOWN	16	202608.0	52145.0	615.0262428495607	634.9695542403039	CELL_LAST
11410-5018	84.0	UNKNOWN	4	202512.0	107000.0	1259.2679769330352	1209.250323643639	CELL_LAST
11410-5029	84.0	UNKNOWN	1	202603.0	60000.0	709.9919534245279	709.9919534245279	CELL_LAST
11410-5029	99.0	UNKNOWN	1	202511.0	74500.0	757.4371174688383	757.4371174688383	CELL_LAST
11410-5031	84.0	UNKNOWN	4	202509.0	59900.0	711.7480008079943	780.3353249858799	CELL_LAST
11410-5032	84.0	UNKNOWN	1	202602.0	71000.0	843.6412029610617	843.6412029610617	CELL_LAST
11410-5034	84.0	UNKNOWN	1	202506.0	67000.0	792.8243479907228	792.8243479907228	CELL_LAST
11410-5035	84.0	UNKNOWN	1	202412.0	51000.0	605.9957936762556	605.9957936762556	CELL_LAST
11410-5036	72.0	UNKNOWN	0				861.4646086574222	COMPLEX_MEAN
11410-5036	84.0	UNKNOWN	1	202605.0	72500.0	861.4646086574222	861.4646086574222	CELL_LAST
11410-52	45.0	UNKNOWN	0				795.7674854178188	COMPLEX_MEAN
11410-52	48.0	UNKNOWN	0				795.7674854178188	COMPLEX_MEAN
11410-52	51.0	UNKNOWN	1	202409.0	38000.0	763.3587786259542	763.3587786259542	CELL_LAST
11410-52	54.0	UNKNOWN	1	202606.0	45500.0	828.1761922096833	828.1761922096833	CELL_LAST
11410-52	63.0	UNKNOWN	0				795.7674854178188	COMPLEX_MEAN
11410-52	66.0	UNKNOWN	0				795.7674854178188	COMPLEX_MEAN
11410-53	42.0	HIGH	5	202606.0	49500.0	1192.7710843373493	1154.2168674698794	CELL_LAST
11410-53	42.0	LOW	0				1010.4205928471216	COMPLEX_MEAN
11410-53	42.0	MID	5	202607.0	49500.0	1192.7710843373493	1111.8072289156626	CELL_LAST
11410-53	54.0	HIGH	4	202608.0	68500.0	1237.5790424570912	1146.7931345980126	CELL_LAST
11410-53	54.0	LOW	2	202608.0	58000.0	1047.877145438121	998.193315266486	CELL_LAST
11410-53	54.0	MID	5	202606.0	64000.0	1156.2782294489612	1003.7940379403793	CELL_LAST
11410-53	84.0	HIGH	1	202510.0	73000.0	860.1390361729703	860.1390361729703	CELL_LAST
11410-53	84.0	LOW	1	202506.0	65000.0	765.8772239896311	765.8772239896311	CELL_LAST
11410-53	84.0	MID	1	202602.0	75000.0	883.7044892188052	883.7044892188052	CELL_LAST
11410-53	114.0	HIGH	1	202604.0	83000.0	725.0174703004891	725.0174703004891	CELL_LAST
11410-53	114.0	LOW	2	202604.0	77700.0	678.7211740041929	704.0531097134871	CELL_LAST
11410-53	114.0	MID	1	202511.0	82000.0	716.282320055905	716.282320055905	CELL_LAST
11410-54	54.0	UNKNOWN	3	202512.0	62000.0	1172.2442805823407	1099.7668116216046	CELL_LAST
11410-54	57.0	UNKNOWN	1	202605.0	71000.0	1225.828729281768	1225.828729281768	CELL_LAST
11410-54	72.0	UNKNOWN	1	202503.0	32000.0	439.9835006187268	439.9835006187268	CELL_LAST
11410-54	75.0	UNKNOWN	2	202601.0	72000.0	946.994607391819	815.4675785873997	CELL_LAST
11410-54	93.0	UNKNOWN	0				942.292545991444	COMPLEX_MEAN
11410-55	60.0	HIGH	4	202607.0	57700.0	981.793432023141	951.5909477624638	CELL_LAST
11410-55	60.0	LOW	9	202608.0	55000.0	935.8516249787306	922.0501767719735	CELL_LAST
11410-55	60.0	MID	10	202607.0	59000.0	1003.9135613408201	945.7206057512336	CELL_LAST
11410-55	72.0	HIGH	4	202607.0	63000.0	870.8874758086812	815.5930329001935	CELL_LAST
11410-55	72.0	LOW	4	202604.0	60000.0	829.4166436273155	782.761957423279	CELL_LAST
11410-55	72.0	MID	3	202606.0	62500.0	863.9756704451203	850.1520597179983	CELL_LAST
11410-55	81.0	HIGH	4	202605.0	64500.0	783.2422586520947	695.2034001214329	CELL_LAST
11410-55	81.0	LOW	9	202605.0	56000.0	680.0242865816637	724.1449099372597	CELL_LAST
11410-55	81.0	MID	6	202605.0	60000.0	728.5974499089253	727.3831208257438	CELL_LAST
11410-55	102.0	HIGH	0				810.5998348703266	COMPLEX_MEAN
11410-55	102.0	LOW	1	202502.0	71000.0	688.5850063039472	688.5850063039472	CELL_LAST
11410-55	102.0	MID	6	202608.0	76000.0	737.0769081563379	684.5440144829148	CELL_LAST
11410-55	111.0	HIGH	0				810.5998348703266	COMPLEX_MEAN
11410-55	111.0	LOW	1	202604.0	75000.0	668.8068485821295	668.8068485821295	CELL_LAST
11410-55	111.0	MID	1	202606.0	70000.0	624.2197253433209	624.2197253433209	CELL_LAST
11410-56	36.0	HIGH	0				976.5130970246133	COMPLEX_MEAN
11410-56	36.0	LOW	1	202605.0	42000.0	1131.770412287793	1131.770412287793	CELL_LAST
11410-56	36.0	MID	0				976.5130970246133	COMPLEX_MEAN
11410-56	45.0	HIGH	0				976.5130970246133	COMPLEX_MEAN
11410-56	45.0	LOW	2	202602.0	48500.0	1097.2850678733032	1051.8447297280513	CELL_LAST
11410-56	45.0	MID	2	202608.0	50000.0	1078.515962036238	1096.8507333908542	CELL_LAST
11410-56	48.0	HIGH	0				976.5130970246133	COMPLEX_MEAN
11410-56	48.0	LOW	0				976.5130970246133	COMPLEX_MEAN
11410-56	48.0	MID	0				976.5130970246133	COMPLEX_MEAN
11410-56	54.0	HIGH	1	202605.0	51000.0	966.4582148948266	966.4582148948266	CELL_LAST
11410-56	54.0	LOW	0				976.5130970246133	COMPLEX_MEAN
11410-56	54.0	MID	0				976.5130970246133	COMPLEX_MEAN
11410-56	60.0	HIGH	1	202605.0	59950.0	987.6441515650741	987.6441515650741	CELL_LAST
11410-56	60.0	LOW	1	202606.0	55000.0	924.5251302739956	924.5251302739956	CELL_LAST
11410-56	60.0	MID	0				976.5130970246133	COMPLEX_MEAN
11410-56	63.0	HIGH	1	202501.0	50500.0	786.849485821128	786.849485821128	CELL_LAST
11410-56	63.0	LOW	0				976.5130970246133	COMPLEX_MEAN
11410-56	63.0	MID	0				976.5130970246133	COMPLEX_MEAN
11410-56	66.0	HIGH	1	202409.0	61000.0	922.9838099561204	922.9838099561204	CELL_LAST
11410-56	66.0	LOW	0				976.5130970246133	COMPLEX_MEAN
11410-56	66.0	MID	1	202606.0	60000.0	891.5304606240713	891.5304606240713	CELL_LAST
11410-56	69.0	HIGH	0				976.5130970246133	COMPLEX_MEAN
11410-56	69.0	LOW	0				976.5130970246133	COMPLEX_MEAN
11410-56	69.0	MID	0				976.5130970246133	COMPLEX_MEAN
11410-56	84.0	HIGH	0				976.5130970246133	COMPLEX_MEAN
11410-56	84.0	LOW	1	202509.0	69000.0	809.0045726345409	809.0045726345409	CELL_LAST
11410-56	84.0	MID	0				976.5130970246133	COMPLEX_MEAN
11410-57	57.0	UNKNOWN	8	202601.0	84000.0	1479.1336502905442	1165.5066575546236	CELL_LAST
11410-57	72.0	UNKNOWN	0				1165.5066575546236	COMPLEX_MEAN
11410-58	54.0	HIGH	2	202510.0	59900.0	1108.8485746019992	1035.1721584598297	CELL_LAST
11410-58	54.0	LOW	3	202411.0	33475.0	619.6778970751573	876.0644205849685	CELL_LAST
11410-58	54.0	MID	2	202411.0	37900.0	701.5920029618659	827.4713069233617	CELL_LAST
11410-58	63.0	HIGH	0				874.8634130926182	COMPLEX_MEAN
11410-58	63.0	LOW	0				874.8634130926182	COMPLEX_MEAN
11410-58	63.0	MID	0				874.8634130926182	COMPLEX_MEAN
11410-58	72.0	HIGH	0				874.8634130926182	COMPLEX_MEAN
11410-58	72.0	LOW	0				874.8634130926182	COMPLEX_MEAN
11410-58	72.0	MID	1	202508.0	68990.0	966.2464985994397	966.2464985994397	CELL_LAST
11410-58	81.0	HIGH	1	202504.0	44800.0	554.044026712837	554.044026712837	CELL_LAST
11410-58	81.0	LOW	0				874.8634130926182	COMPLEX_MEAN
11410-58	81.0	MID	0				874.8634130926182	COMPLEX_MEAN
11410-59	60.0	HIGH	2	202604.0	80000.0	1337.3453694416582	1328.986960882648	CELL_LAST
11410-59	60.0	LOW	2	202504.0	71000.0	1186.8940153794717	1153.4603811434304	CELL_LAST
11410-59	60.0	MID	3	202604.0	77000.0	1287.194918087596	1209.183104870166	CELL_LAST
11410-59	84.0	HIGH	3	202603.0	78170.0	923.6677301193431	936.1140651463232	CELL_LAST
11410-59	84.0	LOW	5	202604.0	85000.0	1004.3719721139076	908.6612312418765	CELL_LAST
11410-59	84.0	MID	3	202511.0	78500.0	927.5670565993147	903.1234537381284	CELL_LAST
11410-59	117.0	HIGH	0				999.9675972205765	COMPLEX_MEAN
11410-59	117.0	LOW	2	202510.0	77000.0	662.1947024423805	672.9446164430685	CELL_LAST
11410-59	117.0	MID	0				999.9675972205765	COMPLEX_MEAN
11410-5978	60.0	UNKNOWN	2	202604.0	79000.0	1316.8861476912818	1312.7187864644106	CELL_LAST
11410-5996	51.0	UNKNOWN	3	202512.0	48000.0	919.0120620333142	928.5851043461613	CELL_LAST
11410-5996	54.0	UNKNOWN	1	202605.0	42000.0	772.7690892364305	772.7690892364305	CELL_LAST
11410-5996	75.0	UNKNOWN	0				889.6311005687286	COMPLEX_MEAN
11410-60	60.0	HIGH	10	202607.0	107700.0	1797.096612714834	1485.232771566828	CELL_LAST
11410-60	60.0	LOW	17	202605.0	99800.0	1665.2761555147672	1311.382887878996	CELL_LAST
11410-60	60.0	MID	11	202606.0	103000.0	1718.6717837477056	1371.0692777937898	CELL_LAST
11410-60	84.0	HIGH	12	202608.0	119500.0	1407.5382803297996	1225.461327051433	CELL_LAST
11410-60	84.0	LOW	10	202604.0	112000.0	1319.1990577149586	1117.9623085983508	CELL_LAST
11410-60	84.0	MID	9	202601.0	102800.0	1210.8362779740871	1090.5640622955111	CELL_LAST
11410-60	114.0	HIGH	3	202601.0	110000.0	958.8563458856346	938.5169688516968	CELL_LAST
11410-60	114.0	LOW	10	202607.0	113000.0	985.0069735006973	899.581589958159	CELL_LAST
11410-60	114.0	MID	4	202605.0	117950.0	1028.1555090655509	960.9266039051604	CELL_LAST
11410-61	84.0	HIGH	0				729.9270072992701	COMPLEX_MEAN
11410-61	84.0	LOW	0				729.9270072992701	COMPLEX_MEAN
11410-61	84.0	MID	1	202409.0	62000.0	729.9270072992701	729.9270072992701	CELL_LAST
11410-62	60.0	UNKNOWN	4	202606.0	55000.0	928.583488097248	884.2647307107885	CELL_LAST
11410-62	84.0	UNKNOWN	5	202606.0	59000.0	694.3627162527952	830.4341348950602	CELL_LAST
11410-63	84.0	HIGH	14	202606.0	125000.0	1474.4043406463788	1120.8843055976815	CELL_LAST
11410-63	84.0	LOW	28	202607.0	105000.0	1238.4996461429582	1131.415765173727	CELL_LAST
11410-63	84.0	MID	34	202607.0	118000.0	1391.8376975701817	1171.7871862120646	CELL_LAST
11410-64	60.0	UNKNOWN	13	202607.0	94000.0	1569.5441643012189	1243.3692538885393	CELL_LAST
11410-64	84.0	UNKNOWN	8	202608.0	104000.0	1226.270486970876	1091.3050717863086	CELL_LAST
11410-65	60.0	HIGH	7	202604.0	90000.0	1515.1515151515152	1262.1452621452622	CELL_LAST
11410-65	60.0	LOW	2	202504.0	59300.0	998.3164983164984	1063.1313131313132	CELL_LAST
11410-65	60.0	MID	3	202602.0	78000.0	1313.1313131313132	1234.567901234568	CELL_LAST
11410-65	84.0	HIGH	3	202602.0	102500.0	1206.4500941619588	1106.4030131826744	CELL_LAST
11410-65	84.0	LOW	8	202604.0	94000.0	1106.4030131826744	978.695856873823	CELL_LAST
11410-65	84.0	MID	5	202601.0	99000.0	1165.2542372881358	1029.8964218455744	CELL_LAST
11410-67	60.0	HIGH	14	202607.0	99000.0	1648.3516483516482	1290.614147757005	CELL_LAST
11410-67	60.0	LOW	32	202608.0	92000.0	1531.8015318015318	1229.785839160839	CELL_LAST
11410-67	60.0	MID	30	202608.0	102500.0	1706.6267066267067	1315.3513153513154	CELL_LAST
11410-67	84.0	HIGH	0				1202.2977217925156	COMPLEX_MEAN
