apt_seq	floor_band	repr_floor	obs_height	sun_hours_winter	sun_hours_spring	view_block_pct	open_angle_mean	open_span_max	river_view	park_view	mountain_view
11350-66	HIGH			8.08		6.95	92.25				
11350-66	LOW			5.165		49.3	75.05				
11350-66	MID			7.58		27.75	82.19999999999999				
11350-67	HIGH			7.54		0.0	84.7				
11350-67	LOW			0.42		91.65	66.65				
11350-67	MID			5.58		65.30000000000001	75.05				
11350-68	HIGH			7.58		3.45	83.7				
11350-68	LOW			1.375		95.1	65.6				
11350-68	MID			4.835		77.1	74.1				
11350-69	HIGH			7.83		0.0	95.6				
11350-69	LOW			2.375		66.7	80.4				
11350-69	MID			5.67		54.900000000000006	87.45				
11350-7	HIGH			8.08		1.4	86.5				
11350-7	LOW			3.67		63.9	71.6				
11350-7	MID			6.92		52.8	78.3				
11350-70	HIGH			7.79		0.0	84.5				
11350-70	LOW			1.835		91.0	64.4				
11350-70	MID			5.92		80.55000000000001	73.69999999999999				
11350-71	HIGH			8.08		2.1	101.15				
11350-71	LOW			5.54		59.0	88.55				
11350-71	MID			7.67		45.85	93.5				
11350-72	HIGH			7.92		9.7	87.0				
11350-72	LOW			2.58		84.7	68.0				
11350-72	MID			5.75		65.3	76.6				
11350-73	HIGH			7.46		4.8500000000000005	87.4				
11350-73	LOW			2.415		70.15	70.45				
11350-73	MID			5.375		56.25	78.19999999999999				
11350-74	HIGH			8.08		0.0	116.25				
11350-74	LOW			5.665		29.85	106.4				
11350-74	MID			7.205		20.15	110.85				
11350-75	HIGH			7.54		0.0	84.8				
11350-75	LOW			0.835		88.2	66.05				
11350-75	MID			5.21		73.6	74.85				
11350-76	HIGH			7.58		0.0	85.7				
11350-76	LOW			1.17		84.7	68.3				
11350-76	MID			5.17		65.3	76.9				
11350-77	HIGH			6.25		25.0	88.2				
11350-77	LOW			3.25		47.2	77.1				
11350-77	MID			5.17		36.1	80.8				
11350-78	HIGH			6.08		43.75	81.2				
11350-78	LOW			3.705		67.35	66.5				
11350-78	MID			3.96		50.7	73.1				
11350-79	HIGH			7.625		4.9	85.3				
11350-79	LOW			3.085		77.1	65.4				
11350-79	MID			4.915		64.6	74.30000000000001				
11350-8	HIGH			8.08		11.8	153.45				
11350-8	LOW			6.165		11.8	149.8				
11350-8	MID			6.165		11.8	151.25				
11350-80	HIGH			8.08		20.8	90.5				
11350-80	LOW			3.21		72.2	66.6				
11350-80	MID			5.5		60.400000000000006	77.2				
11350-81	HIGH			7.5		0.0	89.6				
11350-81	LOW			0.83		73.6	71.7				
11350-81	MID			5.58		62.5	80.0				
11350-82	HIGH			7.75		0.0	93.3				
11350-82	LOW			5.08		69.4	77.5				
11350-82	MID			6.42		54.2	84.4				
11350-83	HIGH			8.08		0.0	103.95				
11350-83	LOW			2.96		56.25	87.2				
11350-83	MID			7.25		45.1	94.1				
11350-85	HIGH			7.79		0.0	85.25				
11350-85	LOW			2.58		81.25	68.5				
11350-85	MID			6.04		61.1	76.4				
11350-86	HIGH			8.08		12.5	97.5				
11350-86	LOW			8.08		18.1	96.2				
11350-86	MID			8.08		16.7	96.7				
11350-87	HIGH			7.75		0.0	85.85				
11350-87	LOW			5.08		68.75	70.95				
11350-87	MID			5.875		48.6	78.0				
11350-88	HIGH			7.92		4.199999999999999	85.5				
11350-88	LOW			1.29		90.3	63.55				
11350-88	MID			6.375		79.2	73.69999999999999				
11350-89	HIGH			8.08		26.4	99.1				
11350-89	LOW			6.58		73.6	76.8				
11350-89	MID			7.17		48.6	83.9				
11350-9	HIGH			7.96		13.9	93.5				
11350-9	LOW			2.0		80.6	74.9				
11350-9	MID			5.25		71.5	83.3				
11350-90	HIGH			7.58		0.0	84.6				
11350-90	LOW			0.67		90.3	65.4				
11350-90	MID			5.58		75.0	74.4				
11350-91	HIGH			8.0		22.2	112.9				
11350-91	LOW			3.5		75.0	75.1				
11350-91	MID			6.08		62.5	84.6				
11350-92	HIGH			8.04		0.0	99.1				
11350-92	LOW			6.5		74.30000000000001	77.8				
11350-92	MID			7.42		55.6	86.05				
11350-93	HIGH			6.58		20.8	113.8				
11350-93	LOW			3.0		68.1	76.5				
11350-93	MID			3.75		25.0	82.5				
11350-94	HIGH			7.875		15.25	106.0				
11350-94	LOW			6.96		42.35	101.15				
11350-94	MID			7.25		34.7	102.9				
11350-95	HIGH			7.92		6.9	101.3				
11350-95	LOW			2.08		61.1	85.6				
11350-95	MID			5.5		43.1	91.5				
11350-96	HIGH			8.0		0.0	85.6				
11350-96	LOW			5.5		87.5	68.9				
11350-96	MID			6.92		73.6	76.9				
11350-97	HIGH			7.42		19.4	113.0				
11350-97	LOW			4.5		61.1	85.1				
11350-97	MID			5.58		41.7	96.0				
11350-98	HIGH			8.08		16.7	108.4				
11350-98	LOW			7.17		56.9	78.5				
11350-98	MID			8.08		36.1	83.5				
11350-99	HIGH			7.58		2.1	90.45				
11350-99	LOW			0.79		86.8	67.65				
11350-99	MID			5.625		81.25	78.95				
11380-1	HIGH			8.08		2.8	111.9				
11380-1	LOW			7.75		18.75	96.3				
11380-1	MID			7.835		9.0	99.6				
11380-10	HIGH			6.75		26.4	99.9				
11380-10	LOW			3.42		45.8	76.5				
11380-10	MID			3.42		36.1	84.6				
11380-100	HIGH			7.33		18.1	88.9				
11380-100	LOW			2.5		76.4	71.1				
11380-100	MID			4.83		72.2	78.5				
11380-10020	HIGH			7.045		36.1	96.0				
11380-10020	LOW			2.875		63.9	68.9				
11380-10020	MID			3.58		62.5	77.4				
11380-10035	HIGH			3.5		83.3	64.7				
11380-10035	LOW			0.25		94.4	33.1				
11380-10035	MID			0.5		93.1	44.5				
11380-10081	HIGH			5.58		63.9	78.1				
11380-10081	LOW			3.42		73.6	57.4				
11380-10081	MID			4.75		70.8	63.3				
11380-10114	HIGH			6.0		19.4	121.6				
11380-10114	LOW			3.67		31.9	109.6				
11380-10114	MID			4.75		27.8	114.7				
11380-10123	HIGH			4.42		58.3	75.4				
11380-10123	LOW			3.25		75.0	52.6				
11380-10123	MID			4.17		70.8	59.2				
11380-102	HIGH			6.75		73.6	74.7				
11380-102	LOW			1.42		81.9	61.2				
11380-102	MID			2.75		80.6	67.8				
11380-10229	HIGH			5.83		37.5	93.3				
11380-10229	LOW			1.08		56.9	68.9				
11380-10229	MID			1.08		52.8	77.7				
11380-10230	HIGH			4.25		45.8	96.4				
11380-10230	LOW			1.17		56.9	73.1				
11380-10230	MID			1.5		56.9	78.2				
11380-10284	HIGH			6.75		16.7	130.0				
11380-10284	LOW			6.75		23.6	128.0				
11380-10284	MID			6.75		22.2	128.8				
11380-10357	HIGH			7.0		55.6	81.1				
11380-10357	LOW			4.17		79.2	70.7				
11380-10357	MID			6.33		69.4	75.6				
11380-10359	HIGH			2.75		26.4	85.2				
11380-10359	LOW			2.17		51.4	70.7				
11380-10359	MID			2.17		43.1	75.6				
11380-10398	HIGH			7.67		44.4	81.4				
11380-10398	LOW			5.17		62.5	63.7				
11380-10398	MID			5.17		62.5	70.4				
11380-10431	HIGH			6.25		29.2	85.6				
11380-10431	LOW			2.92		77.8	63.5				
11380-10431	MID			3.0		66.7	73.3				
11380-105	HIGH			8.08		0.0	136.1				
11380-105	LOW			5.17		63.9	91.1				
11380-105	MID			5.58		44.4	100.3				
11380-10502	HIGH			1.75		43.1	89.1				
11380-10502	LOW			0.75		45.8	76.6				
11380-10502	MID			0.75		45.8	80.2				
11380-10515	HIGH			6.33		29.2	82.6				
11380-10515	LOW			2.92		80.6	70.3				
11380-10515	MID			5.42		68.1	76.5				
11380-10527	HIGH			8.08		22.2	119.3				
11380-10527	LOW			2.67		70.8	65.8				
11380-10527	MID			6.92		58.3	78.3				
11380-10570	HIGH			4.5		52.8	92.3				
11380-10570	LOW			3.25		68.1	69.3				
11380-10570	MID			3.25		66.7	78.6				
11380-106	HIGH			8.08		11.1	94.8				
11380-106	LOW			3.25		66.7	73.8				
11380-106	MID			7.75		33.3	85.3				
11380-10656	HIGH			7.5		0.0	98.3				
11380-10656	LOW			6.83		26.4	91.9				
11380-10656	MID			7.17		13.9	95.0				
11380-10698	HIGH			7.33		44.4	94.2				
11380-10698	LOW			4.83		65.3	69.7				
11380-10698	MID			4.83		65.3	79.0				
11380-10714	HIGH			6.75		37.5	110.3				
11380-10714	LOW			6.75		65.3	70.7				
11380-10714	MID			6.75		48.6	76.7				
11380-10719	HIGH			7.92		37.5	90.2				
11380-10719	LOW			1.42		76.4	62.6				
11380-10719	MID			3.33		70.8	72.4				
11380-10762	HIGH			8.08		1.4	117.0				
11380-10762	LOW			6.0		36.1	103.4				
11380-10762	MID			7.67		22.2	107.0				
11380-10798	HIGH			8.08		26.4	121.7				
11380-10798	LOW			5.92		61.1	81.6				
11380-10798	MID			6.58		41.7	88.1				
11380-10851	HIGH			5.92		25.0	103.1				
11380-10851	LOW			5.5		38.9	89.6				
11380-10851	MID			5.5		33.3	93.0				
11380-10853	HIGH			8.08		0.0	126.2				
11380-10853	LOW			8.08		4.2	123.8				
11380-10853	MID			8.08		0.0	124.4				
11380-10878	HIGH			7.08		44.4	78.3				
11380-10878	LOW			5.75		61.1	67.2				
11380-10878	MID			6.42		55.6	71.9				
11380-10881	HIGH			7.75		15.3	92.3				
11380-10881	LOW			7.33		43.1	81.6				
11380-10881	MID			7.42		34.7	85.9				
11380-109	HIGH			8.08		2.8	104.55				
11380-109	LOW			5.455		47.9	89.15				
11380-109	MID			7.415		38.900000000000006	95.9				
11380-10900	HIGH			8.08		0.0	90.8				
11380-10900	LOW			7.83		34.7	80.0				
11380-10900	MID			8.0		22.2	84.8				
11380-10903	HIGH			7.295		38.2	92.05				
11380-10903	LOW			2.125		89.6	61.400000000000006				
11380-10903	MID			6.0		63.85	72.44999999999999				
11380-10906	HIGH			8.08		15.3	108.1				
11380-10906	LOW			8.08		55.6	87.3				
11380-10906	MID			8.08		51.4	92.6				
11380-10925	HIGH			7.165		12.5	100.5				
11380-10925	LOW			6.835		20.85	80.4				
11380-10925	MID			6.875		20.85	86.45				
11380-10927	HIGH			7.25		55.6	79.5				
11380-10927	LOW			7.25		68.1	61.3				
11380-10927	MID			7.25		68.1	66.5				
11380-10928	HIGH			6.92		37.5	83.0				
11380-10928	LOW			4.75		59.7	61.4				
11380-10928	MID			6.75		55.6	69.6				
11380-10932	HIGH			5.58		22.2	98.5				
11380-10932	LOW			5.17		40.3	76.7				
11380-10932	MID			5.58		25.0	87.7				
11380-10938	HIGH			8.08		0.0	157.9				
11380-10938	LOW			5.58		31.9	121.2				
11380-10938	MID			7.58		18.1	131.1				
11380-10944	HIGH			7.165		38.15	86.4				
11380-10944	LOW			1.0		86.8	58.2				
11380-10944	MID			2.71		84.7	67.44999999999999				
11380-10961	HIGH			7.83		18.1	87.9				
11380-10961	LOW			1.75		81.9	63.2				
11380-10961	MID			3.5		68.1	71.3				
11380-10967	HIGH			6.92		40.3	95.6				
11380-10967	LOW			2.83		70.8	71.4				
11380-10967	MID			3.42		68.1	77.6				
11380-10994	HIGH			7.58		45.8	87.1				
11380-10994	LOW			5.67		72.2	75.2				
11380-10994	MID			6.08		56.9	80.9				
11380-10996	HIGH			7.75		36.1	102.1				
11380-10996	LOW			7.42		40.3	98.0				
11380-10996	MID			7.58		38.9	99.6				
11380-10998	HIGH			4.08		61.1	78.9				
11380-10998	LOW			2.92		70.8	62.1				
11380-10998	MID			3.67		68.1	70.6				
11380-11	HIGH			7.625		18.05	89.80000000000001				
11380-11	LOW			3.165		72.9	72.15				
11380-11	MID			5.5		66.65	79.65				
11380-11008	HIGH			7.25		40.3	114.6				
11380-11008	LOW			6.75		63.9	63.3				
11380-11008	MID			6.75		52.8	78.6				
11380-11015	HIGH			6.71		43.75	96.9				
11380-11015	LOW			2.835		74.3	65.7				
11380-11015	MID			3.955		69.4	73.65				
11380-11027	HIGH			3.75		44.4	98.5				
11380-11027	LOW			0.67		68.1	80.0				
11380-11027	MID			2.92		62.5	88.7				
11380-11029	HIGH			7.92		15.3	91.9				
11380-11029	LOW			6.42		48.6	80.9				
11380-11029	MID			7.08		31.9	85.1				
11380-11035	HIGH			8.0		36.1	76.9				
11380-11035	LOW			7.75		45.8	69.0				
11380-11035	MID			7.83		37.5	71.7				
11380-11061	HIGH			6.33		58.3	83.6				
11380-11061	LOW			0.17		76.4	58.3				
11380-11061	MID			3.33		72.2	69.6				
11380-11072	HIGH			7.75		51.4	91.7				
11380-11072	LOW			7.25		54.2	76.9				
11380-11072	MID			7.67		52.8	84.8				
11380-11078	HIGH			7.83		34.7	95.85				
11380-11078	LOW			2.625		80.6	63.2				
11380-11078	MID			5.795		62.5	72.9				
11380-11083	HIGH			7.25		11.1	108.5				
11380-11083	LOW			7.25		30.6	93.3				
11380-11083	MID			7.25		22.2	96.5				
11380-11085	HIGH			5.75		75.0	72.0				
11380-11085	LOW			2.42		94.4	40.8				
11380-11085	MID			3.17		91.7	49.3				
11380-11086	HIGH			6.33		44.4	89.6				
11380-11086	LOW			1.67		76.4	60.9				
11380-11086	MID			3.42		61.1	71.4				
11380-11087	HIGH			7.75		45.8	73.0				
11380-11087	LOW			2.33		69.4	62.5				
11380-11087	MID			3.58		55.6	67.2				
11380-111	HIGH			6.92		33.3	83.6				
11380-111	LOW			3.0		88.9	57.1				
11380-111	MID			4.17		69.4	67.8				
11380-11101	HIGH			7.0		6.9	125.7				
11380-11101	LOW			4.58		87.5	63.2				
11380-11101	MID			6.33		62.5	74.6				
11380-11103	HIGH			6.42		15.3	90.0				
11380-11103	LOW			5.17		48.6	78.2				
11380-11103	MID			5.17		38.9	83.2				
11380-11109	HIGH			7.67		26.4	86.9				
11380-11109	LOW			6.33		48.6	76.4				
11380-11109	MID			7.0		37.5	80.9				
11380-11110	HIGH			8.08		40.3	92.1				
11380-11110	LOW			7.83		48.6	76.5				
11380-11110	MID			8.0		45.8	84.0				
11380-11157	HIGH			8.0		23.6	123.5				
11380-11157	LOW			7.92		26.4	119.7				
11380-11157	MID			8.0		23.6	120.7				
11380-11169	HIGH			8.0		29.2	96.4				
11380-11169	LOW			2.5		75.0	66.2				
11380-11169	MID			4.33		61.1	73.7				
11380-11173	HIGH			7.75		27.8	92.9				
11380-11173	LOW			6.17		45.8	83.4				
11380-11173	MID			6.67		27.8	87.4				
11380-11177	HIGH			8.08		13.9	100.5				
11380-11177	LOW			7.0		52.8	86.6				
11380-11177	MID			7.75		37.5	92.4				
11380-11181	HIGH			7.455		13.2	151.35				
11380-11181	LOW			6.58		24.3	111.2				
11380-11181	MID			6.75		16.0	116.55				
11380-11186	HIGH			6.33		13.9	147.2				
11380-11186	LOW			4.5		51.4	85.3				
11380-11186	MID			5.58		41.7	100.9				
11380-11199	HIGH			7.0		11.1	103.8				
11380-11199	LOW			6.75		22.2	95.4				
11380-11199	MID			6.75		18.1	97.0				
11380-11202	HIGH			7.75		13.9	92.7				
11380-11202	LOW			1.08		72.2	66.9				
11380-11202	MID			4.25		59.7	78.7				
11380-11209	HIGH			2.25		76.4	62.0				
11380-11209	LOW			0.0		94.4	30.3				
11380-11209	MID			0.0		94.4	38.5				
11380-11215	HIGH			3.83		76.4	66.3				
11380-11215	LOW			0.0		88.9	37.9				
11380-11215	MID			0.0		88.9	45.3				
11380-11221	HIGH			7.25		32.65	95.6				
11380-11221	LOW			3.415		74.35	64.35				
11380-11221	MID			5.125		64.55000000000001	74.85				
11380-11230	HIGH			8.08		6.9	99.6				
11380-11230	LOW			7.92		31.9	91.5				
11380-11230	MID			8.08		19.4	93.8				
11380-11238	HIGH			7.17		58.3	72.1				
11380-11238	LOW			3.17		88.9	50.7				
11380-11238	MID			3.67		87.5	58.5				
11380-11247	HIGH			8.0		37.5	90.85				
11380-11247	LOW			3.585		79.15	68.15				
11380-11247	MID			4.96		67.35	76.7				
11380-11265	HIGH			8.08		2.8	101.6				
11380-11265	LOW			7.25		76.4	72.2				
11380-11265	MID			8.0		52.8	80.1				
11380-11266	HIGH			6.92		29.2	95.2				
11380-11266	LOW			5.83		81.9	65.8				
11380-11266	MID			6.08		66.7	74.5				
11380-11267	HIGH			6.625		39.6	88.25				
11380-11267	LOW			3.665		72.2	66.6				
11380-11267	MID			3.875		59.7	76.35				
11380-11268	HIGH			3.875		36.85	88.25				
11380-11268	LOW			1.085		78.5	59.2				
11380-11268	MID			1.455		72.2	68.9				
11380-11272	HIGH			8.08		11.1	119.6				
11380-11272	LOW			5.08		22.2	101.3				
11380-11272	MID			5.25		15.3	109.8				
11380-11289	HIGH			7.25		37.5	86.4				
11380-11289	LOW			1.33		77.8	74.2				
11380-11289	MID			2.92		50.0	79.9				
11380-113	HIGH			8.08		51.4	86.0				
11380-113	LOW			2.08		87.5	56.0				
11380-113	MID			7.58		61.1	66.7				
11380-11333	HIGH			7.0		30.6	83.1				
11380-11333	LOW			3.25		83.3	61.7				
11380-11333	MID			3.83		76.4	70.0				
11380-11364	HIGH			7.5		18.1	93.0				
11380-11364	LOW			6.92		40.3	79.0				
11380-11364	MID			7.25		25.0	82.2				
11380-11371	HIGH			4.795		20.85	143.35				
11380-11371	LOW			4.585		47.900000000000006	80.15				
11380-11371	MID			4.795		20.85	91.05				
11380-11377	HIGH			7.83		15.3	95.7				
11380-11377	LOW			7.5		22.2	91.5				
11380-11377	MID			7.67		18.1	93.3				
11380-115	HIGH			8.08		0.0	103.9				
11380-115	LOW			7.75		0.0	94.0				
11380-115	MID			7.92		0.0	99.0				
11380-11598	HIGH			7.42		25.0	120.6				
11380-11598	LOW			4.17		61.1	68.9				
11380-11598	MID			5.58		55.6	77.1				
11380-11599	HIGH			6.08		43.1	88.1				
11380-11599	LOW			3.58		63.9	69.6				
11380-11599	MID			4.5		54.2	76.7				
11380-11600	HIGH			6.96		34.05	97.75				
11380-11600	LOW			1.5		79.9	69.85				
11380-11600	MID			3.875		67.4	79.6				
11380-11608	HIGH			6.67		27.8	90.3				
11380-11608	LOW			4.83		56.9	79.8				
11380-11608	MID			6.17		37.5	85.6				
11380-11609	HIGH			6.58		37.5	80.1				
11380-11609	LOW			4.92		61.1	68.8				
11380-11609	MID			5.17		50.0	73.1				
11380-11612	HIGH			8.08		0.0	138.1				
11380-11612	LOW			8.08		11.1	129.1				
11380-11612	MID			8.08		6.9	133.2				
11380-11613	HIGH			6.92		11.1	145.4				
11380-11613	LOW			5.67		27.8	108.6				
11380-11613	MID			6.75		18.1	116.9				
11380-11614	HIGH			7.75		11.1	111.1				
11380-11614	LOW			0.67		70.8	66.9				
11380-11614	MID			4.42		52.8	77.5				
11380-11618	HIGH			8.08		0.0	117.8				
11380-11618	LOW			2.17		38.9	74.9				
11380-11618	MID			3.25		23.6	86.0				
11380-11628	HIGH			3.17		26.4	97.5				
11380-11628	LOW			2.25		56.9	72.9				
11380-11628	MID			2.67		45.8	78.3				
11380-11631	HIGH			8.08		0.0	137.6				
11380-11631	LOW			6.33		40.3	96.1				
11380-11631	MID			7.17		16.7	108.3				
11380-11635	HIGH			8.08		8.3	109.6				
11380-11635	LOW			7.75		29.2	91.5				
11380-11635	MID			7.75		16.7	95.5				
11380-11639	HIGH			7.25		18.1	85.9				
11380-11639	LOW			5.92		40.3	71.0				
11380-11639	MID			6.58		29.2	75.8				
11380-117	HIGH			5.17		23.6	89.7				
11380-117	LOW			5.17		37.5	87.0				
11380-117	MID			5.17		29.2	87.7				
11380-118	HIGH			8.08		15.3	102.5				
11380-118	LOW			7.75		34.7	96.3				
11380-118	MID			8.0		27.8	98.1				
11380-119	HIGH			8.08		19.4	93.9				
11380-119	LOW			8.08		30.6	90.7				
11380-119	MID			8.08		25.0	92.2				
11380-12	HIGH			5.58		12.5	149.5				
11380-12	LOW			1.58		75.0	60.2				
11380-12	MID			4.25		55.6	85.0				
11380-120	HIGH			7.25		19.4	97.2				
11380-120	LOW			1.58		84.7	66.2				
11380-120	MID			4.58		81.9	76.7				
11380-121	HIGH			5.17		77.8	80.9				
11380-121	LOW			0.17		81.9	61.1				
11380-121	MID			0.67		81.9	67.6				
11380-122	HIGH			5.58		55.6	88.8				
11380-122	LOW			1.5		55.6	72.3				
11380-122	MID			2.58		55.6	77.0				
11380-123	HIGH			8.08		9.7	131.8				
11380-123	LOW			6.75		29.2	113.2				
11380-123	MID			7.75		16.7	117.0				
11380-124	HIGH			5.295		56.95	93.35				
11380-124	LOW			2.5		70.15	72.95				
11380-124	MID			2.665		70.15	84.69999999999999				
11380-13	HIGH			8.0		0.0	126.4				
11380-13	LOW			7.25		11.1	114.8				
11380-13	MID			7.58		0.0	120.1				
11380-133	HIGH			7.92		0.0	114.9				
11380-133	LOW			7.75		15.3	102.1				
11380-133	MID			7.83		11.1	106.2				
11380-13397	HIGH			6.33		33.3	101.3				
11380-13397	LOW			4.08		56.9	78.0				
11380-13397	MID			4.75		45.8	86.2				
11380-13425	HIGH			8.08		0.0	122.0				
11380-13425	LOW			7.375		27.1	103.6				
11380-13425	MID			7.75		9.0	108.85				
11380-13429	HIGH			8.04		26.4	96.1				
11380-13429	LOW			7.79		40.95	89.5				
11380-13429	MID			7.915		38.900000000000006	92.55				
11380-13453	HIGH			8.08		11.1	151.5				
11380-13453	LOW			4.92		47.2	81.3				
11380-13453	MID			5.42		11.1	95.1				
11380-13456	HIGH			7.92		22.2	101.6				
11380-13456	LOW			6.5		33.3	85.6				
11380-13456	MID			6.58		31.9	89.5				
11380-135	HIGH			8.08		5.6	94.7				
11380-135	LOW			6.58		8.3	87.0				
11380-135	MID			7.67		5.6	88.4				
11380-136	HIGH			8.08		0.0	100.7				
11380-136	LOW			8.0		5.6	91.8				
11380-136	MID			8.08		5.6	93.0				
11380-138	HIGH			8.08		16.7	109.8				
11380-138	LOW			8.08		22.2	106.6				
11380-138	MID			8.08		22.2	108.7				
11380-139	HIGH			1.83		69.4	68.1				
11380-139	LOW			0.83		69.4	62.1				
11380-139	MID			1.83		69.4	64.8				
11380-14	HIGH			8.08		0.0	120.7				
11380-14	LOW			8.08		4.2	119.1				
11380-14	MID			8.08		0.0	119.8				
11380-140	HIGH			2.25		75.0	70.2				
11380-140	LOW			1.0		76.4	52.2				
11380-140	MID			1.0		76.4	58.5				
11380-142	HIGH			6.33		54.2	99.9				
11380-142	LOW			0.58		61.1	94.9				
11380-142	MID			3.83		61.1	97.4				
11380-143	HIGH			7.67		20.8	95.1				
11380-143	LOW			7.5		41.7	90.9				
11380-143	MID			7.58		38.9	92.4				
11380-147	HIGH			7.75		20.8	125.3				
11380-147	LOW			7.75		25.0	123.5				
11380-147	MID			7.75		20.8	124.4				
11380-151	HIGH			7.92		16.7	87.8				
11380-151	LOW			7.5		19.4	84.0				
11380-151	MID			7.58		16.7	85.8				
11380-153	HIGH			8.08		6.9	90.0				
11380-153	LOW			7.83		18.1	87.6				
11380-153	MID			8.08		16.7	88.8				
11380-154	HIGH			8.08		12.5	93.9				
11380-154	LOW			7.5		18.1	88.2				
11380-154	MID			7.58		12.5	91.8				
11380-155	HIGH			6.83		15.3	99.7				
11380-155	LOW			6.25		26.4	96.8				
11380-155	MID			6.42		22.2	97.4				
11380-156	HIGH			5.0		27.8	80.3				
11380-156	LOW			1.92		61.1	66.3				
11380-156	MID			2.67		51.4	72.8				
11380-16	HIGH			7.0		30.6	102.9				
11380-16	LOW			1.92		44.4	93.2				
11380-16	MID			4.0		43.1	96.7				
11380-163	HIGH			7.67		0.0	120.5				
11380-163	LOW			7.25		2.8	97.9				
11380-163	MID			7.5		0.0	103.1				
11380-164	HIGH			6.58		41.7	78.0				
11380-164	LOW			2.33		63.9	67.5				
11380-164	MID			5.25		54.2	72.8				
11380-165	HIGH			5.83		58.3	83.1				
11380-165	LOW			3.75		65.3	60.7				
11380-165	MID			3.75		65.3	67.7				
11380-166	HIGH			6.08		76.4	75.6				
11380-166	LOW			3.75		76.4	48.4				
11380-166	MID			3.75		76.4	57.4				
11380-167	HIGH			7.75		44.4	83.1				
11380-167	LOW			7.08		50.0	66.4				
11380-167	MID			7.42		48.6	71.6				
11380-168	HIGH			5.92		23.6	85.6				
11380-168	LOW			5.92		54.2	74.7				
11380-168	MID			5.92		29.2	77.6				
11380-169	HIGH			8.0		26.4	88.6				
11380-169	LOW			5.83		68.1	76.6				
11380-169	MID			7.42		33.3	81.9				
11380-170	HIGH			7.75		9.7	107.6				
11380-170	LOW			7.33		12.5	101.8				
11380-170	MID			7.75		11.1	103.1				
11380-171	HIGH			8.0		16.7	95.4				
11380-171	LOW			2.58		66.7	68.4				
11380-171	MID			5.92		55.6	77.9				
11380-173	HIGH			7.665		16.7	89.45				
11380-173	LOW			5.455		72.25	65.0				
11380-173	MID			6.0		66.65	74.25				
11380-174	HIGH			8.08		19.4	101.5				
11380-174	LOW			7.25		43.1	85.2				
11380-174	MID			8.0		43.1	90.2				
11380-180	HIGH			6.17		48.6	80.3				
11380-180	LOW			5.58		54.2	72.9				
11380-180	MID			6.0		51.4	76.1				
11380-185	HIGH			8.08		4.2	134.5				
11380-185	LOW			7.25		26.4	102.6				
11380-185	MID			7.58		18.1	114.4				
11380-186	HIGH			8.08		0.0	146.5				
11380-186	LOW			4.75		41.7	81.0				
11380-186	MID			7.0		36.1	105.9				
11380-188	HIGH			7.58		38.9	77.6				
11380-188	LOW			3.33		77.8	58.0				
11380-188	MID			3.92		65.3	64.1				
11380-189	HIGH			8.08		0.0	149.8				
11380-189	LOW			7.75		15.3	84.3				
11380-189	MID			7.92		0.0	93.1				
11380-19	HIGH			8.08		23.6	111.3				
11380-19	LOW			8.08		29.2	109.4				
11380-19	MID			8.08		29.2	110.3				
11380-191	HIGH			1.75		59.7	71.9				
11380-191	LOW			1.75		66.7	63.8				
11380-191	MID			1.75		59.7	67.6				
11380-193	HIGH			4.83		51.4	73.4				
11380-193	LOW			2.92		68.1	66.0				
11380-193	MID			3.25		62.5	69.5				
11380-194	HIGH			5.58		40.3	78.7				
11380-194	LOW			4.0		58.3	72.5				
11380-194	MID			4.25		51.4	75.5				
11380-195	HIGH			4.08		54.2	74.5				
