aptSeq	apt_name	umd_name	jibun	road_nm	road_bon	road_bub	build_year	n_trades	addr_road	addr_jibun	lon	lat	geocode_source	cluster_id	n_dong	cluster_year
11680-3705	한화꿈에그린2차	논현동	194-23	봉은사로21길	00019	00000	2006.0	2	서울 강남구 봉은사로21길 19	서울 강남구 논현동 194-23	127.030820801273	37.5075128568603	road	94.0	6.0	2005.0
11680-3709	채널리저브	삼성동	144-14	삼성로	00517	00000	2007.0	1	서울 강남구 삼성로 517	서울 강남구 삼성동 144-14	127.055223583203	37.5079854660981	road	203.0	11.0	2005.0
11680-371	개포2차현대아파트(220)	개포동	655-2	언주로	00103	00000	1988.0	2	서울 강남구 언주로 103	서울 강남구 개포동 655-2	127.052911761665	37.481343842076	road	194.0	56.0	2020.0
11680-372	개포우성1	대치동	503	선릉로	00120	00000	1983.0	8	서울 강남구 선릉로 120	서울 강남구 대치동 503	127.057979748729	37.4915930435874	road	217.0	4.0	1983.5
11680-3721	쎄비앙102동	역삼동	778-5	역삼로34길	00025	00000	2007.0	1	서울 강남구 역삼로34길 25	서울 강남구 역삼동 778-5	127.042934124437	37.4956369720104	road	151.0	2.0	
11680-3722	쌍용플레티넘밸류	역삼동	826-37	테헤란로4길	00046	00000	2007.0	7	서울 강남구 테헤란로4길 46	서울 강남구 역삼동 826-37	127.03006467392	37.4955481444177	road	89.0	9.0	2007.0
11680-3726	논현파라곤	논현동	241-1	학동로	00338	00000	2007.0	5	서울 강남구 학동로 338	서울 강남구 논현동 241-1	127.04016223452	37.5165402749359	road	168.0	2.0	2007.0
11680-3728	롯데캐슬노블	역삼동	835-68	도곡로13길	00019	00000	2007.0	11	서울 강남구 도곡로13길 19	서울 강남구 역삼동 835-68	127.03562324031	37.4926412119382	road	110.0	7.0	2003.0
11680-373	쌍용대치아파트1동,2동,3동,5동,6동	대치동	66	영동대로	00210	00000	1983.0	8	서울 강남구 영동대로 210	서울 강남구 대치동 66	127.071367051995	37.4988556676427	road	262.0	5.0	1983.0
11680-3730	논현동월드메르디앙	논현동	212-13	학동로38길	00022	00000	2007.0	2	서울 강남구 학동로38길 22	서울 강남구 논현동 212-13	127.034165335085	37.5135247001319	road	126.0	1.0	2007.0
11680-3731	도곡스타클래스	도곡동	957-11	남부순환로	02615	00000	2007.0	9	서울 강남구 남부순환로 2615	서울 강남구 도곡동 957-11	127.035883711966	37.4851852937745	road	104.0	2.0	2013.5
11680-3732	래미안삼성2차	삼성동	7-3	선릉로130길	00020	00000	2007.0	8	서울 강남구 선릉로130길 20	서울 강남구 삼성동 7-3	127.043343754852	37.5156660777991	road	167.0	93.0	2007.0
11680-3733	롯데캐슬프레미어	삼성동	11	선릉로126길	00022	00000	2007.0	14	서울 강남구 선릉로126길 22	서울 강남구 삼성동 11	127.045193621733	37.51625004573	road	167.0	93.0	2007.0
11680-3734	도곡1차아이파크	도곡동	543-7	도곡로28길	00008	00000	2007.0	3	서울 강남구 도곡로28길 8	서울 강남구 도곡동 543-7	127.042114305173	37.4920702704886	road	147.0	7.0	2007.0
11680-3739	롯데캐슬리베	대치동	1025	도곡로	00404	00000	2008.0	3	서울 강남구 도곡로 404	서울 강남구 대치동 1025	127.053553804427	37.4961855830196	road	198.0	20.0	2008.0
11680-3741	도곡3차아이파크	도곡동	970	도곡로14길	00021	00000	2007.0	1	서울 강남구 도곡로14길 21	서울 강남구 도곡동 970	127.037753691816	37.4900489827505	road	106.0	46.0	1995.0
11680-3752	대치아이파크	대치동	888	선릉로	00222	00000	2008.0	13	서울 강남구 선릉로 222	서울 강남구 대치동 888	127.054749094366	37.4958669797852	road	198.0	20.0	2008.0
11680-3760	역삼2차아이파크	역삼동	765-32	도곡로57길	00012	00000	2008.0	3	서울 강남구 도곡로57길 12	서울 강남구 역삼동 765-32	127.051287708663	37.4966694379764	road	154.0	108.0	2006.0
11680-3766	래미안펜타빌	역삼동	713-7	역삼로	00309	00000	2007.0	5	서울 강남구 역삼로 309	서울 강남구 역삼동 713-7	127.046905010952	37.500299161164	road	154.0	108.0	2006.0
11680-3773	청담3차이-편한세상(301동)	청담동	44-21	선릉로132길	00054	00000	2007.0	2	서울 강남구 선릉로132길 54	서울 강남구 청담동 44-21	127.045648743939	37.5185835595876	road	167.0	93.0	2007.0
11680-378	한양1차(영동한양)	압구정동	490	압구정로	00321	00000	1977.0	14	서울 강남구 압구정로 321	서울 강남구 압구정동 490	127.038391281982	37.5295055697572	road	138.0	38.0	1978.0
11680-3780	하이캐슬	대치동	986-14	삼성로64길	00040	00000	2008.0	1	서울 강남구 삼성로64길 40	서울 강남구 대치동 986-14	127.063854832319	37.5005606159376	road	244.0	2.0	2008.0
11680-379	한양2	압구정동	493	압구정로	00347	00000	1978.0	3	서울 강남구 압구정로 347	서울 강남구 압구정동 493	127.040879586287	37.5306005326525	road	138.0	38.0	1978.0
11680-380	한양3	압구정동	489	압구정로	00321	00000	1978.0	6	서울 강남구 압구정로 321	서울 강남구 압구정동 489	127.038391281982	37.5295055697572	road	138.0	38.0	1978.0
11680-381	한양4	압구정동	486	압구정로	00313	00000	1978.0	2	서울 강남구 압구정로 313	서울 강남구 압구정동 486	127.03599584345	37.5298739327833	road	138.0	38.0	1978.0
11680-382	한양5	압구정동	513	압구정로	00401	00000	1979.0	1	서울 강남구 압구정로 401	서울 강남구 압구정동 513	127.04210755937	37.529387893826	road	138.0	38.0	1978.0
11680-3830	현대힐스테이트2단지	삼성동	50	삼성로111길	00008	00000	2008.0	23	서울 강남구 삼성로111길 8	서울 강남구 삼성동 50	127.051739053534	37.5147315113728	road	205.0	16.0	2008.0
11680-3834	삼성동힐스테이트 1단지	삼성동	16-2	학동로68길	00029	00000	2008.0	43	서울 강남구 학동로68길 29	서울 강남구 삼성동 16-2	127.04718779295	37.5165602922999	road	167.0	93.0	2007.0
11680-384	한양7	압구정동	528	압구정로61길	00037	00000	1981.0	2	서울 강남구 압구정로61길 37	서울 강남구 압구정동 528	127.043860572055	37.5295843048364	road	138.0	38.0	1978.0
11680-3840	네오블로썸	삼성동	42-4	선릉로112길	00047	00000	2009.0	1	서울 강남구 선릉로112길 47	서울 강남구 삼성동 42-4	127.047349219419	37.5122822614647	road	186.0	4.0	2005.0
11680-3843	논현웰스톤	논현동	108	학동로43길	00038	00000	2009.0	2	서울 강남구 학동로43길 38	서울 강남구 논현동 108	127.03803360495	37.5184681357134	road	130.0	16.0	1986.0
11680-3844	로체샤르캐슬	논현동	114-23	언주로136길	00016	00000	2009.0	1	서울 강남구 언주로136길 16	서울 강남구 논현동 114-23	127.036877024482	37.5171819597974	road	130.0	16.0	1986.0
