complex_osm_id	complex_name	n_buildings	n_with_height	total_flats	n_with_flats	built_year	max_levels	subdistrict	flats_complete	height_complete
1050955246.0	삼성서초트라팰리스아파트	3	3	257	3	2005.0	25.0		True	True
1056882861.0	서초삼성래미안	4	4	382	4	2001.0	16.0		True	True
1056882864.0	서초현대3차아파트	1	1	96	1	1997.0	13.0		True	True
1056882867.0	서초아남아파트	2	2	166	2	1989.0	13.0		True	True
1056882886.0	르피에드 강남	1	1	140	1	2024.0	19.0		True	True
1067083839.0	잠실동현대아파트	3	3	337	3	1990.0	15.0	잠실동	True	True
1067083856.0	잠실우성4차아파트	7	7	555	7	1983.0	15.0	잠실동	True	True
1069181356.0	대동아파트	4	4	314	4	1999.0	25.0		True	True
1077382411.0	대치롯데캐슬아파트	3	3	142	3	2002.0	22.0	대치동	True	True
1077632500.0	청담삼성진흥아파트	2	2	225	2	1984.0	15.0	청담동	True	True
1077632501.0	청담삼성진흥아파트	2	2	150	2	1984.0	15.0	청담동	True	True
1077632502.0	쌍용플래티넘아파트	2	2	88	1	2003.0	21.0	삼성동	False	True
1077632503.0	영무예다음아파트	2	2	45	2	2006.0	9.0	삼성동	True	True
1077632510.0	역삼금호어울림아파트	3	3	184	3	2003.0	15.0	역삼동	True	True
1077632517.0	롯데캐슬모닝아파트	2	2	60	2	2003.0	11.0	도곡동	True	True
1077632523.0	도곡아이파크3차아파트	3	3	72	3	2007.0	9.0	도곡동	True	True
1078142373.0	롯데캐슬84아파트	2	2	84	2	2001.0	16.0		True	True
1078142378.0	반포센트레빌아스테리움아파트	2	2	108	2	2021.0	20.0		True	True
1078178875.0	청담삼성빌라	2	0	0	0			청담동	False	False
1078429992.0	서초더샵오데움1단지아파트	1	1	54	1	2005.0	14.0		True	True
1078430022.0	우면코오롱하늘채아파트	6	6	300	6	1994.0	6.0		True	True
1078430029.0	서초동원베네스트아파트	1	1	60	1	2002.0	15.0	서초동	True	True
1078755046.0	보미리즌빌아파트	2	0	0	0			방이동	False	False
1078755057.0	올림픽베어스타운아파트	2	2	140	2	1996.0	21.0	방이동	True	True
1078755067.0	동아한가람아파트	4	4	495	4	1995.0	18.0	풍납동	True	True
1078755068.0	서초동원베네스트아파트	1	1	66	1	2002.0	11.0	서초동	True	True
1078755069.0	서초한신플러스타운아파트	1	1	86	1	2001.0	15.0	서초동	True	True
1078755070.0	삼부아파트	1	1	43	1	1998.0	11.0	삼성동	True	True
1079295778.0	한진로즈힐아파트	2	2	81	2	2004.0	9.0	논현동	True	True
1079940834.0	가락동부센트레빌아파트	5	5	264	5	2001.0	23.0	가락동	True	True
1079940849.0	가락우성1차아파트	7	7	839	7	1986.0	15.0	가락동	True	True
1079940853.0	가락대림아파트	2	2	120	2	1988.0	15.0	가락동	True	True
1080225618.0	호수임광아파트	2	2	227	2	1995.0	12.0	송파동	True	True
1080225663.0	래미안송파파인탑아파트	5	5	516	5	2012.0	28.0	송파동	True	True
1080486981.0	잠실한솔솔파크아파트	7	7	393	7	2000.0	19.0	석촌동	True	True
1080684558.0	한신오페라하우스2차아파트	1	1	42	1	2005.0	10.0	청담동	True	True
1081669136.0	풍납쌍용아파트	1	1	120	1	1994.0	20.0		True	True
1148812681.0	디에이치대치에델루이	8	6	0	0		16.0	대치동	False	False
1154684452.0	서초자이아파트	4	4	184	4	2006.0	18.0		True	True
1188315023.0	디아크리온강남	8	0	0	0			자곡동	False	False
1188315026.0	LH수서1단지아파트	7	0	0	0			자곡동	False	False
1188315027.0	LH수서2단지아파트	10	1	0	0		15.0		False	False
1280897468.0	하우스에딘브로우아파트	2	0	0	0			청담동	False	False
1351497699.0	청담아이파크아파트	1	1	108	1	1992.0	19.0	청담동	True	True
1351511039.0	청담현대1차아파트	2	2	96	2	1983.0	12.0	청담동	True	True
1351982037.0	청담우방아파트	1	1	100	1	1999.0	18.0	청담동	True	True
1351982043.0	아드리안빌라	2	0	0	0			청담동	False	False
1380798773.0	자양우성1차아파트	7	6	656	6	1988.0	15.0		False	False
1418197917.0	더샵스타시티	4	4	1177	4	2007.0	58.0	자양동	True	True
1436896186.0	롯데캐슬이스트폴아파트	3	3	631	3	2025.0	48.0		True	True
1436896187.0	롯데캐슬이스트폴아파트	4	4	732	4	2025.0	32.0		True	True
1456494806.0	한티아파트	2	2	0	0		7.0	대치동	False	True
1459206579.0	가락금호아파트	8	8	915	8	1997.0	26.0		True	True
