osm_id	amenity	name	lon	lat
9299781727	bar	샤샤노래빠	127.1400446	37.442584
9299781728	bar	럭셔리	127.1396595	37.4426623
9299781729	bar	오렌지노래빵	127.1430752	37.4422867
9299781730	bar	올인	127.1397496	37.44269
9299781731	bar	배꼽	127.1361908	37.442601
9299781732	bar	꽃님이노래빵	127.1376005	37.4418634
9299781733	bar	골든짱	127.1429718	37.4395866
9299781734	bar	응답하라 1988	127.1416141	37.4430781
9299781735	bar	청솔 노래주점	127.1357766	37.4413627
9299781736	bar	별천지스텐드바	127.1326671	37.4404397
9299781737	bar	오시엔	127.1358188	37.441535
9299781738	bar	가인노래빵	127.1402135	37.4426393
9299781739	bar	섹소폰라이브카페	127.1415873	37.4430727
9299781740	bar	황진이	127.1325033	37.4403848
9299781741	bar	신가야스텐드바	127.1339381	37.4409626
9299781742	bar	국제포장마차	127.1353592	37.4421894
9299781743	bar	북경포장마차	127.1352199	37.4415306
9299781744	bar	이화	127.1352895	37.4413689
9299781745	bar	블루문	127.1330388	37.4405505
9299781746	bar	월드컵쇼2000	127.1332078	37.4405968
9299781747	bar	아리랑스텐드빠	127.1353476	37.4412342
9299781748	bar	도화 노래빠	127.1313491	37.4400786
9299781749	bar	일번지 라이브	127.139155	37.442882
9299781750	bar	축구장	127.1470168	37.4416342
9299781751	bar	클레오	127.1475346	37.4418182
9299781752	bar	백번관광카바레나이트	127.1469723	37.4413579
9299781753	bar	사계영상가요주점	127.1311458	37.4410502
9299781754	bar	따르릉 노래짱	127.1448982	37.4411053
9299781755	bar	야화노래빵	127.1326389	37.440926
9299781756	bar	나성라이브	127.1421012	37.4435901
11082189106	bar	Rock 'N' Roll Wook's	127.0819505	37.5095172
11118897483	bar	By the Lake	127.106438	37.5093523
11167490399	bar	alley_nine	127.1064074	37.5096076
11468873515	pub	종로빈대떡	127.1074	37.5022483
12047045532	pub	삼촌네포차	127.1247124	37.4875126
