osm_id	name	isced_level_raw	is_elementary	is_middle	is_high	level_source	lon	lat
640039642	고봉초등학교	1	True	False	False	isced_tag	126.7822814	37.6962391
640039645	중산고등학교	3	False	False	True	isced_tag	126.782983	37.6971791
640046214	안곡고등학교	3	False	False	True	isced_tag	126.7872967	37.6820777
640046215	안곡중학교	2	False	True	False	isced_tag	126.7866473	37.6809371
640046220	모당초등학교	1	True	False	False	isced_tag	126.7809912	37.679366
640046227	하늘초등학교	1	True	False	False	isced_tag	126.7900834	37.6772385
645944402	고양백석초등학교	1	True	False	False	isced_tag	126.7891182	37.6518561
655676467	백석고등학교	3	False	False	True	isced_tag	126.7870071	37.6525807
655680275	낙민초등학교	1	True	False	False	isced_tag	126.7802628	37.6536246
655953037	백마초등학교	1	True	False	False	isced_tag	126.7910485	37.6576414
656229425	백마중학교	2	False	True	False	isced_tag	126.7934446	37.6548479
656241909	신일중학교	2	False	True	False	isced_tag	126.7745004	37.6764812
656994996	신일비즈니스고등학교	3	False	False	True	isced_tag	126.7617077	37.6830878
657207372	정발고등학교	3	False	False	True	isced_tag	126.7859064	37.6635394
657207392	국립경진학교		False	False	False	name	126.7825174	37.6653752
657924514	일산초등학교	1	True	False	False	isced_tag	126.7718292	37.6825818
658971996	한뫼초등학교	1	True	False	False	isced_tag	126.7666881	37.6864264
658972365	현산중학교	2	False	True	False	isced_tag	126.7733765	37.6912035
658986552	신촌초등학교	1	True	False	False	isced_tag	126.7658206	37.6813349
658987084	신일초등학교	1	True	False	False	isced_tag	126.7706342	37.6792109
658989938	일산국제컨벤션고등학교	3	False	False	True	isced_tag	126.7719189	37.6727505
658989945	발산중학교	2	False	True	False	isced_tag	126.7699525	37.6697437
658991204	저동초등학교	1	True	False	False	isced_tag	126.774185	37.6679444
687045894	원당중학교	2	False	True	False	isced_tag	126.8231379	37.6643215
694054911	백마고등학교	3	False	False	True	isced_tag	126.7943725	37.6517103
694338879	냉천초등학교	1	True	False	False	isced_tag	126.7858815	37.6664387
771346667	정발초등학교	1	True	False	False	isced_tag	126.7838479	37.6555184
786274630	현산초등학교	1	True	False	False	isced_tag	126.7711901	37.6924409
786350844	홀트학교		False	False	False	name	126.7715044	37.6966678
786489392	상탄초등학교	1	True	False	False	isced_tag	126.766841	37.6948281
786489396	일산동중학교	2	False	True	False	isced_tag	126.7681146	37.6950715
