aptSeq	floor_band	n_obs	repr_floor	obs_height	winter_sunlight_hours	winter_continuous_hours	winter_total_hours_8_16	sun_hours_spring	open_span_max	view_block_pct	open_angle_mean	assign_confidence
11650-682	HIGH	8	16.0	43.5	5.83	5.83	6.875	8.08	172.5	48.6	82.05000000000001	HIGH
11650-682	LOW	8	3.5	8.5	2.415	2.04	2.54	6.46	42.5	79.19999999999999	58.900000000000006	HIGH
11650-682	MID	8	9.5	25.299999999999997	5.375	5.375	5.835	7.125	77.5	70.15	72.1	HIGH
11650-693	HIGH	1	5.0	12.7	6.08	6.08	8.08	8.08	310.0	12.5	106.6	NAME
11650-693	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	205.0	18.1	105.9	NAME
11650-693	MID	1	3.0	7.1	6.08	6.08	8.08	8.08	205.0	18.1	106.1	NAME
11650-698	HIGH	1	5.0	12.7	0.0	0.0	0.0	1.42	20.0	93.1	31.3	LEVEL_MISMATCH
11650-698	LOW	1	2.0	4.3	0.0	0.0	0.0	1.17	20.0	93.1	29.3	LEVEL_MISMATCH
11650-698	MID	1	3.0	7.1	0.0	0.0	0.0	1.17	20.0	93.1	29.9	LEVEL_MISMATCH
11650-7	HIGH	1	15.0	40.7	1.92	1.92	2.83	5.75	195.0	45.8	66.5	LOW
11650-7	LOW	1	3.0	7.1	1.92	1.92	2.08	3.83	60.0	68.1	55.5	LOW
11650-7	MID	1	9.0	23.9	1.92	1.92	2.42	4.5	120.0	50.0	59.3	LOW
11650-70	HIGH	1	10.0	26.7	4.5	4.5	4.58	7.33	145.0	40.3	86.5	LOW
11650-70	LOW	1	2.0	4.3	4.17	4.17	4.17	5.83	50.0	66.7	75.1	LOW
11650-70	MID	1	6.0	15.5	4.17	4.17	4.17	6.83	60.0	56.9	78.8	LOW
11650-700	HIGH	1	20.0	54.7	6.08	6.08	7.17	8.08	300.0	15.3	91.9	LEVEL_MISMATCH
11650-700	LOW	1	4.0	9.9	4.0	3.58	5.0	6.92	70.0	69.4	74.1	LEVEL_MISMATCH
11650-700	MID	1	12.0	32.3	5.08	4.58	6.08	7.75	105.0	45.8	82.4	LEVEL_MISMATCH
11650-701	HIGH	1	13.0	35.1	1.0	1.0	1.0	5.5	0.0	100.0	54.3	LOW
11650-701	LOW	1	3.0	7.1	0.0	0.0	0.0	0.67	0.0	100.0	36.2	LOW
11650-701	MID	1	8.0	21.1	0.0	0.0	0.0	3.67	0.0	100.0	43.9	LOW
11650-702	HIGH	1	9.0	23.9	6.08	6.08	8.0	8.08	195.0	44.4	98.4	LOW
11650-702	LOW	1	2.0	4.3	6.08	6.08	7.83	8.08	165.0	54.2	93.9	LOW
11650-702	MID	1	5.0	12.7	6.08	6.08	7.92	8.08	165.0	54.2	95.7	LOW
11650-704	HIGH	1	9.0	23.9	5.75	5.75	6.75	7.92	90.0	41.7	94.7	LOW
11650-704	LOW	1	2.0	4.3	4.25	3.83	5.25	7.08	50.0	59.7	88.5	LOW
11650-704	MID	1	5.0	12.7	5.33	5.33	6.33	7.33	80.0	52.8	91.1	LOW
11650-706	HIGH	1	6.0	15.5	2.0	1.0	2.0	3.5	5.0	98.6	39.5	LOW
11650-706	LOW	1	2.0	4.3	0.67	0.33	0.67	3.5	0.0	100.0	34.1	LOW
11650-706	MID	1	4.0	9.9	0.75	0.33	0.75	3.5	5.0	98.6	36.6	LOW
11650-708	HIGH	2	12.0	32.3	6.08	6.08	7.79	8.08	320.0	11.1	88.65	HIGH
11650-708	LOW	2	3.0	7.1	2.21	2.21	3.21	7.705	67.5	61.849999999999994	75.1	HIGH
11650-708	MID	2	7.0	18.3	4.71	4.71	5.71	8.08	140.0	41.65	80.55	HIGH
11650-710	HIGH	1	10.0	26.7	6.08	6.08	8.0	8.08	360.0	0.0	90.0	LOW
11650-710	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	305.0	8.3	86.8	LOW
11650-710	MID	1	6.0	15.5	6.08	6.08	7.92	8.08	360.0	0.0	88.4	LOW
11650-715	HIGH	1	5.0	12.7	6.08	6.08	7.75	8.08	160.0	16.7	84.7	LEVEL_MISMATCH
11650-715	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	140.0	20.8	83.0	LEVEL_MISMATCH
11650-715	MID	1	3.0	7.1	6.08	6.08	7.75	8.08	160.0	16.7	83.6	LEVEL_MISMATCH
11650-716	HIGH	1	7.0	18.3	6.08	6.08	7.33	8.08	215.0	26.4	83.7	LOW
11650-716	LOW	1	2.0	4.3	5.92	5.58	7.08	7.83	145.0	43.1	79.8	LOW
11650-716	MID	1	4.0	9.9	6.08	6.08	7.25	7.92	160.0	38.9	81.3	LOW
11650-717	HIGH	1	5.0	12.7	6.08	6.08	7.17	8.08	185.0	26.4	84.6	LOW
11650-717	LOW	1	2.0	4.3	5.75	5.75	6.75	8.08	105.0	44.4	82.6	LOW
11650-717	MID	1	3.0	7.1	5.83	5.83	6.83	8.08	110.0	41.7	83.2	LOW
11650-718	HIGH	1	5.0	12.7	6.0	6.0	7.0	8.0	210.0	27.8	85.4	LOW
11650-718	LOW	1	2.0	4.3	5.75	5.75	6.75	7.83	135.0	40.3	83.3	LOW
11650-718	MID	1	3.0	7.1	5.75	5.75	6.75	7.92	140.0	38.9	84.0	LOW
11650-72	HIGH	1	11.0	29.5	6.08	6.08	7.42	8.08	360.0	0.0	101.9	LOW
11650-72	LOW	1	3.0	7.1	4.92	4.92	5.17	7.58	150.0	27.8	93.7	LOW
11650-72	MID	1	7.0	18.3	5.58	5.58	5.83	8.08	150.0	25.0	97.0	LOW
11650-721	HIGH	1	6.0	15.5	0.0	0.0	0.0	1.5	0.0	100.0	44.1	LEVEL_MISMATCH
11650-721	LOW	1	2.0	4.3	0.0	0.0	0.0	0.0	0.0	100.0	36.1	LEVEL_MISMATCH
11650-721	MID	1	4.0	9.9	0.0	0.0	0.0	0.5	0.0	100.0	39.8	LEVEL_MISMATCH
11650-724	HIGH	3	31.0	85.5	6.08	6.08	8.08	8.08	310.0	13.9	125.6	MIXED
11650-724	LOW	3	7.0	18.3	4.17	2.58	4.83	7.67	130.0	51.4	81.9	MIXED
11650-724	MID	3	19.0	51.9	6.08	6.08	8.08	8.08	155.0	19.4	93.3	MIXED
11650-73	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	360.0	0.0	97.6	LOW
11650-73	LOW	1	2.0	4.3	5.83	5.08	7.33	8.08	165.0	27.8	92.3	LOW
11650-73	MID	1	6.0	15.5	6.08	6.08	7.67	8.08	185.0	23.6	95.0	LOW
11650-732	HIGH	3	11.0	29.5	6.08	6.08	8.08	8.08	190.0	45.8	88.9	NAME
11650-732	LOW	3	3.0	7.1	5.17	5.17	6.17	5.5	170.0	51.4	73.1	NAME
11650-732	MID	3	7.0	18.3	5.75	5.75	6.75	6.83	170.0	51.4	80.2	NAME
11650-735	HIGH	1	5.0	12.7	4.83	4.83	6.5	8.08	115.0	40.3	105.1	LEVEL_MISMATCH
11650-735	LOW	1	2.0	4.3	4.83	4.83	5.92	8.0	115.0	45.8	103.1	LEVEL_MISMATCH
11650-735	MID	1	3.0	7.1	4.83	4.83	6.08	8.08	115.0	44.4	103.7	LEVEL_MISMATCH
11650-739	HIGH	1	5.0	12.7	4.33	4.33	4.33	6.17	20.0	94.4	65.0	LOW
11650-739	LOW	1	2.0	4.3	1.92	1.92	1.92	4.92	0.0	100.0	54.1	LOW
11650-739	MID	1	3.0	7.1	1.92	1.92	1.92	5.25	0.0	100.0	57.9	LOW
11650-741	HIGH	1	12.0	32.3	6.08	6.08	7.42	8.0	80.0	68.1	52.0	LOW
11650-741	LOW	1	3.0	7.1	5.75	5.75	6.75	7.33	30.0	91.7	43.7	LOW
11650-741	MID	1	7.0	18.3	6.0	6.0	7.0	7.67	55.0	76.4	47.2	LOW
11650-753	HIGH	1	5.0	12.7	0.75	0.75	0.75	0.83	20.0	94.4	38.5	LEVEL_MISMATCH
11650-753	LOW	1	2.0	4.3	0.75	0.75	0.75	0.83	20.0	94.4	34.2	LEVEL_MISMATCH
11650-753	MID	1	3.0	7.1	0.75	0.75	0.75	0.83	20.0	94.4	35.5	LEVEL_MISMATCH
11650-755	HIGH	1	5.0	12.7	6.08	6.08	7.83	8.08	240.0	23.6	83.9	LOW
11650-755	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	180.0	29.2	81.4	LOW
11650-755	MID	1	3.0	7.1	6.08	6.08	7.83	8.08	235.0	25.0	82.2	LOW
11650-759	HIGH	4	19.0	51.9	6.08	6.08	7.75	8.08	360.0	0.0	151.35000000000002	NAME
11650-759	LOW	4	4.0	9.9	6.08	6.08	7.75	6.25	150.0	16.7	115.5	NAME
11650-759	MID	4	11.0	29.5	6.08	6.08	7.75	7.205	150.0	16.7	120.3	NAME
11650-762	HIGH	1	5.0	12.7	2.92	1.5	3.58	8.08	160.0	51.4	80.9	LEVEL_MISMATCH
11650-762	LOW	1	2.0	4.3	2.92	1.5	3.42	8.08	160.0	51.4	76.7	LEVEL_MISMATCH
11650-762	MID	1	3.0	7.1	2.92	1.5	3.42	8.08	160.0	51.4	78.0	LEVEL_MISMATCH
11650-763	HIGH	1	5.0	12.7	6.08	6.08	7.92	8.08	130.0	51.4	74.4	LEVEL_MISMATCH
11650-763	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	130.0	55.6	70.3	LEVEL_MISMATCH
11650-763	MID	1	3.0	7.1	6.08	6.08	7.83	8.08	130.0	52.8	71.6	LEVEL_MISMATCH
11650-764	HIGH	2	10.0	26.7	3.835	3.835	4.835	6.04	100.0	57.599999999999994	76.5	NAME
11650-764	LOW	2	2.5	5.699999999999999	2.455	2.455	2.875	5.375	97.5	61.8	65.85	NAME
11650-764	MID	2	6.0	15.5	2.585	2.585	3.165	5.585	97.5	61.8	69.95	NAME
11650-765	HIGH	1	5.0	12.7	6.08	6.08	8.08	8.08	225.0	9.7	108.1	LOW
11650-765	LOW	1	2.0	4.3	6.08	6.08	8.08	8.08	225.0	11.1	107.3	LOW
11650-765	MID	1	3.0	7.1	6.08	6.08	8.08	8.08	225.0	9.7	107.5	LOW
11650-771	HIGH	1	10.0	26.7	6.08	6.08	7.5	8.08	135.0	12.5	83.5	LOW
11650-771	LOW	1	2.0	4.3	3.58	3.58	3.58	6.83	35.0	77.8	67.2	LOW
11650-771	MID	1	6.0	15.5	5.17	5.17	5.17	7.92	35.0	75.0	74.9	LOW
11650-774	HIGH	3	13.0	35.1	6.08	6.08	7.5	8.08	280.0	18.1	91.3	NAME
11650-774	LOW	3	3.0	7.1	4.92	4.92	5.92	6.5	65.0	61.1	72.6	NAME
11650-774	MID	3	8.0	21.1	5.17	4.92	5.92	8.08	95.0	54.2	78.3	NAME
11650-81	HIGH	1	9.0	23.9	6.08	6.08	8.08	8.08	265.0	15.3	101.3	LOW
11650-81	LOW	1	2.0	4.3	6.08	6.08	8.08	7.83	170.0	19.4	95.7	LOW
11650-81	MID	1	5.0	12.7	6.08	6.08	8.08	8.08	265.0	18.1	97.9	LOW
11650-827	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	360.0	0.0	92.1	LOW
11650-827	LOW	1	2.0	4.3	6.08	6.08	7.92	8.08	170.0	23.6	87.8	LOW
11650-827	MID	1	6.0	15.5	6.08	6.08	8.0	8.08	170.0	15.3	89.9	LOW
11650-829	HIGH	1	5.0	12.7	6.0	6.0	7.0	7.83	65.0	52.8	104.4	LOW
11650-829	LOW	1	2.0	4.3	5.83	5.83	6.83	7.83	65.0	58.3	103.3	LOW
11650-829	MID	1	3.0	7.1	5.83	5.83	6.83	7.83	65.0	55.6	103.6	LOW
11650-83	HIGH	1	11.0	29.5	6.08	6.08	7.42	8.08	295.0	9.7	85.0	HIGH
11650-83	LOW	1	3.0	7.1	5.33	5.33	6.33	8.08	50.0	58.3	76.0	HIGH
11650-83	MID	1	7.0	18.3	6.0	6.0	7.0	8.08	60.0	41.7	81.3	HIGH
11650-833	HIGH	3	8.0	21.1	6.08	6.08	7.67	8.08	130.0	45.8	79.7	NAME
11650-833	LOW	3	2.0	4.3	3.5	3.5	4.33	6.33	90.0	65.3	72.2	NAME
11650-833	MID	3	5.0	12.7	5.67	5.67	6.67	8.08	100.0	56.9	75.4	NAME
11650-834	HIGH	1	5.0	12.7	5.75	5.75	6.75	7.58	110.0	48.6	80.5	NAME
11650-834	LOW	1	2.0	4.3	5.5	5.5	6.5	7.17	110.0	59.7	78.0	NAME
11650-834	MID	1	3.0	7.1	5.67	5.67	6.67	7.25	110.0	55.6	78.9	NAME
11650-837	HIGH	1	7.0	18.3	5.25	5.25	5.5	7.58	70.0	50.0	78.1	LOW
11650-837	LOW	1	2.0	4.3	4.92	4.92	5.17	6.75	70.0	63.9	74.7	LOW
11650-837	MID	1	4.0	9.9	5.08	5.08	5.33	7.17	70.0	59.7	76.1	LOW
11650-838	HIGH	1	5.0	12.7	4.83	4.83	5.83	6.83	85.0	51.4	79.2	LOW
11650-838	LOW	1	2.0	4.3	4.58	4.58	5.58	6.42	85.0	58.3	77.3	LOW
11650-838	MID	1	3.0	7.1	4.67	4.67	5.67	6.58	85.0	56.9	77.9	LOW
11650-84	HIGH	1	10.0	26.7	6.08	6.08	8.08	8.08	150.0	13.9	96.6	LOW
11650-84	LOW	1	2.0	4.3	6.08	6.08	7.75	8.08	95.0	36.1	90.2	LOW
11650-84	MID	1	6.0	15.5	6.08	6.08	7.75	8.08	120.0	27.8	93.3	LOW
11650-840	HIGH	1	7.0	18.3	3.83	3.83	4.92	7.83	185.0	41.7	83.0	LOW
11650-840	LOW	1	2.0	4.3	0.92	0.92	1.92	6.0	165.0	48.6	74.6	LOW
11650-840	MID	1	4.0	9.9	0.92	0.92	1.92	7.33	165.0	48.6	77.6	LOW
11650-841	HIGH	1	6.0	15.5	6.08	6.08	7.75	7.75	230.0	19.4	82.3	LOW
11650-841	LOW	1	2.0	4.3	6.08	6.08	7.75	6.83	125.0	33.3	79.3	LOW
11650-841	MID	1	4.0	9.9	6.08	6.08	7.75	7.17	205.0	22.2	80.8	LOW
11650-85	HIGH	5	10.0	26.7	5.42	5.42	6.42	8.08	190.0	36.1	87.8	NAME
11650-85	LOW	5	2.0	4.3	4.08	4.08	5.08	7.17	65.0	61.1	77.4	NAME
11650-85	MID	5	6.0	15.5	4.08	4.08	5.08	7.42	85.0	54.2	82.8	NAME
11650-88	HIGH	2	10.5	28.1	6.08	6.08	7.665	7.375	172.5	45.8	89.4	MIXED
11650-88	LOW	2	2.5	5.699999999999999	3.415	3.205	4.915	7.0	85.0	65.30000000000001	80.65	MIXED
11650-88	MID	2	6.5	16.9	3.915	3.455	5.5	7.165	150.0	52.75	84.7	MIXED
11650-89	HIGH	1	10.0	26.7	5.83	5.83	6.83	8.08	175.0	30.6	83.6	HIGH
11650-89	LOW	1	2.0	4.3	0.67	0.33	0.67	7.25	45.0	75.0	68.1	HIGH
11650-89	MID	1	6.0	15.5	4.92	4.92	5.25	8.08	55.0	66.7	75.9	HIGH
11650-91	HIGH	1	5.0	12.7	2.58	2.17	2.58	6.67	25.0	79.2	78.9	LEVEL_MISMATCH
11650-91	LOW	1	2.0	4.3	2.0	1.58	2.0	5.42	25.0	79.2	74.3	LEVEL_MISMATCH
11650-91	MID	1	3.0	7.1	2.25	1.83	2.25	5.75	25.0	79.2	75.8	LEVEL_MISMATCH
11650-92	HIGH	1	5.0	12.7	6.08	6.08	7.25	8.08	170.0	37.5	81.7	LOW
11650-92	LOW	1	2.0	4.3	5.75	5.75	6.75	7.92	150.0	45.8	79.3	LOW
11650-92	MID	1	3.0	7.1	5.92	5.92	6.92	8.0	160.0	43.1	80.1	LOW
11650-94	HIGH	1	9.0	23.9	6.08	6.08	7.33	8.08	165.0	25.0	83.9	LOW
11650-94	LOW	1	2.0	4.3	5.33	5.33	6.33	8.08	90.0	50.0	79.6	LOW
11650-94	MID	1	5.0	12.7	5.75	5.75	6.75	8.08	105.0	37.5	81.5	LOW
11650-95	HIGH	1	12.0	32.3	6.08	6.08	8.08	8.08	345.0	4.2	87.7	LOW
11650-95	LOW	1	3.0	7.1	6.08	6.08	7.83	8.08	90.0	41.7	80.7	LOW
11650-95	MID	1	7.0	18.3	6.08	6.08	8.0	8.08	95.0	23.6	82.7	LOW
11650-97	HIGH	4	13.0	35.1	5.915	5.915	7.0	6.79	115.0	52.05	86.65	NAME
11650-97	LOW	4	3.0	7.1	5.125	5.125	5.915	5.915	17.5	88.19999999999999	67.1	NAME
11650-97	MID	4	8.0	21.1	5.125	5.125	5.915	6.71	67.5	72.9	74.1	NAME
11650-98	HIGH	1	9.0	23.9	4.5	2.25	5.67	8.08	285.0	20.8	81.7	LOW
11650-98	LOW	1	2.0	4.3	2.92	2.25	3.58	8.08	80.0	31.9	78.6	LOW
11650-98	MID	1	5.0	12.7	3.42	2.25	4.17	8.08	270.0	23.6	80.0	LOW
11680-1	HIGH	1	8.0	21.1	6.08	6.08	7.17	8.08	135.0	43.1	82.6	LOW
11680-1	LOW	1	2.0	4.3	5.5	4.67	5.5	8.0	110.0	59.7	79.1	LOW
11680-1	MID	1	5.0	12.7	5.92	5.92	6.67	8.08	135.0	50.0	80.9	LOW
11680-101	HIGH	2	10.0	26.7	6.08	6.08	7.375	8.08	152.5	20.15	83.4	NAME
11680-101	LOW	2	2.0	4.3	2.58	2.58	2.875	7.955	50.0	71.5	71.3	NAME
11680-101	MID	2	6.0	15.5	5.875	5.705	7.085	7.955	122.5	51.349999999999994	77.4	NAME
11680-104	HIGH	1	10.0	26.7	4.33	4.17	5.33	8.08	220.0	22.2	85.2	LOW
11680-104	LOW	1	2.0	4.3	3.58	3.5	3.58	7.67	165.0	40.3	80.5	LOW
11680-104	MID	1	6.0	15.5	3.67	3.5	4.17	8.0	200.0	31.9	82.8	LOW
11680-105	HIGH	1	7.0	18.3	4.33	3.75	4.33	8.08	165.0	54.2	75.0	LOW
11680-105	LOW	1	2.0	4.3	0.75	0.67	0.75	7.42	95.0	68.1	69.8	LOW
11680-105	MID	1	4.0	9.9	2.5	1.5	2.5	7.75	135.0	61.1	71.8	LOW
11680-109	HIGH	6	11.0	29.5	6.08	6.08	7.75	8.08	155.0	21.5	82.75	NAME
11680-109	LOW	6	3.0	7.1	5.295	5.295	6.29	7.17	80.0	72.2	69.4	NAME
11680-109	MID	6	7.0	18.3	5.625	5.625	6.75	8.08	80.0	65.3	75.95	NAME
11680-121	HIGH	6	11.0	29.5	6.08	6.08	7.375	8.08	202.5	16.700000000000003	84.55	NAME
11680-121	LOW	6	2.5	5.699999999999999	1.915	1.58	2.665	8.08	55.0	73.6	73.3	NAME
11680-121	MID	6	6.5	16.9	4.915	4.915	5.915	8.08	67.5	61.1	78.65	NAME
11680-128	HIGH	1	10.0	26.7	6.08	6.08	7.83	8.08	250.0	15.3	87.0	LOW
11680-128	LOW	1	2.0	4.3	6.08	6.08	7.33	8.08	170.0	34.7	83.5	LOW
11680-128	MID	1	6.0	15.5	6.08	6.08	7.5	8.08	235.0	20.8	85.3	LOW
11680-1327	HIGH	1	13.0	35.1	6.08	6.08	7.67	7.83	145.0	56.9	76.8	LOW
11680-1327	LOW	1	3.0	7.1	6.08	6.08	7.58	7.75	50.0	79.2	58.2	LOW
11680-1327	MID	1	8.0	21.1	6.08	6.08	7.58	7.83	95.0	65.3	65.8	LOW
11680-136	HIGH	1	10.0	26.7	6.08	6.08	7.33	8.08	345.0	4.2	84.5	LOW
11680-136	LOW	1	2.0	4.3	5.58	5.58	5.83	8.08	130.0	40.3	79.4	LOW
11680-136	MID	1	6.0	15.5	5.92	5.92	6.58	8.08	140.0	29.2	82.0	LOW
11680-150	HIGH	1	9.0	23.9	3.83	3.83	4.08	5.08	135.0	61.1	64.3	HIGH
11680-150	LOW	1	2.0	4.3	0.0	0.0	0.0	3.33	60.0	75.0	53.7	HIGH
11680-150	MID	1	5.0	12.7	0.0	0.0	0.0	4.92	75.0	69.4	58.0	HIGH
11680-151	HIGH	1	8.0	21.1	2.25	1.33	3.5	6.83	120.0	61.1	63.7	HIGH
11680-151	LOW	1	2.0	4.3	1.92	1.0	2.83	5.58	55.0	69.4	55.1	HIGH
11680-151	MID	1	5.0	12.7	2.08	1.17	3.17	6.42	65.0	63.9	59.1	HIGH
11680-155	HIGH	1	19.0	51.9	6.08	6.08	8.0	8.08	290.0	13.9	92.3	LOW
11680-155	LOW	1	4.0	9.9	4.17	4.17	5.17	6.33	65.0	75.0	63.2	LOW
11680-155	MID	1	11.0	29.5	4.92	4.92	5.92	8.08	110.0	45.8	78.0	LOW
11680-158	HIGH	1	9.0	23.9	6.08	6.08	8.0	8.08	200.0	16.7	84.1	LOW
11680-158	LOW	1	2.0	4.3	6.08	6.08	7.75	7.42	175.0	25.0	80.6	LOW
11680-158	MID	1	5.0	12.7	6.08	6.08	7.92	7.75	200.0	22.2	82.1	LOW
11680-16	HIGH	1	5.0	12.7	6.08	6.08	7.5	8.08	150.0	37.5	82.1	LEVEL_MISMATCH
11680-16	LOW	1	2.0	4.3	6.08	6.08	7.5	8.08	110.0	40.3	80.4	LEVEL_MISMATCH
11680-16	MID	1	3.0	7.1	6.08	6.08	7.5	8.08	115.0	38.9	81.0	LEVEL_MISMATCH
11680-160	HIGH	1	7.0	18.3	6.08	6.08	7.42	8.08	105.0	41.7	80.9	LOW
11680-160	LOW	1	2.0	4.3	6.08	6.08	7.08	8.08	90.0	56.9	74.8	LOW
11680-160	MID	1	4.0	9.9	6.08	6.08	7.17	8.08	90.0	54.2	77.2	LOW
11680-161	HIGH	1	5.0	12.7	6.08	6.08	7.5	8.08	115.0	31.9	84.3	HIGH
11680-161	LOW	1	2.0	4.3	6.08	6.08	7.33	8.0	75.0	51.4	82.5	HIGH
11680-161	MID	1	3.0	7.1	6.08	6.08	7.42	8.0	75.0	48.6	83.1	HIGH
11680-162	HIGH	1	5.0	12.7	5.75	5.75	6.75	8.08	90.0	45.8	80.5	LOW
11680-162	LOW	1	2.0	4.3	5.75	5.75	6.75	8.08	90.0	51.4	78.1	LOW
11680-162	MID	1	3.0	7.1	5.75	5.75	6.75	8.08	90.0	48.6	78.9	LOW
11680-164	HIGH	1	5.0	12.7	0.75	0.67	0.75	2.83	135.0	61.1	64.8	LEVEL_MISMATCH
11680-164	LOW	1	2.0	4.3	0.67	0.67	0.67	2.67	120.0	65.3	62.6	LEVEL_MISMATCH
11680-164	MID	1	3.0	7.1	0.67	0.67	0.67	2.67	120.0	65.3	63.3	LEVEL_MISMATCH
11680-166	HIGH	1	17.0	46.3	6.08	6.08	8.08	8.08	130.0	44.4	106.8	LOW
11680-166	LOW	1	4.0	9.9	2.58	2.25	3.58	7.25	130.0	62.5	89.1	LOW
11680-166	MID	1	10.0	26.7	3.5	3.17	5.42	8.08	130.0	51.4	95.5	LOW
11680-168	HIGH	3	17.0	46.3	5.75	5.75	6.75	7.25	170.0	48.6	84.2	NAME
11680-168	LOW	3	4.0	9.9	0.0	0.0	0.0	4.42	70.0	72.2	61.2	NAME
11680-168	MID	3	10.0	26.7	2.67	2.58	3.08	6.33	85.0	62.5	68.3	NAME
11680-17	HIGH	1	6.0	15.5	6.08	6.08	7.5	7.0	190.0	16.7	84.4	LEVEL_MISMATCH
11680-17	LOW	1	2.0	4.3	6.08	6.08	7.42	6.5	120.0	20.8	82.1	LEVEL_MISMATCH
11680-17	MID	1	4.0	9.9	6.08	6.08	7.5	6.58	190.0	18.1	83.2	LEVEL_MISMATCH
11680-171	HIGH	1	8.0	21.1	4.25	4.25	4.92	7.33	25.0	79.2	71.1	NAME
11680-171	LOW	1	2.0	4.3	2.08	1.58	2.58	6.67	20.0	87.5	60.3	NAME
11680-171	MID	1	5.0	12.7	3.5	3.5	4.08	7.33	25.0	80.6	65.4	NAME
11680-172	HIGH	1	12.0	32.3	6.08	6.08	8.0	8.08	200.0	25.0	108.9	LOW
11680-172	LOW	1	3.0	7.1	6.08	6.08	7.75	7.08	145.0	54.2	98.4	LOW
11680-172	MID	1	7.0	18.3	6.08	6.08	7.83	8.08	145.0	52.8	103.1	LOW
11680-177	HIGH	2	17.0	46.3	5.625	5.625	6.96	7.165	147.5	29.85	82.80000000000001	NAME
11680-177	LOW	2	4.0	9.9	2.79	1.625	3.125	6.375	10.0	93.75	64.0	NAME
11680-177	MID	2	10.0	26.7	4.875	4.875	5.375	6.79	35.0	75.0	72.94999999999999	NAME
11680-178	HIGH	1	17.0	46.3	6.08	6.08	7.75	8.08	360.0	0.0	84.9	LOW
11680-178	LOW	1	4.0	9.9	2.0	2.0	2.0	7.5	50.0	80.6	68.1	LOW
11680-178	MID	1	10.0	26.7	4.58	4.58	4.75	8.08	50.0	68.1	75.9	LOW
11680-18	HIGH	1	9.0	23.9	6.08	6.08	6.83	8.08	270.0	9.7	92.6	LOW
11680-18	LOW	1	2.0	4.3	5.92	5.92	5.92	8.08	160.0	23.6	90.1	LOW
11680-18	MID	1	5.0	12.7	6.08	6.08	6.5	8.08	255.0	16.7	91.2	LOW
11680-180	HIGH	1	11.0	29.5	5.42	5.42	6.42	8.08	210.0	33.3	88.2	LOW
11680-180	LOW	1	3.0	7.1	4.92	4.92	5.92	8.08	160.0	54.2	84.9	LOW
11680-180	MID	1	7.0	18.3	5.17	5.17	6.17	8.08	160.0	48.6	86.8	LOW
11680-181	HIGH	1	10.0	26.7	5.25	5.25	6.33	8.08	220.0	19.4	118.2	LOW
11680-181	LOW	1	2.0	4.3	4.17	4.17	5.17	6.75	190.0	31.9	114.0	LOW
11680-181	MID	1	6.0	15.5	4.58	4.58	5.58	8.08	210.0	27.8	116.1	LOW
11680-182	HIGH	1	15.0	40.7	6.08	6.08	8.08	8.08	210.0	22.2	120.2	LOW
11680-182	LOW	1	3.0	7.1	0.67	0.33	1.67	6.67	140.0	59.7	98.2	LOW
11680-182	MID	1	9.0	23.9	3.83	3.5	5.33	8.08	140.0	51.4	107.4	LOW
11680-183	HIGH	1	9.0	23.9	5.0	4.83	5.08	8.08	95.0	41.7	79.0	LOW
11680-183	LOW	1	2.0	4.3	4.67	4.67	4.67	7.67	90.0	51.4	72.7	LOW
11680-183	MID	1	5.0	12.7	4.75	4.75	4.75	8.0	90.0	51.4	76.0	LOW
11680-186	HIGH	1	5.0	12.7	6.08	6.08	7.0	6.92	110.0	50.0	64.6	LEVEL_MISMATCH
11680-186	LOW	1	2.0	4.3	6.08	6.08	6.92	6.92	110.0	50.0	61.8	LEVEL_MISMATCH
11680-186	MID	1	3.0	7.1	6.08	6.08	6.92	6.92	110.0	50.0	62.7	LEVEL_MISMATCH
11680-187	HIGH	3	13.0	35.1	6.08	6.08	7.92	7.92	180.0	15.3	84.6	NAME
11680-187	LOW	3	3.0	7.1	5.92	5.92	6.5	7.5	50.0	63.9	75.5	NAME
11680-187	MID	3	8.0	21.1	6.08	6.08	7.25	7.83	55.0	54.2	80.0	NAME
11680-189	HIGH	3	13.0	35.1	2.0	1.25	3.17	7.58	70.0	51.4	84.4	NAME
11680-189	LOW	3	3.0	7.1	0.25	0.25	0.42	5.33	60.0	76.4	73.3	NAME
11680-189	MID	3	8.0	21.1	2.0	1.25	2.5	6.58	60.0	69.4	78.7	NAME
11680-19	HIGH	1	10.0	26.7	6.08	6.08	7.58	8.08	125.0	33.3	82.3	LOW
11680-19	LOW	1	2.0	4.3	3.0	2.25	4.0	7.33	30.0	86.1	67.3	LOW
11680-19	MID	1	6.0	15.5	3.58	2.25	4.58	7.67	30.0	75.0	74.2	LOW
11680-190	HIGH	1	11.0	29.5	5.67	5.67	5.92	7.0	85.0	70.8	73.3	LOW
11680-190	LOW	1	3.0	7.1	1.0	1.0	1.0	6.58	60.0	75.0	61.7	LOW
