aptSeq	apt_name	gu	confidence	osm_id	name	name_key	levels	height_m	dist_m	assign_method
11680-699	논현동한화꿈에그린	강남구	LOW	1081707265	한화꿈에그린1차아파트	한화꿈에그린1차아파트	11.0	30.8	1.5176377239727696	nearest
11680-104	거평프리젠	강남구	LOW	1081707266	거평아파트	거평아파트			3.6319456540758552	nearest
11680-3592	e-편한세상	강남구	LOW	1081707267	e편한세상아파트	E편한세상아파트	11.0	30.0	12.627900447942071	nearest
11650-7	대호프레조빌	서초구	LOW	1111528403	메가스터디교육(주)	메가스터디교육(주)	10.0	41.0	136.7122137892607	nearest
11620-4322	한일유앤아이2차	관악구	LOW	1172339702	남현한일유앤아이2차아파트	남현한일유앤아이2차아파트			2.222400159867166	nearest
11620-188	새진8차	관악구	LOW	1172339716	201동	201	4.0	13.0	68.48146910526907	nearest
11620-23	은천1	관악구	HIGH	1172339723	104동	104	8.0	22.0	1.9790264449787704	boundary
11620-23	은천1	관악구	HIGH	1172339724	103동	103	9.0	24.0	42.71530405950895	boundary
11620-23	은천1	관악구	HIGH	1172339725	101동	101	16.0	43.0	86.56137855580639	boundary
11620-23	은천1	관악구	HIGH	1172339726	102동	102	16.0	43.0	51.20990643183244	boundary
11650-168	반포두산힐스빌	서초구	LOW	1173093455	반포두산힐스빌	반포두산힐스빌	12.0	39.0	5.6837514976197285	nearest
11650-684	대성유니드	서초구	LOW	1173093461	반포대성유니드아파트	반포대성유니드아파트	12.0	33.0	35.70177147515721	nearest
11650-213	일신반포빌라트	서초구	LOW	1173093462	반포신일빌라트	반포신일빌라트	10.0	29.0	0.4369252945502819	nearest
11650-370	한화엘르빌	서초구	LOW	1211484811	한화엘르빌	한화엘르빌	6.0	16.799999999999997	1.0833243722654886	nearest
11650-4997	더샵반포리버파크	서초구	LOW	1263163053	더샵반포리버파크	더샵반포리버파크	7.0	25.0	32.644402743935835	nearest
11680-663	에벤에셀빌라트	강남구	LOW	1280897470	더팜빌	더팜빌			237.6811609033909	nearest
11680-557	두영	강남구	LOW	1312584731	학동역 이안테라디움	학동역이안테라디움	14.0	48.0	206.0247305222104	nearest
11650-589	방배신동아럭스빌	서초구	LOW	1321514679	방배신동아럭스빌아파트	방배신동아럭스빌아파트	14.0	43.0	52.28635982390255	nearest
11680-84	현대빌라(43-1)	강남구	LOW	1351982105	현대빌라	현대빌라			0.0360283886205741	nearest
11650-3843	신사레전드	서초구	LOW	1359383617	크레신타워 오피스텔	크레신타워오피스텔	15.0	57.0	46.18856381312655	nearest
11650-451	현대	서초구	LOW	1370470797	현대아파트	현대아파트			4.19969795485766	nearest
11650-3546	골드아트빌	서초구	LOW	1424693919	디오슈페리움1	디오슈페리움1	25.0	82.0	245.19168438576253	nearest
11650-3343	방배디오슈페리움Ⅰ	서초구	LOW	1424693920	디오슈페리움1	디오슈페리움1	25.0	82.0	16.704976653930345	nearest
11680-3730	논현동월드메르디앙	강남구	LOW	1434834017	논현월드메르디앙아파트	논현월드메르디앙아파트	13.0	32.0	3.621458254292493	nearest
11680-158	논현베르빌	강남구	LOW	1434836557	논현베르빌아파트	논현베르빌아파트	10.0	27.0	8.577032724202962	nearest
11680-489	역삼동그린비	강남구	LOW	1435112030	103	103	11.0	38.0	111.1555701949562	nearest
11680-5272	원에디션강남	강남구	HIGH	1435112031	101	101	20.0	66.0	9.806916644036452	boundary
11650-407	서초이에스에이3차	서초구	LOW	1444101649	서초ESA 3차	서초ESA3차	14.0	37.0	2.8594155285466107	nearest
11650-4	서초금호어울림	서초구	LOW	1444101650	서초 금호어울림아파트	서초금호어울림아파트	15.0	44.0	8.111943797939738	nearest
11650-34	서초대우	서초구	LOW	1444101657	대우엘로즈카운티	대우엘로즈카운티	15.0	45.0	3.8120280156115967	nearest
11650-2	그린빌라트	서초구	LOW	1444787248	그린빌라트	그린빌라트	12.0	33.0	2.8337508019201314	nearest
11650-3228	서초두산위브2	서초구	LOW	1444792134	서초두산위브2	서초두산위브2	12.0	35.0	3.111154796779452	nearest
11650-61	월드빌라트	서초구	LOW	1444792136	월드빌라트	월드빌라트	11.0	30.0	3.2598627114489767	nearest
11650-840	서신	서초구	LOW	1445232739	서신아파트	서신아파트			20.241002801825605	nearest
11650-713	상지리츠빌(6)	서초구	LOW	1445232759	1동	1			30.492238324942026	nearest
11650-714	라파엘로	서초구	LOW	1445232760	2동	2			39.12068658799541	nearest
11650-3261	상지리츠빌(10)	서초구	LOW	1445235857	서초상지리츠빌10차	서초상지리츠빌10차			3.249897360313415	nearest
11680-686	한티(933-0)	강남구	HIGH	1456494807	102	102	6.0	17.0	3.4447427490101146	boundary
11680-579	한티(933-35)	강남구	HIGH	1456494808	101	101	7.0	20.0	6.940275802961554	boundary
11680-231	세연파크뷰	강남구	LOW	1456494812	세연파크뷰아파트	세연파크뷰아파트			0.6854711232743081	nearest
11680-5272	원에디션강남	강남구	HIGH	1467081990	102	102		66.0	35.3870901548415	boundary
11710-6249	리센츠	송파구	LOW	129600576	503동	503	15.0	42.0	227.3865367124675	nearest
11710-6249	리센츠	송파구	LOW	129600577	502동	502	15.0	42.0	176.1212971866677	nearest
11710-6249	리센츠	송파구	LOW	129600581	501동	501	15.0	42.0	152.2194516169197	nearest
11710-110	코오롱아파트	송파구	HIGH	220547938	코오롱아파트 105동	코오롱아파트105	15.0	42.0	202.5274204531323	boundary
11710-110	코오롱아파트	송파구	HIGH	220547951	코오롱아파트 106동	코오롱아파트106	15.0	42.0	142.81621692614482	boundary
11710-6088	가락스타클래스	송파구	LOW	261671038	스타클래스	스타클래스	19.0	72.0	2.085001338845543	nearest
11710-6249	리센츠	송파구	LOW	394541457	124	124	25.0	68.0	588.5555589792293	nearest
11710-6249	리센츠	송파구	LOW	394541466	133	133	29.0	82.0	530.477335829413	nearest
11710-143	현대1차	송파구	HIGH	452221381	101동	101	15.0	42.0	2.4489568886859896	boundary
11710-143	현대1차	송파구	HIGH	452221382	102동	102	13.0	36.4	76.20544164277973	boundary
11710-143	현대1차	송파구	HIGH	452221383	103동	103	15.0	42.0	74.86618517773202	boundary
11710-142	우방1	송파구	MIXED	452221384	106동	106	15.0	42.0	123.24294449989108	nearest
11710-143	현대1차	송파구	HIGH	452221385	105동	105	15.0	42.0	127.31018580186588	boundary
11710-143	현대1차	송파구	HIGH	452221386	관리사무소	관리사무소	2.0	5.6	34.32775027727522	boundary
11710-5589	롯데캐슬골드	송파구	LOW	468748449	529동	529	15.0	42.0	221.275698062181	nearest
11710-6249	리센츠	송파구	LOW	468748450	519동	519	15.0	42.0	584.4769072241916	nearest
11710-6249	리센츠	송파구	LOW	468748460	517동	517	15.0	42.0	508.9104737302089	nearest
11710-6249	리센츠	송파구	LOW	468748461	509동	509	15.0	42.0	263.18080340640785	nearest
11710-6249	리센츠	송파구	LOW	468748466	525동	525	15.0	42.0	539.4341591840305	nearest
11710-6249	리센츠	송파구	LOW	468748468	516동	516	15.0	42.0	412.872195935446	nearest
11710-130	현대(2-4차)	송파구	HIGH	468776921	오금현대아파트	오금현대아파트	14.0	39.2	178.2437445073468	boundary
11710-130	현대(2-4차)	송파구	HIGH	468776922	오금현대아파트	오금현대아파트	14.0	39.2	154.72023306274178	boundary
11710-5899	더샵스타리버	송파구	LOW	469271526	29동	29	14.0	39.2	287.0577674502966	nearest
11710-177	장미2	송파구	LOW	469271534	19동	19	14.0	39.2	155.6733124945494	nearest
11710-177	장미2	송파구	LOW	469271535	17동	17	14.0	39.2	83.0076397410774	nearest
11710-177	장미2	송파구	LOW	469271537	13동	13	14.0	39.2	3.13313497429508	nearest
11710-177	장미2	송파구	LOW	469271538	11동	11	14.0	39.2	96.10702996911036	nearest
11710-170	장미1	송파구	LOW	469271549	23동	23	14.0	39.2	251.10533858779596	nearest
11710-283	동궁리치웰문정(101)	송파구	LOW	471318228	엠스테이트C동	엠스테이트C	17.0	63.0	219.69239347748209	nearest
11710-278	온누리	송파구	LOW	471694810	온누리아파트	온누리아파트	7.0	19.6	3.1557203695888125	nearest
11710-159	우성아파트	송파구	HIGH	471715269	28동	28	15.0	42.0	469.720478038678	boundary
11710-159	우성아파트	송파구	HIGH	471715274	27동	27	15.0	42.0	446.3839984214656	boundary
11710-159	우성아파트	송파구	HIGH	471715275	29동	29	15.0	42.0	522.6121702808769	boundary
11710-159	우성아파트	송파구	HIGH	471715281	26동	26	15.0	42.0	419.0640449640686	boundary
11710-164	주공아파트 5단지	송파구	LOW	472434692	247동	247	30.0	91.0	127.34463086430225	nearest
11710-164	주공아파트 5단지	송파구	LOW	472434693	242동	242	29.0	88.0	221.8683154775416	nearest
11710-164	주공아파트 5단지	송파구	LOW	472434694	240동	240	29.0	88.0	291.7495315156284	nearest
11710-164	주공아파트 5단지	송파구	LOW	472434695	246동	246	33.0	99.0	134.428513139485	nearest
11710-164	주공아파트 5단지	송파구	LOW	472434696	245동	245	30.0	91.0	185.68675803028447	nearest
11710-164	주공아파트 5단지	송파구	LOW	472434697	244동	244	33.0	99.0	230.88065468782264	nearest
11710-164	주공아파트 5단지	송파구	LOW	472434698	243동	243	30.0	91.0	273.587901083362	nearest
11710-164	주공아파트 5단지	송파구	LOW	472445621	248동	248	30.0	91.0	132.58971433335935	nearest
11710-164	주공아파트 5단지	송파구	LOW	472445622	251동	251	29.0	88.0	195.4206320505584	nearest
11710-164	주공아파트 5단지	송파구	LOW	472445623	249동	249	33.0	99.0	147.50472603144885	nearest
11710-164	주공아파트 5단지	송파구	LOW	472445624	250동	250	28.0	86.0	232.48399440081067	nearest
11710-164	주공아파트 5단지	송파구	LOW	472445625	252동	252	27.0	83.0	236.73292004866985	nearest
11710-164	주공아파트 5단지	송파구	LOW	472445639	241동	241	28.0	86.0	275.3915725106072	nearest
11710-8245	파크하비오	송파구	HIGH	474323067	송파파크하비오푸르지오아파트 101동	송파파크하비오푸르지오아파트101	19.0	55.0	131.8856632360745	boundary
11710-8245	파크하비오	송파구	HIGH	474323070	송파파크하비오푸르지오아파트 102동	송파파크하비오푸르지오아파트102	18.0	53.0	74.52058026349758	boundary
11710-8245	파크하비오	송파구	HIGH	474323073	송파파크하비오푸르지오아파트103동	송파파크하비오푸르지오아파트103	19.0	55.0	147.65956935324996	boundary
11710-8245	파크하비오	송파구	HIGH	474323076	송파파크하비오푸르지오아파트106동	송파파크하비오푸르지오아파트106	18.0	52.0	100.43066074243124	boundary
11710-8245	파크하비오	송파구	HIGH	474323079	송파파크하비오푸르지오아파트106동	송파파크하비오푸르지오아파트106	19.0	55.0	135.13303671276722	boundary
11710-8245	파크하비오	송파구	HIGH	474323082	송파파크하비오푸르지오아파트105동	송파파크하비오푸르지오아파트105	19.0	55.0	177.0947068506004	boundary
11710-8245	파크하비오	송파구	HIGH	474323090	송파파크하비오푸르지오아파트108동	송파파크하비오푸르지오아파트108	19.0	55.0	181.77502543755264	boundary
11710-6174	골드팰리스아파트	송파구	LOW	478220892	골드팰리스아파트	골드팰리스아파트			3.928436221041279	nearest
11710-175	한신잠실코아	송파구	LOW	503503946	한신코아	한신코아	15.0	42.0	25.76474508451042	nearest
11710-174	한빛웰리스	송파구	LOW	521481563	웰리스타워	웰리스타워	22.0	83.0	9.189532601484355	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	553182295	3205	3205	15.0	43.0	246.9716144107919	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	553182296	3206	3206	15.0	43.0	196.62712001794443	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	553183791	3203	3203	15.0	43.0	353.38108060251955	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	553186669	3103	3103	15.0	45.0	258.58509671443016	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	553186671	3102	3102	15.0	45.0	308.9158646996859	nearest
11710-5899	더샵스타리버	송파구	LOW	596587264	잠실더샵스타리버	잠실더샵스타리버	39.0	128.0	11.06372865220107	nearest
11710-6284	잠실더샵스타파크	송파구	LOW	596587275	잠실더샵스타파크	잠실더샵스타파크	39.0	128.0	32.2665577008805	nearest
11710-8245	파크하비오	송파구	HIGH	631752725	203	203	19.0	58.0	212.6824092579832	boundary
11680-540	노빌리티빌리지	강남구	LOW	636223073	203	203	28.0	85.0	250.1016416790598	nearest
11710-8245	파크하비오	송파구	HIGH	649785826	202	202	18.0	55.0	108.55060431713788	boundary
11710-5714	올림픽선수기자촌1단지	송파구	HIGH	663601154	316	316	6.0	16.799999999999997	254.96054582731335	boundary
11710-5714	올림픽선수기자촌1단지	송파구	HIGH	663601155	317	317	10.0	28.0	196.0397849300202	boundary
11710-102	올림픽선수기자촌3단지	송파구	HIGH	663601156	318	318	16.0	44.8	97.52306855584052	boundary
11710-164	주공아파트 5단지	송파구	LOW	664696231	253동	253	28.0	94.0	247.201912985782	nearest
11680-400	금호어울림	강남구	LOW	669388522	금호어울림아파트	금호어울림아파트	11.0	31.0	9.630673816595042	nearest
11710-5715	올림픽선수기자촌2단지	송파구	MIXED	673518044	306	306	10.0	28.0	329.9614164232965	boundary
11710-102	올림픽선수기자촌3단지	송파구	HIGH	673518055	321	321	14.0	39.2	77.85486240807025	boundary
11710-5715	올림픽선수기자촌2단지	송파구	MIXED	673518060	255	255	24.0	67.19999999999999	179.53554275964143	nearest
11710-122	대림	송파구	MIXED	673518123	108	108	12.0	33.599999999999994	139.2388497784313	nearest
11710-122	대림	송파구	MIXED	673518126	111	111	12.0	33.599999999999994	167.86952989319252	nearest
11710-119	현대주상복합	송파구	LOW	677796314	현대주상복합아파트	현대주상복합아파트	9.0	30.0	0.0231648744330159	nearest
11710-5750	파라다이스빌(40-0)	송파구	LOW	677796319	파라다이스빌 잠실	파라다이스빌잠실	15.0	63.0	0.2984323020817988	nearest
11710-257	부광	송파구	LOW	677802650	부광아파트	부광아파트	5.0	15.0	2.648509080609605	nearest
11710-5731	뉴파크플러스	송파구	LOW	677802653	뉴파크플러스	뉴파크플러스	6.0	18.0	2.5626989421551047	nearest
11710-5995	몽촌(아)	송파구	LOW	677802655	몽촌아파트	몽촌아파트	6.0	18.0	0.7195436327115472	nearest
11710-256	그린파크빌아파트	송파구	LOW	677804247	그린파크빌아파트	그린파크빌아파트	5.0	15.0	0.9438420006662016	nearest
11710-112	한솔빌라트	송파구	LOW	678038390	한솔빌라트	한솔빌라트	18.0	57.0	0.8407592234844863	nearest
11710-96	방이동그린파크	송파구	LOW	678038391	방이동그린파크아파트	방이동그린파크아파트	14.0	42.0	2.5778334415514546	nearest
11710-285	도무스빌	송파구	LOW	678038393	도무스빌	도무스빌	14.0	48.0	0.3661017259689822	nearest
11710-105	우광아파트	송파구	LOW	678041107	우광아파트	우광아파트	5.0	15.0	2.1925286643839077	nearest
11710-259	주함위너스Ⅱ	송파구	LOW	678041638	주함위너스II	주함위너스II	7.0	21.0	2.950047149786017	nearest
11710-106	은성아파트	송파구	LOW	678055430	은성아파트	은성아파트	5.0	15.0	0.1643297869182007	nearest
11710-260	주함위너스Ⅰ	송파구	LOW	678085948	주함위너스I	주함위너스I	7.0	21.0	3.911231900022285	nearest
11710-8865	헬리오시티	송파구	HIGH	689645719	512동	512	29.0	82.0	747.1917862276972	boundary
11710-8865	헬리오시티	송파구	HIGH	689645722	511동	511	17.0	49.0	749.0547950785053	boundary
11710-8865	헬리오시티	송파구	HIGH	689649139	502동	502	15.0	43.0	721.0674684692598	boundary
11710-8865	헬리오시티	송파구	HIGH	689649141	503동	503	23.0	65.0	676.6112890376647	boundary
11710-8865	헬리오시티	송파구	HIGH	689649151	514동	514	29.0	82.0	560.0742488441542	boundary
11710-8865	헬리오시티	송파구	HIGH	690413728	508동	508	22.0	63.0	592.6302800653319	boundary
11710-8865	헬리오시티	송파구	HIGH	690415749	515동	515	29.0	82.0	513.6216143386745	boundary
11710-8865	헬리오시티	송파구	HIGH	691174948	316동	316		82.0	408.7428017694238	boundary
11710-8865	헬리오시티	송파구	HIGH	691174960	309동	309	18.0	51.0	199.9419248843564	boundary
11710-8865	헬리오시티	송파구	HIGH	691174967	106동	106	35.0	99.0	134.11897192525328	boundary
11710-8865	헬리오시티	송파구	HIGH	691174972	306동	306	22.0	63.0	380.5416505799819	boundary
11710-8865	헬리오시티	송파구	HIGH	691174994	305동	305	32.0	91.0	411.3889278897842	boundary
11710-8865	헬리오시티	송파구	HIGH	691912342	104동	104	35.0	99.0	96.90970170690406	boundary
11710-8865	헬리오시티	송파구	HIGH	691912348	101동	101	13.0	37.0	10.314681150807491	boundary
11710-8865	헬리오시티	송파구	HIGH	691912349	102동	102	31.0	88.0	56.3057933052273	boundary
11710-8865	헬리오시티	송파구	HIGH	692770087	108동	108	35.0	99.0	236.0415398112181	boundary
11710-8865	헬리오시티	송파구	HIGH	693480749	207동	207	35.0	99.0	282.2447270288543	boundary
11710-8865	헬리오시티	송파구	HIGH	693480755	209동	209	26.0	74.0	340.53765052465405	boundary
11710-8865	헬리오시티	송파구	HIGH	693480760	210동	210	25.0	71.0	378.9033217360639	boundary
11710-8865	헬리오시티	송파구	HIGH	693480765	215동	215	12.0	35.0	469.7368005128276	boundary
11710-8865	헬리오시티	송파구	HIGH	693480769	202동	202	29.0	82.0	309.155536242433	boundary
11710-139	보화2차	송파구	LOW	694887688	보화2차아파트	보화2차아파트			3.1762158944129806	nearest
11710-8865	헬리오시티	송파구	HIGH	697743560	205동	205	29.0	82.0	466.49889542542513	boundary
11710-8865	헬리오시티	송파구	HIGH	697743567	407동	407	29.0	82.0	550.2582179349766	boundary
11710-8865	헬리오시티	송파구	HIGH	697743585	401동	401	29.0	82.0	592.3641043288771	boundary
11710-8865	헬리오시티	송파구	HIGH	699367971	415동	415	12.0	35.0	642.8502778242076	boundary
11710-8865	헬리오시티	송파구	HIGH	699367973	406동	406	29.0	82.0	659.8637672344391	boundary
11710-8865	헬리오시티	송파구	HIGH	699367982	413동	413	28.0	79.0	785.4241032799714	boundary
11710-8865	헬리오시티	송파구	HIGH	699367984	418동	418	27.0	77.0	831.5224826484418	boundary
11710-8865	헬리오시티	송파구	HIGH	699367986	412동	412	29.0	82.0	858.860234747906	boundary
11710-8865	헬리오시티	송파구	HIGH	699367987	403동	403	29.0	82.0	799.1072944203233	boundary
11710-8865	헬리오시티	송파구	HIGH	699367988	404동	404	29.0	82.0	867.8133576132761	boundary
11710-8865	헬리오시티	송파구	HIGH	699367989	405동	405	29.0	82.0	760.3429424580588	boundary
11680-313	호정빌라트	강남구	HIGH	703087412	호정빌라트	호정빌라트			2.0911077634406205	boundary
11710-8544	위례포레샤인23단지	송파구	MIXED	706332731	3104	3104	15.0	45.0	201.94712884029897	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	706332732	3105	3105	15.0	45.0	162.37408165146425	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	706332733	3106	3106	15.0	45.0	146.29540165977423	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	706332734	3107	3107	15.0	45.0	213.28655239244227	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	706332735	3108	3108	15.0	45.0	276.8899932771005	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	706332736	3109	3109	15.0	45.0	290.6081432265066	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	706332738	3110	3110	15.0	45.0	325.7318221450957	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	706332739	3101	3101	15.0	45.0	348.5208258564348	nearest
11710-5607	로쟌뷰	송파구	LOW	714714353	신동아로잔뷰	신동아로잔뷰	15.0	49.0	2.91692285275212	nearest
11710-6028	트리지움	송파구	LOW	714714372	101동	101	30.0	82.0	127.07591414463836	nearest
11710-281	갤러리아팰리스	송파구	LOW	714714379	108동	108	30.0	82.0	125.41851475684932	nearest
11710-281	갤러리아팰리스	송파구	LOW	714714380	109동	109	28.0	82.0	104.012708364694	nearest
11710-6164	아르누보팰리스	송파구	LOW	730009515	잠실아르누보팰리스아파트	잠실아르누보팰리스아파트	20.0	79.0	2.072520808712567	nearest
11710-5968	미켈란호수가	송파구	LOW	730009798	잠실미켈란호수가아파트	잠실미켈란호수가아파트	26.0	83.0	21.72021046746933	nearest
11710-140	삼호아파트	송파구	LOW	779187448	거여동삼호아파트	거여동삼호아파트	19.0	56.0	6.282348667966016	nearest
11710-158	아시아선수촌아파트	송파구	MIXED	793787325	잠실렉스빌 오피스텔	잠실렉스빌오피스텔		50.4	477.7859500830406	nearest
11710-157	신동아예지움	송파구	LOW	794559256	신동아예지움아파트	신동아예지움아파트	10.0	29.0	1.834708619293666	nearest
11710-6509	파크인-수	송파구	LOW	794929552	파크인수아파트	파크인수아파트	16.0	59.0	4.132044710777962	nearest
11710-158	아시아선수촌아파트	송파구	MIXED	797055009	잠실아이파크	잠실아이파크	10.0	35.0	486.3349620170654	nearest
11680-3657	다우림하우스	강남구	LOW	800184117	다우림하우스	다우림하우스			3.0883845552392004	nearest
11680-402	아셈	강남구	LOW	800186844	아셈아파트	아셈아파트			4.715027699081139	nearest
11680-516	동구싼타빌	강남구	LOW	800186846	삼성아트빌	삼성아트빌			20.15946003821209	nearest
11680-4218	엘에이치삼성도시형생활주택	강남구	LOW	800186857	LH삼성아파트	LH삼성아파트			4.342828984346863	nearest
11680-4197	삼성동라테라스	강남구	LOW	800188074	라테라스	라테라스	16.0	58.0	7.441413406375999	nearest
11680-172	강변삼부아파트	강남구	LOW	800266226	강변삼부아파트	강변삼부아파트	14.0	40.0	6.807287265142292	nearest
11710-97	신동아타워	송파구	LOW	801830912	신동아타워아파트	신동아타워아파트	21.0	75.0	2.107305966512008	nearest
11710-5598	레이크해모로	송파구	LOW	801832688	레이크해모로아파트	레이크해모로아파트	15.0	47.0	7.621883177873832	nearest
11710-6011	석촌동효신아파트	송파구	LOW	801840459	석촌효신아파트	석촌효신아파트			2.8936682962635105	nearest
11710-169	잠실아이스페이스	송파구	LOW	801844459	잠실아이스페이스	잠실아이스페이스	27.0	97.0	2.1689214659896425	nearest
11710-286	인택파크랜드	송파구	LOW	802071792	인택파크랜드아파트	인택파크랜드아파트	15.0	47.0	5.151059108950431	nearest
11710-6424	올림픽파크센트레빌	송파구	HIGH	802071809	101	101	15.0	52.0	1.78642303161674	boundary
11710-6424	올림픽파크센트레빌	송파구	HIGH	802071810	102	102	15.0	52.0	26.92011748137164	boundary
11710-6424	올림픽파크센트레빌	송파구	HIGH	802071811	103	103	15.0	52.0	56.53424918447793	boundary
11680-225	현대1	강남구	HIGH	803334085	현대아파트	현대아파트	15.0	42.0	4.075102781969911	boundary
11710-89	올림픽훼밀리타운	송파구	MIXED	803489765	606동	606	15.0	41.0	523.3318673092045	nearest
11710-89	올림픽훼밀리타운	송파구	MIXED	803489766	607동	607	15.0	41.0	588.7114050547824	nearest
11710-89	올림픽훼밀리타운	송파구	MIXED	803489767	604동	604	15.0	41.0	459.08669801586296	nearest
11710-89	올림픽훼밀리타운	송파구	MIXED	803489768	605동	605	15.0	41.0	477.3527903286197	nearest
11710-89	올림픽훼밀리타운	송파구	MIXED	803489769	601동	601	15.0	41.0	601.2364804624217	nearest
11710-89	올림픽훼밀리타운	송파구	MIXED	803489770	603동	603	15.0	41.0	477.7024345893208	nearest
11710-89	올림픽훼밀리타운	송파구	MIXED	803489771	602동	602	15.0	41.0	540.7999252812654	nearest
11680-4988	디에이치자이개포	강남구	MIXED	883726450	702	702	15.0	42.0	181.87061129163283	nearest
11680-4988	디에이치자이개포	강남구	MIXED	883726451	704	704	15.0	42.0	208.6536213686799	nearest
11710-9173	위례포레샤인18단지	송파구	MIXED	891432377	1703	1703	14.0	41.0	192.28211922489524	nearest
11710-6029	송파파인타운11단지	송파구	MIXED	891767606	1301	1301	15.0	45.0	453.7892634492156	nearest
11710-6241	송파파인타운3단지	송파구	MIXED	891767607	1302	1302	23.0	68.0	573.3497214441381	nearest
11710-6029	송파파인타운11단지	송파구	MIXED	891767610	1308	1308	14.0	42.0	400.6268985393722	nearest
11710-6241	송파파인타운3단지	송파구	MIXED	891767611	1305	1305	10.0	31.0	594.2211817914498	nearest
11710-6029	송파파인타운11단지	송파구	MIXED	891767612	1306	1306	18.0	54.0	413.7142583698692	nearest
11710-6029	송파파인타운11단지	송파구	MIXED	891767613	1307	1307	13.0	40.0	363.8299972939013	nearest
11680-311	현대4	강남구	HIGH	899351936	현대4차아파트	현대4차아파트	13.0	36.4	35.10492384204476	boundary
11680-4988	디에이치자이개포	강남구	MIXED	899359896	105	105	15.0	42.0	187.89237395338316	nearest
11680-4988	디에이치자이개포	강남구	MIXED	899359898	103	103	15.0	42.0	209.8503589019803	nearest
11680-4988	디에이치자이개포	강남구	MIXED	899359899	107	107	15.0	42.0	189.25954100066704	nearest
11680-4988	디에이치자이개포	강남구	MIXED	899359900	106	106	15.0	42.0	162.27796458705944	nearest
11680-4988	디에이치자이개포	강남구	MIXED	899359902	108	108	15.0	42.0	234.33629661133116	nearest
11680-212	선경3차	강남구	LOW	899375428	선경3차아파트	선경3차아파트			4.632540535098825	nearest
11680-376	미도맨션3차	강남구	LOW	899375429	미도3차맨션	미도3차맨션	10.0	28.0	2.300198291813276	nearest
11680-4394	래미안대치팰리스	강남구	MIXED	899375442	3	3	15.0	42.0	389.2787266374292	nearest
11680-213	세영팔레스타운	강남구	LOW	903986659	세영팔레스아파트	세영팔레스아파트	13.0	36.0	3.0643767940504008	nearest
11680-3780	하이캐슬	강남구	HIGH	903986661	101	101	11.0	30.0	0.9772095986838282	boundary
11680-602	하이캐슬102동	강남구	HIGH	903986662	102	102			2.203495547048133	boundary
11680-207	대치효성	강남구	LOW	903986672	대치효성아파트	대치효성아파트	17.0	45.0	3.005443587958017	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	930531284	3204	3204	15.0	43.0	304.4575480889052	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	930531285	3201	3201	15.0	43.0	336.7194227875383	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	930531286	3208	3208	15.0	43.0	289.2304577959794	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	930531287	3207	3207	15.0	43.0	248.1070836004908	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	930531288	3209	3209	15.0	43.0	301.22742578714093	nearest
11710-8544	위례포레샤인23단지	송파구	MIXED	930531289	3210	3210	15.0	43.0	340.7760001517432	nearest
11710-8018	송파와이즈더샵	송파구	MIXED	943722808	6101	6101	15.0	48.0	126.35189808593536	nearest
11710-8018	송파와이즈더샵	송파구	MIXED	943722809	6102	6102	13.0	43.0	90.91878063870368	nearest
11710-8018	송파와이즈더샵	송파구	MIXED	943722810	6103	6103	15.0	48.0	81.51031968456775	nearest
11710-8018	송파와이즈더샵	송파구	MIXED	943722817	6104	6104	17.0	54.0	128.86516981029686	nearest
11710-9347	송파시그니처롯데캐슬	송파구	MIXED	1018465753	207	207	16.0	47.0	359.78597688641094	nearest
11710-280	잠실포스코더샵	송파구	LOW	1067083853	잠실포스코더샵아파트	잠실포스코더샵아파트	17.0	54.0	4.194168943955895	nearest
11710-44	가락우성2	송파구	HIGH	1067088255	102	102	18.0	47.0	44.451974127669374	boundary
11710-142	우방1	송파구	MIXED	1071420171	씨엘타워 오피스텔	씨엘타워오피스텔	10.0	29.0	174.73302981450414	nearest
11710-265	르네상스빌	송파구	LOW	1078755030	르네상스빌아파트	르네상스빌아파트	19.0	76.0	2.7401974323463474	nearest
11710-132	반석블레스빌	송파구	LOW	1078755031	반석블레스빌아파트	반석블레스빌아파트	15.0	42.0	1.9546368798161209	nearest
11710-436	혜성공원(101동)	송파구	HIGH	1078755034	101	101			2.837944294218003	boundary
11710-437	대영공원(102동)	송파구	HIGH	1078755035	102	102			0.6004827014012843	boundary
11710-287	AQUADCASAS	송파구	LOW	1078755036	아쿠아드카사스아파트	아쿠아드카사스아파트			1.2586051877479618	nearest
