aptSeq	floor_band	river_view	park_view	mountain_view	open_span_max
11500-6338	HIGH	False	False		115.0
11500-5107	LOW	False	False		45.0
11500-5107	MID	False	False		75.0
11500-5107	HIGH	False	False		120.0
11500-230	LOW	False	False		25.0
11500-230	MID	False	False		55.0
11500-230	HIGH	False	True		200.0
11500-229	LOW	False	False		32.5
11500-229	MID	False	False		50.0
11500-229	HIGH	False	True		155.0
11500-5401	LOW	False	False		90.0
11500-5401	MID	False	False		90.0
11500-5401	HIGH	False	False		90.0
11500-232	LOW	False	False		60.0
11500-232	MID	False	False		130.0
11500-232	HIGH	False	True		275.0
11380-10881	LOW	False	False	True	195.0
11380-10881	MID	False	False	True	195.0
11380-10881	HIGH	False	True	True	295.0
11500-40	LOW	False	True		90.0
11500-40	MID	False	True		130.0
11500-40	HIGH	False	True		360.0
11470-35	LOW	False	False		150.0
11470-35	MID	True	True		240.0
11470-35	HIGH	True	True		305.0
11470-3935	LOW	False	True		225.0
11470-3935	MID	False	True		225.0
11470-3935	HIGH	True	True		225.0
11470-43	LOW	True	True		130.0
11470-43	MID	True	True		195.0
11470-43	HIGH	True	True		205.0
11500-43	LOW	False	True		170.0
11500-43	MID	False	True		220.0
11500-43	HIGH	False	True		300.0
11500-51	LOW	True	True		140.0
11500-51	MID	True	True		200.0
11500-51	HIGH	True	True		310.0
11500-8078	LOW	False	True		127.5
11500-8078	MID	False	True		165.0
11500-8078	HIGH	False	True		237.5
11500-5896	LOW	False	True		135.0
11500-5896	MID	False	True		205.0
11500-5896	HIGH	False	True		205.0
11500-5392	LOW	False	False		65.0
11500-5392	MID	False	False		120.0
11500-5392	HIGH	False	False		130.0
11470-178	LOW	False	True		150.0
11470-178	MID	False	True		150.0
11470-178	HIGH	False	True		300.0
11470-177	LOW	False	True		160.0
11470-177	MID	False	True		160.0
11470-177	HIGH	False	True		160.0
11470-263	LOW	False	True		140.0
11470-263	MID	False	True		150.0
11470-263	HIGH	False	True		150.0
11470-11	LOW	False	True		115.0
11470-11	MID	False	True		220.0
11470-11	HIGH	False	True		320.0
11500-83	LOW	False	True		230.0
11500-83	MID	False	True		250.0
11500-83	HIGH	False	True		250.0
11500-5345	LOW	False	True		300.0
11500-5345	MID	False	True		300.0
11500-5345	HIGH	False	True		315.0
11470-159	LOW	False	True		165.0
11470-159	MID	False	True		165.0
11470-159	HIGH	False	True		360.0
11470-4063	LOW	False	True		150.0
11470-4063	MID	False	True		230.0
11470-4063	HIGH	False	True		340.0
11380-68	LOW	False	True	True	330.0
11380-68	MID	False	True	True	360.0
11380-68	HIGH	False	True	True	360.0
11410-4634	LOW	False	True	True	135.0
11410-4634	MID	False	True	True	135.0
11410-4634	HIGH	False	True	True	135.0
11410-3694	LOW	False	True	True	67.5
11410-3694	MID	False	True	True	95.0
11410-3694	HIGH	False	True	True	190.0
11410-183	LOW	False	True	True	350.0
11410-183	MID	False	True	True	360.0
11410-183	HIGH	False	True	True	360.0
11410-88	LOW	False	True	True	345.0
11410-88	MID	False	True	True	360.0
11410-88	HIGH	False	True	True	360.0
11380-11608	LOW	False	True		50.0
11380-11608	MID	False	True	True	140.0
11380-11608	HIGH	False	True	True	140.0
11380-10359	LOW	False	True	True	85.0
11380-10359	MID	False	True	True	85.0
11380-10359	HIGH	False	True	True	235.0
11380-10932	LOW	False	True	True	185.0
11380-10932	MID	False	True	True	245.0
11380-10932	HIGH	False	True	True	250.0
11380-268	LOW	False	True	True	190.0
11380-268	MID	False	True	True	190.0
11380-268	HIGH	False	True	True	190.0
11410-4768	LOW	False	True	True	185.0
11410-4768	MID	False	True	True	240.0
11410-4768	HIGH	False	True	True	242.5
11410-3743	LOW	False	True	True	345.0
11410-3743	MID	False	True	True	345.0
11410-3743	HIGH	False	True	True	345.0
11380-90	LOW	False	True	True	185.0
11380-90	MID	False	True	True	245.0
11380-90	HIGH	False	True	True	325.0
11380-10925	LOW	False	True	True	225.0
11380-10925	MID	False	True	True	225.0
11380-10925	HIGH	False	True	True	315.0
11380-230	LOW	False	True	True	155.0
11380-230	MID	False	True	True	310.0
11380-230	HIGH	False	True	True	310.0
11380-270	LOW	False	False	True	25.0
11380-270	MID	False	False	True	25.0
11380-270	HIGH	False	False	True	25.0
11380-121	LOW	False	False	False	65.0
11380-121	MID	False	False	True	65.0
11380-121	HIGH	False	False	True	65.0
11380-122	LOW	False	True	True	160.0
11380-122	MID	False	True	True	160.0
11380-122	HIGH	False	True	True	160.0
11380-10906	LOW	False	True	True	110.0
11380-10906	MID	False	True	True	110.0
11380-10906	HIGH	False	True	True	270.0
11380-10994	LOW	False	True	True	45.0
11380-10994	MID	False	True	True	75.0
11380-10994	HIGH	False	True	True	95.0
11380-115	LOW	False	True	True	360.0
11380-115	MID	False	True	True	360.0
11380-115	HIGH	False	True	True	360.0
11380-11628	LOW	False	True	True	60.0
11380-11628	MID	False	True	True	120.0
11380-11628	HIGH	False	True	True	160.0
11380-7762	LOW	False	True	True	75.0
11380-7762	MID	False	True	True	255.0
11380-7762	HIGH	False	True	True	335.0
11380-70	LOW	False	True	True	305.0
11380-70	MID	False	True	True	360.0
11380-70	HIGH	False	True	True	360.0
11380-405	LOW	False	True	True	270.0
11380-405	MID	False	True	True	350.0
11380-405	HIGH	False	True	True	360.0
11380-136	LOW	False	True	True	340.0
11380-136	MID	False	True	True	340.0
11380-136	HIGH	False	True	True	360.0
11380-135	LOW	False	True	True	170.0
11380-135	MID	False	True	True	340.0
11380-135	HIGH	False	True	True	340.0
11380-26	LOW	False	True	True	130.0
11380-26	MID	False	True	True	165.0
11380-26	HIGH	False	True	True	360.0
11380-7824	LOW	False	True	True	120.0
11380-7824	MID	False	True	True	145.0
11380-7824	HIGH	False	True	True	145.0
11440-143	LOW	False	False		70.0
11440-143	MID	False	False		80.0
11440-143	HIGH	True	True		280.0
11380-133	LOW	False	True	True	245.0
11380-133	MID	False	True	True	300.0
11380-133	HIGH	False	True	True	360.0
11380-9628	LOW	False	True	True	145.0
11380-9628	MID	False	True	True	145.0
11380-9628	HIGH	False	True	True	165.0
11380-38	LOW	False	True	True	255.0
11380-38	MID	False	True	True	265.0
11380-38	HIGH	False	True	True	265.0
11380-10998	LOW	False	True	True	35.0
11380-10998	MID	False	True	True	40.0
11380-10998	HIGH	False	True	True	60.0
11380-10	LOW	False	True	True	195.0
11380-10	MID	False	True	True	195.0
11380-10	HIGH	False	True	True	265.0
11380-174	LOW	False	False	True	165.0
11380-174	MID	False	False	True	165.0
11380-174	HIGH	False	True	True	275.0
11380-16	LOW	False	True	True	100.0
11380-16	MID	False	True	True	155.0
11380-16	HIGH	False	True	True	155.0
11380-8	LOW	False	False	True	140.0
11380-8	MID	False	False	True	150.0
11380-8	HIGH	False	False	True	165.0
11380-11289	LOW	False	True		40.0
11380-11289	MID	False	True	True	65.0
11380-11289	HIGH	False	True	True	85.0
11380-9400	LOW	False	False		35.0
11380-9400	MID	False	False	True	65.0
11380-9400	HIGH	False	False	True	210.0
11410-56	LOW	False	True	True	135.0
11410-56	MID	False	True	True	360.0
11410-56	HIGH	False	True	True	360.0
11410-46	LOW	False	False	True	85.0
11410-46	MID	False	False	True	210.0
11410-46	HIGH	False	False	True	325.0
11410-61	LOW	False	False	True	120.0
11410-61	MID	False	False	True	235.0
11410-61	HIGH	False	False	True	275.0
11410-152	LOW	False	False	True	105.0
11410-152	MID	False	False	True	185.0
11410-152	HIGH	False	False	True	185.0
11410-4746	LOW	False	False	True	110.0
11410-4746	MID	False	False	True	145.0
11410-4746	HIGH	False	False	True	310.0
11410-159	LOW	False	False	True	90.0
11410-159	MID	False	False	True	120.0
11410-159	HIGH	False	False	True	295.0
11410-4465	LOW	False	False	True	215.0
11410-4465	MID	False	False	True	215.0
11410-4465	HIGH	False	False	True	360.0
11410-154	LOW	False	True	True	150.0
11410-154	MID	False	True	True	155.0
11410-154	HIGH	False	True	True	165.0
11410-155	LOW	False	True	True	130.0
11410-155	MID	False	True	True	135.0
11410-155	HIGH	False	True	True	190.0
11410-3599	LOW	False	True	True	90.0
11410-3599	MID	False	True	True	130.0
11410-3599	HIGH	False	True	True	170.0
11410-3609	LOW	False	True	True	155.0
11410-3609	MID	False	True	True	295.0
11410-3609	HIGH	False	True	True	360.0
11410-3874	LOW	False	True	True	115.0
11410-3874	MID	False	True	True	125.0
11410-3874	HIGH	False	True	True	180.0
11440-6234	LOW	True	True	True	245.0
11440-6234	MID	True	True	True	255.0
11440-6234	HIGH	True	True	True	305.0
11440-74	LOW	True	True	True	260.0
11440-74	MID	True	True	True	260.0
11440-74	HIGH	True	True	True	320.0
11440-4006	LOW	True	True	True	85.0
11440-4006	MID	True	True	True	125.0
11440-4006	HIGH	True	True	True	360.0
11440-4503	LOW	True	True	True	120.0
11440-4503	MID	True	True	True	155.0
11440-4503	HIGH	True	True	True	260.0
11440-203	LOW	True	True		180.0
11440-203	MID	True	True		345.0
11440-203	HIGH	True	True	True	360.0
11440-157	LOW	True	True		110.0
11440-157	MID	True	True		110.0
11440-157	HIGH	True	True		235.0
11440-207	LOW	True	True		340.0
11440-207	MID	True	True	True	360.0
11440-207	HIGH	True	True	True	360.0
11440-204	LOW	True	True	True	187.5
11440-204	MID	True	True		187.5
11440-204	HIGH	True	True	True	352.5
11440-5822	LOW	True	True	True	67.5
11440-5822	MID	True	True	True	72.5
11440-5822	HIGH	True	True		92.5
11440-69	LOW	True	True		120.0
11440-69	MID	True	True		260.0
11440-69	HIGH	True	True	True	360.0
11440-202	LOW	True	True		100.0
11440-202	MID	True	True		105.0
11440-202	HIGH	True	True		180.0
11440-89	LOW	True	True	True	240.0
11440-89	MID	True	True	True	255.0
11440-89	HIGH	True	True	True	360.0
11440-205	LOW	True	True	True	90.0
11440-205	MID	True	True	True	185.0
11440-205	HIGH	True	True	True	360.0
11440-93	LOW	True	True		125.0
11440-93	MID	True	True	True	130.0
11440-93	HIGH	True	True	True	325.0
11440-131	LOW	True	True		245.0
11440-131	MID	True	True		325.0
11440-131	HIGH	True	True		340.0
11440-91	LOW	True	True		340.0
11440-91	MID	True	True		340.0
11440-91	HIGH	True	True	True	360.0
11440-90	LOW	True	True	True	330.0
11440-90	MID	True	True	True	360.0
11440-90	HIGH	True	True	True	360.0
11440-5759	LOW	True	True	True	145.0
11440-5759	MID	True	True	True	190.0
11440-5759	HIGH	True	True	True	232.5
11440-79	LOW	True	True		110.0
11440-79	MID	True	True		185.0
11440-79	HIGH	True	True		350.0
11440-70	LOW	True	True	True	270.0
11440-70	MID	True	True	True	345.0
11440-70	HIGH	True	True	True	360.0
11440-199	LOW	True	True	True	120.0
11440-199	MID	True	True	True	315.0
11440-199	HIGH	True	True	True	315.0
11440-159	LOW	True	True	True	135.0
11440-159	MID	True	True	True	315.0
11440-159	HIGH	True	True	True	360.0
11440-186	LOW	True	True		150.0
11440-186	MID	True	True		195.0
11440-186	HIGH	True	True		245.0
11440-56	LOW	True	True	False	40.0
11440-56	MID	True	True	False	40.0
11440-56	HIGH	True	True	True	40.0
11440-5871	LOW	False	True	False	60.0
11440-5871	MID	False	True	True	115.0
11440-5871	HIGH	True	True	True	115.0
11440-60	LOW	True	False	True	320.0
11440-60	MID	True	False	True	320.0
11440-60	HIGH	True	False	True	320.0
11440-5947	LOW	False	False		45.0
11440-5947	MID	False	False		145.0
11440-5947	HIGH	True	True		155.0
11440-5818	LOW	True	True		37.5
11440-5818	MID	True	True		90.0
11440-5818	HIGH	True	True		170.0
11380-8037	LOW	False	True	True	160.0
11380-8037	MID	False	True	True	160.0
11380-8037	HIGH	False	True	True	275.0
11380-336	LOW	False	True	True	150.0
11380-336	MID	False	True	True	150.0
11380-336	HIGH	False	True	True	180.0
11380-9318	LOW	False	True	True	90.0
11380-9318	MID	False	True	True	90.0
11380-9318	HIGH	False	True	True	90.0
11380-9604	LOW	False	False	True	70.0
11380-9604	MID	False	False	True	70.0
11380-9604	HIGH	False	False	True	145.0
11380-9439	LOW	False	True	True	20.0
11380-9439	MID	False	True	True	30.0
11380-9439	HIGH	False	True	True	80.0
11380-9529	LOW	False	False	True	85.0
11380-9529	MID	False	False	True	85.0
11380-9529	HIGH	False	False	True	85.0
11380-9641	LOW	False	False	True	25.0
11380-9641	MID	False	False	True	125.0
11380-9641	HIGH	False	False	True	150.0
11380-9203	LOW	False	True	True	60.0
11380-9203	MID	False	True	True	60.0
11380-9203	HIGH	False	True	True	75.0
11380-9373	LOW	False	False		35.0
11380-9373	MID	False	False	True	35.0
11380-9373	HIGH	False	True	True	125.0
11380-9660	LOW	False	False	True	25.0
11380-9660	MID	False	False	True	85.0
11380-9660	HIGH	False	False	True	95.0
11380-10123	LOW	False	True	True	30.0
11380-10123	MID	False	True	True	50.0
11380-10123	HIGH	False	True	True	65.0
11380-10081	LOW	False	True	True	50.0
11380-10081	MID	False	True	True	50.0
11380-10081	HIGH	False	True	True	55.0
11380-11085	LOW	False	True	True	10.0
11380-11085	MID	False	True		25.0
11380-11085	HIGH	False	True	True	45.0
11380-9385	LOW	False	False		15.0
11380-9385	MID	False	False		15.0
11380-9385	HIGH	False	False		30.0
11380-9487	LOW	False	True	True	130.0
11380-9487	MID	False	True	True	130.0
11380-9487	HIGH	False	True	True	200.0
11380-9606	LOW	False	True	True	75.0
11380-9606	MID	False	True	True	75.0
11380-9606	HIGH	False	True	True	110.0
11380-9377	LOW	False	True	True	85.0
11380-9377	MID	False	True	True	85.0
11380-9377	HIGH	False	True	True	90.0
11380-9491	LOW	False	False	True	65.0
11380-9491	MID	False	False	True	65.0
11380-9491	HIGH	False	False	True	140.0
11380-10878	LOW	False	False	True	70.0
11380-10878	MID	False	False	True	70.0
11380-10878	HIGH	False	False	True	155.0
11380-11230	LOW	False	True	True	155.0
11380-11230	MID	False	True	True	280.0
11380-11230	HIGH	False	True	True	335.0
11380-9772	LOW	False	False	True	60.0
11380-9772	MID	False	False	True	60.0
11380-9772	HIGH	False	False	True	155.0
11380-9933	LOW	False	False	True	135.0
11380-9933	MID	False	False	True	190.0
11380-9933	HIGH	False	False	True	190.0
11380-9676	LOW	False	False	True	165.0
11380-9676	MID	False	False	True	165.0
11380-9676	HIGH	False	True	True	165.0
11380-11609	LOW	False	True	True	90.0
11380-11609	MID	False	True	True	90.0
11380-11609	HIGH	False	True	True	180.0
11380-11087	LOW	False	True	True	45.0
11380-11087	MID	False	True	True	110.0
11380-11087	HIGH	False	True	True	110.0
11380-9311	LOW	False	True	True	135.0
11380-9311	MID	False	True	True	145.0
11380-9311	HIGH	False	True	True	165.0
11380-9301	LOW	False	True	True	80.0
11380-9301	MID	False	True	True	80.0
11380-9301	HIGH	False	True	True	80.0
11380-9233	LOW	False	True	True	80.0
11380-9233	MID	False	True	True	80.0
11380-9233	HIGH	False	True	True	80.0
11380-9811	LOW	False	True	True	55.0
11380-9811	MID	False	True	True	55.0
11380-9811	HIGH	False	True	True	90.0
11380-9756	LOW	False	True	True	110.0
11380-9756	MID	False	True	True	110.0
11380-9756	HIGH	False	True	True	125.0
11380-9708	LOW	False	True	True	95.0
11380-9708	MID	False	True	True	95.0
11380-9708	HIGH	False	True	True	150.0
11380-10035	LOW	False	False	True	20.0
11380-10035	MID	False	False	True	20.0
11380-10035	HIGH	False	False	True	30.0
11380-9292	LOW	False	False	True	40.0
11380-9292	MID	False	False	True	80.0
11380-9292	HIGH	False	False	True	130.0
11380-9721	LOW	False	False		0.0
11380-9721	MID	False	False		0.0
11380-9721	HIGH	False	False	True	120.0
11380-9207	LOW	False	False	True	30.0
11380-9207	MID	False	False	True	30.0
11380-9207	HIGH	False	False	True	35.0
11380-9344	LOW	False	False	True	50.0
11380-9344	MID	False	False	True	50.0
11380-9344	HIGH	False	False	True	75.0
11380-9339	LOW	False	False	True	50.0
11380-9339	MID	False	False	True	50.0
11380-9339	HIGH	False	True	True	60.0
11380-8692	LOW	False	True	True	105.0
11380-8692	MID	False	True	True	105.0
11380-8692	HIGH	False	True	True	105.0
11380-11027	LOW	False	True	True	30.0
11380-11027	MID	False	True	True	60.0
11380-11027	HIGH	False	True	True	80.0
11380-11072	LOW	False	False	True	125.0
11380-11072	MID	False	False	True	125.0
11380-11072	HIGH	False	True	True	125.0
11380-9569	LOW	False	True	True	55.0
11380-9569	MID	False	True	True	55.0
11380-9569	HIGH	False	True	True	55.0
11380-8225	LOW	False	True	True	95.0
11380-8225	MID	False	True	True	95.0
11380-8225	HIGH	False	True	True	95.0
11380-11110	LOW	False	False	True	165.0
11380-11110	MID	False	False	True	165.0
11380-11110	HIGH	False	True	True	170.0
11380-9388	LOW	False	True	True	65.0
11380-9388	MID	False	True	True	65.0
11380-9388	HIGH	False	True	True	65.0
11380-10570	LOW	False	False	True	65.0
11380-10570	MID	False	True	True	65.0
11380-10570	HIGH	False	True	True	65.0
11380-10698	LOW	False	True	True	115.0
11380-10698	MID	False	True	True	115.0
11380-10698	HIGH	False	True	True	155.0
11380-140	LOW	False	False	True	35.0
11380-140	MID	False	False	True	35.0
11380-140	HIGH	False	True	True	35.0
11380-9411	LOW	False	False	False	20.0
11380-9411	MID	False	False	False	20.0
11380-9411	HIGH	False	False	True	70.0
11380-10398	LOW	False	True	True	125.0
11380-10398	MID	False	True	True	125.0
11380-10398	HIGH	False	True	True	180.0
11380-139	LOW	False	False	True	45.0
11380-139	MID	False	False	True	45.0
11380-139	HIGH	False	False	True	45.0
11380-9390	LOW	False	True	True	60.0
11380-9390	MID	False	True	True	70.0
11380-9390	HIGH	False	True	True	205.0
11380-9375	LOW	False	True	True	175.0
11380-9375	MID	False	True	True	200.0
11380-9375	HIGH	False	True	True	210.0
11380-3	LOW	False	True	True	150.0
11380-3	MID	False	True	True	247.5
11380-3	HIGH	False	True	True	332.5
11380-9791	LOW	False	False	True	55.0
11380-9791	MID	False	False	True	165.0
11380-9791	HIGH	False	True	True	240.0
11380-188	LOW	False	False	True	35.0
11380-188	MID	False	False	True	50.0
11380-188	HIGH	False	True	True	90.0
11380-404	LOW	False	False	True	35.0
11380-404	MID	False	False	True	35.0
11380-404	HIGH	False	False	True	35.0
11380-11614	LOW	False	False	True	30.0
11380-11614	MID	False	False	True	85.0
11380-11614	HIGH	False	True	True	165.0
11380-392	LOW	False	True	True	135.0
11380-392	MID	False	True	True	140.0
11380-392	HIGH	False	True	True	165.0
11380-9395	LOW	False	False	True	15.0
11380-9395	MID	False	False	True	15.0
11380-9395	HIGH	False	False	True	120.0
11380-9535	LOW	False	True	True	55.0
11380-9535	MID	False	True	True	60.0
11380-9535	HIGH	False	True	True	80.0
11380-11202	LOW	False	False	True	90.0
11380-11202	MID	False	False	True	130.0
11380-11202	HIGH	False	True	True	310.0
11380-9440	LOW	False	False		10.0
11380-9440	MID	False	False		20.0
11380-9440	HIGH	False	False	True	30.0
11380-11173	LOW	False	False	True	105.0
11380-11173	MID	False	False	True	235.0
11380-11173	HIGH	False	False	True	235.0
11380-11631	LOW	False	True	True	110.0
11380-11631	MID	False	True	True	135.0
11380-11631	HIGH	False	True	True	360.0
11380-291	LOW	False	True	True	200.0
11380-291	MID	False	True	True	200.0
11380-291	HIGH	False	True	True	340.0
11380-379	LOW	False	True	True	265.0
11380-379	MID	False	True	True	360.0
11380-379	HIGH	False	True	True	360.0
11380-10656	LOW	False	True	True	150.0
11380-10656	MID	False	True	True	220.0
11380-10656	HIGH	False	True	True	360.0
11380-8458	LOW	False	True	True	65.0
11380-8458	MID	False	True	True	155.0
11380-8458	HIGH	False	True	True	325.0
11380-8440	LOW	False	True	True	70.0
11380-8440	MID	False	True	True	170.0
11380-8440	HIGH	False	True	True	170.0
11380-11029	LOW	False	False	True	80.0
11380-11029	MID	False	False	True	190.0
11380-11029	HIGH	False	True	True	235.0
11380-11109	LOW	False	False	True	75.0
11380-11109	MID	False	False	True	75.0
11380-11109	HIGH	False	False	True	105.0
11380-11103	LOW	False	True	True	140.0
11380-11103	MID	False	True	True	165.0
11380-11103	HIGH	False	True	True	265.0
11380-9854	LOW	False	True	True	65.0
11380-9854	MID	False	True	True	70.0
11380-9854	HIGH	False	True	True	85.0
11380-9145	LOW	False	True	True	95.0
11380-9145	MID	False	True	True	95.0
11380-9145	HIGH	False	True	True	95.0
11380-8868	LOW	False	False	True	65.0
11380-8868	MID	False	False	True	65.0
11380-8868	HIGH	False	False	True	75.0
11380-8798	LOW	False	True	True	70.0
11380-8798	MID	False	True	True	70.0
11380-8798	HIGH	False	True	True	180.0
11380-8058	LOW	False	True	True	75.0
11380-8058	MID	False	True	True	75.0
11380-8058	HIGH	False	True	True	75.0
11380-180	LOW	False	True	True	125.0
11380-180	MID	False	True	True	125.0
11380-180	HIGH	False	True	True	180.0
11380-7939	LOW	False	True	True	230.0
11380-7939	MID	False	True	True	240.0
11380-7939	HIGH	False	True	True	320.0
11380-8175	LOW	False	False	True	230.0
11380-8175	MID	False	False	True	265.0
11380-8175	HIGH	False	False	True	360.0
11380-4	LOW	False	True	True	360.0
11380-4	MID	False	True	True	360.0
11380-4	HIGH	False	True	True	360.0
11380-11364	LOW	False	False	True	150.0
11380-11364	MID	False	False	True	270.0
11380-11364	HIGH	False	True	True	290.0
11380-7886	LOW	False	False	True	95.0
11380-7886	MID	False	False	True	95.0
11380-7886	HIGH	False	False	True	190.0
11380-5	LOW	False	False	True	185.0
11380-5	MID	False	False	True	195.0
11380-5	HIGH	False	False	True	300.0
11380-395	LOW	False	True	True	125.0
11380-395	MID	False	True	True	125.0
11380-395	HIGH	False	True	True	205.0
11380-8437	LOW	False	True	True	285.0
11380-8437	MID	False	True	True	285.0
11380-8437	HIGH	False	True	True	305.0
11380-11177	LOW	False	True	True	50.0
11380-11177	MID	False	True	True	160.0
11380-11177	HIGH	False	True	True	265.0
11380-8122	LOW	False	True	True	85.0
11380-8122	MID	False	True	True	85.0
11380-8122	HIGH	False	True	True	85.0
11380-356	LOW	False	True	True	50.0
11380-356	MID	False	True	True	75.0
11380-356	HIGH	False	True	True	130.0
11380-113	LOW	False	True	True	20.0
11380-113	MID	False	True	True	60.0
11380-113	HIGH	False	True	True	135.0
11380-7983	LOW	False	False		50.0
11380-7983	MID	False	False		85.0
11380-7983	HIGH	False	False	True	130.0
11380-11101	LOW	False	False		15.0
11380-11101	MID	False	False		100.0
11380-11101	HIGH	False	True	True	335.0
11380-403	LOW	False	False		20.0
11380-403	MID	False	False		30.0
11380-403	HIGH	False	False		50.0
11380-62	LOW	False	False	True	80.0
11380-62	MID	False	False	True	85.0
11380-62	HIGH	False	False	True	95.0
11380-7853	LOW	False	False	True	25.0
11380-7853	MID	False	False	True	25.0
11380-7853	HIGH	False	False	True	30.0
11380-8870	LOW	False	False	True	55.0
11380-8870	MID	False	True	True	75.0
11380-8870	HIGH	False	True	True	260.0
11380-111	LOW	False	True		20.0
11380-111	MID	False	True		30.0
11380-111	HIGH	False	True	True	120.0
11380-11238	LOW	False	False		35.0
11380-11238	MID	False	False	True	35.0
11380-11238	HIGH	False	False	True	70.0
11380-8907	LOW	False	False		55.0
11380-8907	MID	False	False	True	75.0
11380-8907	HIGH	False	False	True	75.0
11380-7735	LOW	False	True		90.0
11380-7735	MID	False	True	True	140.0
11380-7735	HIGH	False	True	True	230.0
11380-10431	LOW	False	False		40.0
11380-10431	MID	False	False	True	45.0
11380-10431	HIGH	False	True	True	215.0
11380-156	LOW	False	False		120.0
11380-156	MID	False	False		140.0
11380-156	HIGH	False	False		205.0
11380-11333	LOW	False	False		15.0
11380-11333	MID	False	False		30.0
11380-11333	HIGH	False	True	True	190.0
11380-10515	LOW	False	True		30.0
11380-10515	MID	False	True	True	40.0
11380-10515	HIGH	False	True	True	205.0
11380-346	LOW	False	False		75.0
11380-346	MID	False	False	True	75.0
11380-346	HIGH	False	False	True	210.0
11380-394	LOW	False	False		60.0
11380-394	MID	False	False	True	60.0
11380-394	HIGH	False	False	True	65.0
11380-194	LOW	False	True		60.0
11380-194	MID	False	True	True	90.0
11380-194	HIGH	False	True	True	130.0
11380-198	LOW	False	False	True	90.0
11380-198	MID	False	False	True	245.0
11380-198	HIGH	False	False	True	255.0
11380-7987	LOW	False	True		80.0
11380-7987	MID	False	True		185.0
11380-7987	HIGH	False	True	True	275.0
11380-11618	LOW	False	True	True	205.0
11380-11618	MID	False	True	True	275.0
11380-11618	HIGH	False	True	True	360.0
11380-10928	LOW	False	True		105.0
11380-10928	MID	False	True		110.0
11380-10928	HIGH	False	True	True	185.0
11380-7611	LOW	False	False	True	160.0
11380-7611	MID	False	False	True	200.0
11380-7611	HIGH	False	False	True	200.0
11380-7664	LOW	False	False	True	45.0
11380-7664	MID	False	False	True	45.0
11380-7664	HIGH	False	False	True	45.0
11380-9201	LOW	False	False	True	30.0
11380-9201	MID	False	False	True	50.0
11380-9201	HIGH	False	False	True	175.0
11380-7609	LOW	False	False	True	70.0
11380-7609	MID	False	False	True	70.0
11380-7609	HIGH	False	False	True	75.0
11380-10229	LOW	False	True	True	90.0
11380-10229	MID	False	True	True	95.0
11380-10229	HIGH	False	True	True	140.0
11380-213	LOW	False	True	True	115.0
11380-213	MID	False	True	True	115.0
11380-213	HIGH	False	True	True	140.0
11380-9996	LOW	False	True	True	205.0
11380-9996	MID	False	True	True	240.0
11380-9996	HIGH	False	True	True	310.0
11380-10900	LOW	False	False	True	105.0
11380-10900	MID	False	False	True	200.0
11380-10900	HIGH	False	False	True	360.0
11380-143	LOW	False	True	True	130.0
11380-143	MID	False	True	True	140.0
11380-143	HIGH	False	True	True	200.0
11380-11635	LOW	False	True	True	170.0
11380-11635	MID	False	True	True	235.0
11380-11635	HIGH	False	True	True	250.0
11380-6293	LOW	False	False	True	35.0
11380-6293	MID	False	False	True	60.0
11380-6293	HIGH	False	False	True	80.0
11380-8378	LOW	False	False	True	65.0
11380-8378	MID	False	True	True	150.0
11380-8378	HIGH	False	True	True	220.0
11380-7799	LOW	False	False	True	50.0
11380-7799	MID	False	True	True	150.0
11380-7799	HIGH	False	True	True	305.0
11380-215	LOW	False	True	True	110.0
11380-215	MID	False	True	True	135.0
11380-215	HIGH	False	True	True	135.0
11380-385	LOW	False	False	True	115.0
11380-385	MID	False	False	True	135.0
11380-385	HIGH	False	False	True	160.0
11380-11083	LOW	False	True	True	115.0
11380-11083	MID	False	True	True	255.0
11380-11083	HIGH	False	True	True	320.0
11380-189	LOW	False	False	True	125.0
11380-189	MID	False	False	True	360.0
11380-189	HIGH	False	True	True	360.0
11380-386	LOW	False	False	True	90.0
11380-386	MID	False	False	True	175.0
11380-386	HIGH	False	False	True	280.0
11380-9884	LOW	False	False	True	80.0
11380-9884	MID	False	False	True	80.0
11380-9884	HIGH	False	False	True	90.0
11380-10357	LOW	False	False	True	35.0
11380-10357	MID	False	False	True	55.0
11380-10357	HIGH	False	False	True	100.0
11380-9057	LOW	False	False		65.0
11380-9057	MID	False	False		70.0
11380-9057	HIGH	False	False	True	105.0
11380-9710	LOW	False	True	True	155.0
11380-9710	MID	False	True	True	215.0
11380-9710	HIGH	False	True	True	295.0
11380-209	LOW	False	True	True	105.0
11380-209	MID	False	True	True	110.0
11380-209	HIGH	False	True	True	200.0
11380-201	LOW	False	False	True	120.0
11380-201	MID	False	False	True	120.0
11380-201	HIGH	False	False	True	120.0
11380-63	LOW	False	True		165.0
11380-63	MID	False	True	True	290.0
11380-63	HIGH	False	True	True	300.0
11380-200	LOW	False	False	True	90.0
11380-200	MID	False	False	True	165.0
11380-200	HIGH	False	False	True	170.0
11380-55	LOW	False	False		105.0
11380-55	MID	False	False		175.0
11380-55	HIGH	False	False	True	290.0
11380-196	LOW	False	False		80.0
11380-196	MID	False	False		85.0
11380-196	HIGH	False	False	True	170.0
11380-7777	LOW	False	False	True	115.0
11380-7777	MID	False	False	True	115.0
11380-7777	HIGH	False	True	True	360.0
